dimension,granularity,indicator_name,result,status
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,,Column 'cost:total' is not present in event log.
quality,groups,desired_activity_count,2,Success
quality,groups,expected_activity_instance_count_by_human_resource,1.333,Success
quality,groups,expected_activity_instance_count_by_role,2.0,Success
quality,groups,expected_automated_activity_count,0.333,Success
quality,groups,expected_automated_activity_instance_count,0.667,Success
quality,groups,expected_client_count_and_total_cost_ratio,,Column 'cost:total' is not present in event log.
quality,groups,expected_desired_activity_count,0.24,Success
quality,groups,expected_human_resource_count,0.4,Success
quality,groups,expected_non_automated_activity_count,0.52,Success
quality,groups,expected_non_automated_activity_instance_count,7.667,Success
quality,groups,expected_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_overall_quality,,Column 'quality' is not present in event log.
quality,groups,expected_repeatability,0.43999999999999995,Success
quality,groups,expected_rework_count,3.667,Success
quality,groups,expected_rework_count_by_value,3.667,Success
quality,groups,expected_rework_of_activities_subset,3.0,Success
quality,groups,expected_rework_percentage,0.401,Success
quality,groups,expected_rework_percentage_by_value,0.401,Success
quality,groups,expected_rework_time,69 days 12:26:00,Success
quality,groups,expected_successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,groups,expected_unwanted_activity_count,2,Success
quality,groups,expected_unwanted_activity_instance_count,0.667,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.081,Success
quality,groups,expected_unwanted_activity_percentage,0.139,Success
quality,groups,human_resource_count,8,Success
quality,groups,non_automated_activity_count,6,Success
quality,groups,non_automated_activity_instance_count,23,Success
quality,groups,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,repeatability,0.43999999999999995,Success
quality,groups,rework_count,11,Success
quality,groups,rework_count_by_value,11,Success
quality,groups,rework_of_activities_subset,9,Success
quality,groups,rework_percentage,0.44,Success
quality,groups,rework_percentage_by_value,0.44,Success
quality,groups,rework_time,208 days 13:18:00,Success
quality,groups,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,groups,total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,groups,unwanted_activity_count,1,Success
quality,groups,unwanted_activity_instance_count,2,Success
quality,groups,unwanted_activity_instance_percentage,0.08,Success
quality,groups,unwanted_activity_percentage,0.071,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,,Column 'outcome_unit' is not present in event log.
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,,Column 'outcome_unit' is not present in event log.
quality,instances,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,instances,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
time,activities,lead_time,350 days 17:48:00,Success
time,activities,service_and_lead_time_ratio,0.0,Success
time,activities,service_time,0 days 00:00:00,Success
time,activities,waiting_time,350 days 17:48:00,Success
time,cases,active_time,0 days 00:00:00,Success
time,cases,activity_count,4,Success
time,cases,activity_instance_count,6,Success
time,cases,automated_activity_count,0,Success
time,cases,automated_activity_instance_count,0,Success
time,cases,automated_activity_service_time,0 days 00:00:00,Success
time,cases,handover_count,3.0,Success
time,cases,idle_time,23 days 07:56:00,Success
time,cases,lead_time,23 days 07:56:00,Success
time,cases,lead_time_deviation_from_deadline,-21 days +16:04:00,Success
time,cases,lead_time_deviation_from_expectation,16 days 07:56:00,Success
time,cases,lead_time_from_activity_a,23 days 07:56:00,Success
time,cases,lead_time_from_activity_a_to_b,16 days 00:08:00,Success
time,cases,lead_time_to_activity_a,0 days 00:00:00,Success
time,cases,service_and_lead_time_ratio,0.0,Success
time,cases,service_time,0 days 00:00:00,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,cases,waiting_time,23 days 07:56:00,Success
time,cases,waiting_time_from_activity_a_to_b,6 days 22:21:00,Success
time,groups,activity_count,7,Success
time,groups,activity_instance_count,25,Success
time,groups,automated_activity_count,1,Success
time,groups,automated_activity_instance_count,2,Success
time,groups,automated_activity_service_time,0 days 00:00:00,Success
time,groups,case_count_lead_time_ratio,0.0,Success
time,groups,case_count_where_lead_time_over_value,3,Success
time,groups,case_percentage_where_lead_time_over_value,1.0,Success
time,groups,case_percentage_with_missed_deadline,0.333,Success
time,groups,expected_active_time,0 days 00:00:00,Success
time,groups,expected_activity_count,4.667,Success
time,groups,expected_activity_instance_count,8.333,Success
time,groups,expected_automated_activity_count,0.333,Success
time,groups,expected_automated_activity_instance_count,0.667,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:00,Success
time,groups,expected_handover_count,3.0,Success
time,groups,expected_idle_time,101 days 02:21:20,Success
time,groups,expected_lead_time,101 days 02:21:19.980000,Success
time,groups,expected_lead_time_deviation_from_deadline,-99 days +21:38:40.020000,Success
time,groups,expected_lead_time_deviation_from_expectation,94 days 02:21:19.980000,Success
time,groups,expected_lead_time_from_activity_a,100 days 20:30:40,Success
time,groups,expected_lead_time_from_activity_a_to_b,91 days 08:10:20,Success
time,groups,expected_lead_time_to_activity_a,0 days 05:50:40,Success
time,groups,expected_service_and_lead_time_ratio,0.0,Success
time,groups,expected_service_time,0 days 00:00:00,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,groups,expected_waiting_time,101 days 02:21:20,Success
time,groups,expected_waiting_time_from_activity_a_to_b,82 days 14:18:40,Success
time,groups,lead_time,258 days 04:57:00,Success
time,groups,lead_time_and_case_count_ratio,86 days 01:39:00,Success
time,groups,service_and_lead_time_ratio,0.0,Success
time,groups,service_time,0 days 00:00:00,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,instances,lead_time,0 days 00:00:00,Success
time,instances,service_and_lead_time_ratio,,Division error: cannot divide 0 days 00:00:00 by 0 days 00:00:00.
time,instances,service_time,0 days 00:00:00,Success
time,instances,waiting_time,0 days 00:00:00,Success
