case:concept:name,concept:name,time:timestamp,human_resource,org:role,client,lifecycle:transition,concept:instance
INC0001695,Closed,2016-03-24 18:50:00,Updated by 908,Group 29,Caller 3830,complete,i_39
INC0003091,New,2016-03-07 08:58:00,Updated by 44,Group 29,Caller 2081,start,i_40
INC0003091,New,2016-03-07 08:58:00,Updated by 44,Group 29,Caller 2081,complete,i_40
INC0003091,Active,2016-03-18 12:55:00,Updated by 44,Group 29,Caller 2081,start,i_41
INC0003091,Active,2016-03-18 12:55:00,Updated by 44,Group 29,Caller 2081,complete,i_41
INC0003091,Active,2016-03-18 14:28:00,Updated by 135,Group 29,Caller 2081,start,i_42
INC0003091,Active,2016-03-18 14:28:00,Updated by 135,Group 29,Caller 2081,complete,i_42
INC0003091,Active,2016-03-18 14:29:00,Updated by 135,Group 70,Caller 2081,start,i_43
INC0003091,Active,2016-03-18 14:29:00,Updated by 135,Group 70,Caller 2081,complete,i_43
INC0003091,Active,2016-03-18 17:51:00,Updated by 131,?,Caller 2081,start,i_44
INC0003091,Active,2016-03-18 17:51:00,Updated by 131,?,Caller 2081,complete,i_44
INC0003091,Active,2016-03-21 08:54:00,Updated by 60,?,Caller 2081,start,i_45
INC0003091,Active,2016-03-21 08:54:00,Updated by 60,Group 29,Caller 2081,start,i_46
INC0003091,Active,2016-03-21 08:54:00,Updated by 60,?,Caller 2081,complete,i_45
INC0003091,Active,2016-03-21 08:54:00,Updated by 60,Group 29,Caller 2081,complete,i_46
INC0003091,Resolved,2016-03-22 15:42:00,Updated by 135,Group 29,Caller 2081,start,i_47
INC0003091,Resolved,2016-03-22 15:42:00,Updated by 135,Group 29,Caller 2081,complete,i_47
INC0003091,Closed,2016-03-27 15:59:00,Updated by 908,Group 29,Caller 2081,start,i_48
INC0003091,Closed,2016-03-27 15:59:00,Updated by 908,Group 29,Caller 2081,complete,i_48
INC0003170,New,2016-03-07 09:43:00,Updated by 133,Group 30,Caller 4431,start,i_49
INC0003170,New,2016-03-07 09:43:00,Updated by 133,Group 30,Caller 4431,complete,i_49
INC0003170,Active,2016-03-07 11:06:00,Updated by 789,Group 30,Caller 4431,start,i_50
INC0003170,Active,2016-03-07 11:06:00,Updated by 789,Group 30,Caller 4431,complete,i_50
INC0003170,Resolved,2016-03-07 11:56:00,Updated by 718,Group 30,Caller 4431,start,i_51
INC0003170,Resolved,2016-03-07 11:56:00,Updated by 718,Group 30,Caller 4431,complete,i_51
INC0003170,Closed,2016-03-24 18:40:00,Updated by 908,Group 30,Caller 4431,start,i_52
INC0003170,Closed,2016-03-24 18:40:00,Updated by 908,Group 30,Caller 4431,complete,i_52
INC0003664,New,2016-03-07 14:57:00,Updated by 44,Group 25,Caller 2874,start,i_53
INC0003664,New,2016-03-07 14:57:00,Updated by 44,Group 25,Caller 2874,complete,i_53
INC0003664,Awaiting User Info,2016-03-09 11:52:00,Updated by 465,Group 25,Caller 2874,start,i_54
INC0003664,Awaiting User Info,2016-03-09 11:52:00,Updated by 465,Group 25,Caller 2874,complete,i_54
INC0003664,Resolved,2016-03-09 18:43:00,Updated by 467,?,Caller 2874,start,i_55
INC0003664,Resolved,2016-03-09 18:43:00,Updated by 467,?,Caller 2874,complete,i_55
INC0003664,Closed,2016-03-24 18:50:00,Updated by 908,?,Caller 2874,start,i_56
INC0003664,Closed,2016-03-24 18:50:00,Updated by 908,?,Caller 2874,complete,i_56
INC0003890,New,2016-03-08 07:33:00,Updated by 60,Group 23,Caller 4620,start,i_57
INC0003890,New,2016-03-08 07:33:00,Updated by 60,Group 23,Caller 4620,complete,i_57
INC0003890,New,2016-03-08 10:35:00,Updated by 833,Group 23,Caller 4620,start,i_58
INC0003890,New,2016-03-08 10:35:00,Updated by 833,Group 23,Caller 4620,complete,i_58
INC0003890,Active,2016-03-08 10:43:00,Updated by 833,Group 23,Caller 4620,start,i_59
INC0003890,Active,2016-03-08 10:43:00,Updated by 833,Group 23,Caller 4620,complete,i_59
INC0003890,Active,2016-03-08 10:53:00,Updated by 833,Group 23,Caller 4620,start,i_60
INC0003890,Resolved,2016-03-08 10:53:00,Updated by 833,Group 23,Caller 4620,start,i_61
INC0003890,Active,2016-03-08 10:53:00,Updated by 833,Group 23,Caller 4620,complete,i_60
INC0003890,Resolved,2016-03-08 10:53:00,Updated by 833,Group 23,Caller 4620,complete,i_61
INC0003890,Closed,2016-03-24 18:41:00,Updated by 908,Group 23,Caller 4620,start,i_62
INC0003890,Closed,2016-03-24 18:41:00,Updated by 908,Group 23,Caller 4620,complete,i_62
INC0004351,New,2016-03-08 14:31:00,Updated by 908,Group 28,Caller 5368,start,i_63
INC0004351,New,2016-03-08 14:31:00,Updated by 908,Group 28,Caller 5368,complete,i_63
INC0004351,New,2016-03-08 15:52:00,Updated by 928,Group 28,Caller 5368,start,i_64
INC0004351,New,2016-03-08 15:52:00,Updated by 928,Group 28,Caller 5368,complete,i_64
INC0004351,New,2016-03-08 15:53:00,Updated by 928,Group 20,Caller 5368,start,i_65
INC0004351,New,2016-03-08 15:53:00,Updated by 928,Group 20,Caller 5368,complete,i_65
INC0004351,New,2016-03-08 17:08:00,Updated by 859,Group 20,Caller 5368,start,i_66
INC0004351,New,2016-03-08 17:08:00,Updated by 859,Group 70,Caller 5368,start,i_67
INC0004351,New,2016-03-08 17:08:00,Updated by 859,Group 20,Caller 5368,complete,i_66
INC0004351,New,2016-03-08 17:08:00,Updated by 859,Group 70,Caller 5368,complete,i_67
INC0004351,New,2016-03-08 18:10:00,Updated by 131,?,Caller 5368,start,i_68
INC0004351,New,2016-03-08 18:10:00,Updated by 131,?,Caller 5368,complete,i_68
INC0004351,New,2016-03-09 01:51:00,Updated by 746,Group 20,Caller 5368,start,i_69
INC0004351,New,2016-03-09 01:51:00,Updated by 746,Group 20,Caller 5368,complete,i_69
INC0004351,New,2016-03-11 14:42:00,Updated by 336,Group 70,Caller 5368,start,i_70
INC0004351,New,2016-03-11 14:42:00,Updated by 336,Group 70,Caller 5368,complete,i_70
INC0004351,Active,2016-03-11 16:44:00,Updated by 88,Group 70,Caller 5368,start,i_71
INC0004351,Active,2016-03-11 16:44:00,Updated by 88,Group 70,Caller 5368,complete,i_71
INC0004351,Active,2016-03-11 17:48:00,Updated by 429,Group 70,Caller 5368,start,i_72
INC0004351,Awaiting User Info,2016-03-11 17:48:00,Updated by 429,Group 70,Caller 5368,start,i_73
INC0004351,Active,2016-03-11 17:48:00,Updated by 429,Group 70,Caller 5368,complete,i_72
INC0004351,Awaiting User Info,2016-03-11 17:48:00,Updated by 429,Group 70,Caller 5368,complete,i_73
INC0004351,Awaiting User Info,2016-03-15 10:48:00,Updated by 265,Group 70,Caller 5368,start,i_74
INC0004351,Awaiting User Info,2016-03-15 10:48:00,Updated by 265,Group 70,Caller 5368,complete,i_74
INC0004351,Awaiting User Info,2016-03-18 10:47:00,Updated by 265,Group 70,Caller 5368,start,i_75
INC0004351,Awaiting User Info,2016-03-18 10:47:00,Updated by 265,Group 70,Caller 5368,complete,i_75
INC0004351,Awaiting User Info,2016-03-18 11:58:00,Updated by 573,Group 70,Caller 5368,start,i_76
INC0004351,Awaiting User Info,2016-03-18 11:58:00,Updated by 573,Group 70,Caller 5368,complete,i_76
INC0004351,Awaiting User Info,2016-03-21 13:51:00,Updated by 573,Group 70,Caller 5368,start,i_77
INC0004351,Awaiting User Info,2016-03-21 13:51:00,Updated by 573,Group 70,Caller 5368,complete,i_77
INC0004351,Awaiting User Info,2016-03-21 15:19:00,Updated by 573,Group 70,Caller 5368,start,i_78
INC0004351,Resolved,2016-03-21 15:19:00,Updated by 573,Group 70,Caller 5368,start,i_79
INC0004351,Awaiting User Info,2016-03-21 15:19:00,Updated by 573,Group 70,Caller 5368,complete,i_78
INC0004351,Resolved,2016-03-21 15:19:00,Updated by 573,Group 70,Caller 5368,complete,i_79
INC0004351,Closed,2016-03-26 15:59:00,Updated by 908,Group 70,Caller 5368,start,i_80
INC0004351,Closed,2016-03-26 15:59:00,Updated by 908,Group 70,Caller 5368,complete,i_80
INC0004784,Resolved,2016-03-09 11:01:00,Updated by 908,Group 70,Caller 4632,start,i_81
INC0004784,Resolved,2016-03-09 11:01:00,Updated by 908,Group 70,Caller 4632,complete,i_81
INC0004784,Closed,2016-03-24 18:41:00,Updated by 908,Group 70,Caller 4632,start,i_82
INC0004784,Closed,2016-03-24 18:41:00,Updated by 908,Group 70,Caller 4632,complete,i_82
INC0004787,New,2016-03-09 11:12:00,Updated by 370,Group 70,Caller 5073,start,i_83
INC0004787,New,2016-03-09 11:12:00,Updated by 370,Group 70,Caller 5073,complete,i_83
INC0004787,New,2016-03-09 17:34:00,Updated by 131,?,Caller 5073,start,i_84
INC0004787,New,2016-03-09 17:34:00,Updated by 131,?,Caller 5073,complete,i_84
INC0004787,New,2016-03-10 15:24:00,Updated by 133,?,Caller 5073,start,i_85
INC0004787,New,2016-03-10 15:24:00,Updated by 133,?,Caller 5073,complete,i_85
INC0004787,Awaiting User Info,2016-03-10 15:25:00,Updated by 133,?,Caller 5073,start,i_86
INC0004787,Awaiting User Info,2016-03-10 15:25:00,Updated by 133,?,Caller 5073,complete,i_86
INC0004787,Awaiting User Info,2016-03-18 11:53:00,Updated by 44,?,Caller 5073,start,i_87
INC0004787,Awaiting User Info,2016-03-18 11:53:00,Updated by 44,?,Caller 5073,start,i_88
INC0004787,Awaiting User Info,2016-03-18 11:53:00,Updated by 44,?,Caller 5073,complete,i_87
INC0004787,Awaiting User Info,2016-03-18 11:53:00,Updated by 44,?,Caller 5073,complete,i_88
INC0004787,Resolved,2016-03-22 08:35:00,Updated by 60,?,Caller 5073,start,i_89
INC0004787,Resolved,2016-03-22 08:35:00,Updated by 60,?,Caller 5073,complete,i_89
INC0004787,Closed,2016-03-27 08:59:00,Updated by 908,?,Caller 5073,start,i_90
INC0004787,Closed,2016-03-27 08:59:00,Updated by 908,?,Caller 5073,complete,i_90
INC0004792,Active,2016-03-09 11:05:00,Updated by 908,Group 70,Caller 5213,start,i_91
INC0004792,Active,2016-03-09 11:05:00,Updated by 908,Group 70,Caller 5213,complete,i_91
INC0004792,Resolved,2016-03-09 11:24:00,Updated by 135,Group 70,Caller 5213,start,i_92
INC0004792,Resolved,2016-03-09 11:24:00,Updated by 135,Group 70,Caller 5213,complete,i_92
INC0004792,Closed,2016-03-24 18:41:00,Updated by 908,Group 70,Caller 5213,start,i_93
INC0004792,Closed,2016-03-24 18:41:00,Updated by 908,Group 70,Caller 5213,complete,i_93
INC0005298,Awaiting Problem,2016-03-10 10:35:00,Updated by 777,Group 10,Caller 3898,start,i_94
INC0005298,Awaiting Problem,2016-03-10 10:35:00,Updated by 777,Group 10,Caller 3898,complete,i_94
INC0005298,Resolved,2016-04-26 11:55:00,Updated by 777,Group 10,Caller 3898,start,i_95
INC0005298,Resolved,2016-04-26 11:55:00,Updated by 777,Group 10,Caller 3898,complete,i_95
INC0005298,Closed,2016-05-01 12:07:00,Updated by 908,Group 10,Caller 3898,start,i_96
INC0005298,Closed,2016-05-01 12:07:00,Updated by 908,Group 10,Caller 3898,complete,i_96
INC0005623,Awaiting User Info,2016-03-10 17:49:00,Updated by 609,Group 22,Caller 3377,start,i_97
INC0005623,Awaiting User Info,2016-03-10 17:49:00,Updated by 609,Group 22,Caller 3377,complete,i_97
INC0005623,Resolved,2016-05-19 16:31:00,Updated by 609,Group 22,Caller 3377,start,i_98
INC0005623,Resolved,2016-05-19 16:31:00,Updated by 609,Group 22,Caller 3377,complete,i_98
INC0005623,Closed,2016-05-24 17:07:00,Updated by 908,Group 22,Caller 3377,start,i_99
INC0005623,Closed,2016-05-24 17:07:00,Updated by 908,Group 22,Caller 3377,complete,i_99
INC0006078,New,2016-03-11 14:29:00,Updated by 908,Group 70,Caller 3216,start,i_100
INC0006078,New,2016-03-11 14:29:00,Updated by 908,Group 70,Caller 3216,complete,i_100
INC0006078,New,2016-03-11 14:40:00,Updated by 135,?,Caller 1325,start,i_101
INC0006078,New,2016-03-11 14:40:00,Updated by 135,?,Caller 1325,complete,i_101
INC0006078,New,2016-03-11 14:41:00,Updated by 135,?,Caller 1325,start,i_102
INC0006078,New,2016-03-11 14:41:00,Updated by 135,?,Caller 1325,complete,i_102
INC0006078,Active,2016-03-19 08:21:00,Updated by 44,?,Caller 1325,start,i_103
INC0006078,Active,2016-03-19 08:21:00,Updated by 44,?,Caller 1325,complete,i_103
INC0006078,Active,2016-03-22 11:23:00,Updated by 859,Group 73,Caller 1325,start,i_104
INC0006078,Active,2016-03-22 11:23:00,Updated by 859,Group 73,Caller 1325,complete,i_104
INC0006078,Resolved,2016-03-23 08:31:00,Updated by 533,Group 73,Caller 1325,start,i_105
INC0006078,Resolved,2016-03-23 08:31:00,Updated by 533,Group 73,Caller 1325,complete,i_105
INC0006078,Closed,2016-03-28 08:59:00,Updated by 908,Group 73,Caller 1325,start,i_106
INC0006078,Closed,2016-03-28 08:59:00,Updated by 908,Group 73,Caller 1325,complete,i_106
INC0006891,New,2016-03-14 16:46:00,Updated by 723,Group 25,Caller 2657,start,i_107
INC0006891,New,2016-03-14 16:46:00,Updated by 723,Group 25,Caller 2657,complete,i_107
INC0006891,New,2016-03-14 17:49:00,Updated by 859,Group 46,Caller 2657,start,i_108
INC0006891,New,2016-03-14 17:49:00,Updated by 859,Group 46,Caller 2657,complete,i_108
INC0006891,Awaiting User Info,2016-03-15 08:23:00,Updated by 308,Group 46,Caller 2657,start,i_109
INC0006891,Awaiting User Info,2016-03-15 08:23:00,Updated by 308,Group 46,Caller 2657,complete,i_109
INC0006891,Resolved,2016-03-15 09:51:00,Updated by 308,Group 46,Caller 2657,start,i_110
INC0006891,Resolved,2016-03-15 09:51:00,Updated by 308,Group 46,Caller 2657,complete,i_110
INC0006891,Closed,2016-03-24 19:00:00,Updated by 908,Group 46,Caller 2657,start,i_111
INC0006891,Closed,2016-03-24 19:00:00,Updated by 908,Group 46,Caller 2657,complete,i_111
INC0006934,New,2016-03-14 18:18:00,Updated by 131,Group 70,Caller 1307,start,i_112
INC0006934,New,2016-03-14 18:18:00,Updated by 131,Group 70,Caller 1307,complete,i_112
INC0006934,Active,2016-03-14 18:49:00,Updated by 723,Group 70,Caller 1307,start,i_113
INC0006934,Active,2016-03-14 18:49:00,Updated by 723,Group 70,Caller 1307,complete,i_113
INC0006934,Active,2016-03-14 20:26:00,Updated by 131,?,Caller 1307,start,i_114
INC0006934,Active,2016-03-14 20:26:00,Updated by 131,?,Caller 1307,complete,i_114
INC0006934,Active,2016-03-16 09:26:00,Updated by 88,?,Caller 1307,start,i_115
INC0006934,Active,2016-03-16 09:26:00,Updated by 88,?,Caller 1307,complete,i_115
INC0006934,Awaiting User Info,2016-03-16 14:44:00,Updated by 44,Group 70,Caller 1307,start,i_116
INC0006934,Awaiting User Info,2016-03-16 14:44:00,Updated by 44,Group 70,Caller 1307,complete,i_116
INC0006934,Awaiting User Info,2016-03-16 18:38:00,Updated by 429,Group 70,Caller 1307,start,i_117
INC0006934,Awaiting User Info,2016-03-16 18:38:00,Updated by 429,Group 70,Caller 1307,complete,i_117
INC0006934,Awaiting User Info,2016-03-17 10:29:00,Updated by 133,Group 70,Caller 1307,start,i_118
INC0006934,Awaiting User Info,2016-03-17 10:29:00,Updated by 133,Group 70,Caller 1307,complete,i_118
INC0006934,Resolved,2016-03-17 10:30:00,Updated by 133,?,Caller 1307,start,i_119
INC0006934,Resolved,2016-03-17 10:30:00,Updated by 133,?,Caller 1307,complete,i_119
INC0006934,Closed,2016-03-24 19:00:00,Updated by 908,?,Caller 1307,start,i_120
INC0006934,Closed,2016-03-24 19:00:00,Updated by 908,?,Caller 1307,complete,i_120
INC0007066,New,2016-03-15 09:08:00,Updated by 908,Group 20,Caller 4526,start,i_121
INC0007066,New,2016-03-15 09:08:00,Updated by 908,Group 20,Caller 4526,complete,i_121
INC0007066,New,2016-03-15 16:28:00,Updated by 859,Group 30,Caller 4526,start,i_122
INC0007066,New,2016-03-15 16:28:00,Updated by 859,Group 30,Caller 4526,complete,i_122
INC0007066,New,2016-03-16 14:28:00,Updated by 789,Group 72,Caller 4526,start,i_123
INC0007066,New,2016-03-16 14:28:00,Updated by 789,Group 72,Caller 4526,complete,i_123
INC0007066,Active,2016-03-19 08:46:00,Updated by 44,Group 72,Caller 4526,start,i_124
INC0007066,Active,2016-03-19 08:46:00,Updated by 44,Group 72,Caller 4526,complete,i_124
INC0007066,Active,2016-04-11 16:06:00,Updated by 444,Group 72,Caller 4526,start,i_125
INC0007066,Active,2016-04-11 16:06:00,Updated by 444,Group 72,Caller 4526,complete,i_125
INC0007066,Active,2016-04-11 16:08:00,Updated by 444,Group 72,Caller 4526,start,i_126
INC0007066,Active,2016-04-11 16:08:00,Updated by 444,Group 72,Caller 4526,complete,i_126
INC0007066,Resolved,2016-04-11 16:09:00,Updated by 444,Group 72,Caller 4526,start,i_127
INC0007066,Resolved,2016-04-11 16:09:00,Updated by 444,Group 72,Caller 4526,complete,i_127
INC0007066,Closed,2016-04-16 16:10:00,Updated by 908,Group 72,Caller 4526,start,i_128
INC0007066,Closed,2016-04-16 16:10:00,Updated by 908,Group 72,Caller 4526,complete,i_128
INC0007391,New,2016-03-15 16:02:00,Updated by 129,Group 70,Caller 2966,start,i_129
INC0007391,New,2016-03-15 16:02:00,Updated by 129,Group 70,Caller 2966,complete,i_129
INC0007391,New,2016-03-15 16:03:00,Updated by 129,Group 54,Caller 2966,start,i_130
INC0007391,Active,2016-03-15 16:03:00,Updated by 129,Group 54,Caller 2966,start,i_131
INC0007391,New,2016-03-15 16:03:00,Updated by 129,Group 54,Caller 2966,complete,i_130
INC0007391,Active,2016-03-15 16:03:00,Updated by 129,Group 54,Caller 2966,complete,i_131
INC0007391,Active,2016-03-16 09:00:00,Updated by 874,Group 54,Caller 2966,start,i_132
INC0007391,Active,2016-03-16 09:00:00,Updated by 874,Group 23,Caller 2966,start,i_133
INC0007391,Active,2016-03-16 09:00:00,Updated by 874,Group 54,Caller 2966,complete,i_132
INC0007391,Active,2016-03-16 09:00:00,Updated by 874,Group 23,Caller 2966,complete,i_133
INC0007391,Active,2016-03-16 11:03:00,Updated by 241,Group 23,Caller 2966,start,i_134
INC0007391,Active,2016-03-16 11:03:00,Updated by 241,Group 23,Caller 2966,complete,i_134
INC0007391,Active,2016-03-17 10:57:00,Updated by 241,Group 23,Caller 2966,start,i_135
INC0007391,Active,2016-03-17 10:57:00,Updated by 241,Group 23,Caller 2966,complete,i_135
INC0007391,Resolved,2016-03-17 10:58:00,Updated by 241,Group 23,Caller 2966,start,i_136
INC0007391,Resolved,2016-03-17 10:58:00,Updated by 241,Group 23,Caller 2966,complete,i_136
INC0007391,Closed,2016-03-24 19:01:00,Updated by 908,Group 23,Caller 2966,start,i_137
INC0007391,Closed,2016-03-24 19:01:00,Updated by 908,Group 23,Caller 2966,complete,i_137
INC0008104,Resolved,2016-03-17 08:51:00,Updated by 332,Group 24,Caller 3333,start,i_138
INC0008104,Resolved,2016-03-17 08:51:00,Updated by 332,Group 24,Caller 3333,complete,i_138
INC0008104,Closed,2016-03-24 19:01:00,Updated by 908,Group 24,Caller 3333,start,i_139
INC0008104,Closed,2016-03-24 19:01:00,Updated by 908,Group 24,Caller 3333,complete,i_139
INC0008109,Resolved,2016-03-17 08:59:00,Updated by 332,Group 24,Caller 304,start,i_140
INC0008109,Resolved,2016-03-17 08:59:00,Updated by 332,Group 24,Caller 304,complete,i_140
INC0008109,Closed,2016-03-24 19:01:00,Updated by 908,Group 24,Caller 304,start,i_141
INC0008109,Closed,2016-03-24 19:01:00,Updated by 908,Group 24,Caller 304,complete,i_141
INC0008562,New,2016-03-18 08:33:00,Updated by 265,Group 28,Caller 266,start,i_142
INC0008562,New,2016-03-18 08:33:00,Updated by 265,Group 28,Caller 266,complete,i_142
INC0008562,New,2016-03-18 09:22:00,Updated by 928,Group 48,Caller 266,start,i_143
INC0008562,New,2016-03-18 09:22:00,Updated by 928,Group 48,Caller 266,complete,i_143
INC0008562,Resolved,2016-03-29 08:49:00,Updated by 271,Group 48,Caller 266,start,i_144
INC0008562,Resolved,2016-03-29 08:49:00,Updated by 271,Group 48,Caller 266,complete,i_144
INC0008562,Closed,2016-04-03 08:59:00,Updated by 908,Group 48,Caller 266,start,i_145
