dimension,granularity,indicator_name,result,status
flexibility,activities,directly_follows_relations_count,3,Success
flexibility,activities,human_resource_count,151,Success
flexibility,cases,activity_and_role_count_ratio,1.0,Success
flexibility,cases,activity_instance_and_human_resource_count_ratio,2.8,Success
flexibility,cases,directly_follows_relations_and_activity_count_ratio,1.667,Success
flexibility,cases,directly_follows_relations_count,5,Success
flexibility,cases,human_resource_count,5,Success
flexibility,cases,optional_activity_count,1,Success
flexibility,cases,optionality,0.333,Success
flexibility,cases,role_count,3,Success
flexibility,cases,variant_case_coverage,0.01,Success
flexibility,groups,activity_and_role_count_ratio,1.0,Success
flexibility,groups,activity_instance_and_human_resource_count_ratio,3.333,Success
flexibility,groups,client_count,,Column 'client' is not present in event log.
flexibility,groups,directly_follows_relations_and_activity_count_ratio,0.833,Success
flexibility,groups,directly_follows_relations_count,5,Success
flexibility,groups,expected_activity_and_role_count_ratio,1.0,Success
flexibility,groups,expected_activity_instance_and_human_resource_count_ratio,3.333,Success
flexibility,groups,expected_client_count,,Column 'client' is not present in event log.
flexibility,groups,expected_directly_follows_relations_and_activity_count_ratio,1.667,Success
flexibility,groups,expected_directly_follows_relations_count,5.0,Success
flexibility,groups,expected_human_resource_count,6.0,Success
flexibility,groups,expected_optional_activity_count,1.0,Success
flexibility,groups,expected_optionality,0.333,Success
flexibility,groups,expected_role_count,3.0,Success
flexibility,groups,human_resource_count,12,Success
flexibility,groups,optional_activity_count,1,Success
flexibility,groups,optionality,0.167,Success
flexibility,groups,role_and_variant_count_ratio,3.0,Success
flexibility,groups,role_count,6,Success
flexibility,groups,variant_case_coverage,0.02,Success
flexibility,groups,variant_count,2,Success
general,activities,activity_instance_count,489,Success
general,activities,human_resource_count,151,Success
general,activities,resource_count,,Column 'org:resource' is not present in event log.
general,cases,activity_count,3,Success
general,cases,activity_instance_count,14,Success
general,cases,human_resource_count,5,Success
general,cases,resource_count,,Column 'org:resource' is not present in event log.
general,cases,role_count,3,Success
general,groups,activity_count,6,Success
general,groups,activity_instance_count,40,Success
general,groups,case_count,2,Success
general,groups,expected_activity_count,3.0,Success
general,groups,expected_activity_instance_count,20.0,Success
general,groups,expected_human_resource_count,6.0,Success
general,groups,expected_resource_count,,Column 'org:resource' is not present in event log.
general,groups,expected_role_count,3.0,Success
general,groups,human_resource_count,12,Success
general,groups,resource_count,,Column 'org:resource' is not present in event log.
general,groups,role_count,6,Success
quality,activities,activity_instance_count_by_human_resource,5,Success
quality,activities,client_count_and_total_cost_ratio,,Column 'client' is not present in event log.
quality,activities,human_resource_count,151,Success
quality,activities,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,activities,rework_count,389,Success
quality,activities,rework_count_by_value,389,Success
quality,activities,rework_percentage,0.796,Success
quality,activities,rework_percentage_by_value,0.796,Success
quality,activities,rework_time,654 days 15:51:57,Success
quality,activities,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,activities,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,activities,total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,cases,activity_instance_count_by_human_resource,5,Success
quality,cases,activity_instance_count_by_role,4,Success
quality,cases,automated_activity_count,1,Success
quality,cases,automated_activity_instance_count,4,Success
quality,cases,desired_activity_count,2,Success
quality,cases,human_resource_count,5,Success
quality,cases,non_automated_activity_count,2,Success
quality,cases,non_automated_activity_instance_count,10,Success
quality,cases,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,cases,overall_quality,,Column 'quality' is not present in event log.
quality,cases,repeatability,0.786,Success
quality,cases,rework_count,11,Success
quality,cases,rework_count_by_value,11,Success
quality,cases,rework_of_activities_subset,11,Success
quality,cases,rework_percentage,0.786,Success
quality,cases,rework_percentage_by_value,0.786,Success
quality,cases,rework_time,282 days 11:40:48,Success
quality,cases,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,cases,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,cases,unwanted_activity_count,1,Success
quality,cases,unwanted_activity_instance_count,4,Success
quality,cases,unwanted_activity_instance_percentage,0.286,Success
quality,cases,unwanted_activity_percentage,0.333,Success
quality,groups,activity_instance_count_by_human_resource,5,Success
quality,groups,activity_instance_count_by_role,4,Success
quality,groups,automated_activity_count,1,Success
quality,groups,automated_activity_instance_count,12,Success
quality,groups,case_and_client_count_ratio,,Column 'client' is not present in event log.
quality,groups,case_count_where_activity_after_time_frame,0,Success
quality,groups,case_count_where_activity_before_time_frame,0,Success
quality,groups,case_count_where_activity_during_time_frame,2,Success
quality,groups,case_count_where_end_activity_is_a,0,Success
quality,groups,case_count_where_start_activity_is_a,2,Success
quality,groups,case_count_with_rework,2,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_during_time_frame,1.0,Success
quality,groups,case_percentage_where_end_activity_is_a,0.0,Success
quality,groups,case_percentage_where_start_activity_is_a,1.0,Success
quality,groups,case_percentage_with_missed_deadline,0,Success
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,,Column 'client' is not present in event log.
quality,groups,desired_activity_count,2,Success
quality,groups,expected_activity_instance_count_by_human_resource,2.5,Success
quality,groups,expected_activity_instance_count_by_role,2.0,Success
quality,groups,expected_automated_activity_count,1.0,Success
quality,groups,expected_automated_activity_instance_count,6.0,Success
quality,groups,expected_client_count_and_total_cost_ratio,,Column 'client' is not present in event log.
quality,groups,expected_desired_activity_count,0.1,Success
quality,groups,expected_human_resource_count,0.3,Success
quality,groups,expected_non_automated_activity_count,0.1,Success
quality,groups,expected_non_automated_activity_instance_count,14.0,Success
quality,groups,expected_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_overall_quality,,Column 'quality' is not present in event log.
quality,groups,expected_repeatability,0.85,Success
quality,groups,expected_rework_count,17.0,Success
quality,groups,expected_rework_count_by_value,17.0,Success
quality,groups,expected_rework_of_activities_subset,17.0,Success
quality,groups,expected_rework_percentage,0.836,Success
quality,groups,expected_rework_percentage_by_value,0.836,Success
quality,groups,expected_rework_time,204 days 23:44:36.500000,Success
quality,groups,expected_successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_total_cost_and_client_count_ratio,,Column 'client' is not present in event log.
quality,groups,expected_unwanted_activity_count,2,Success
quality,groups,expected_unwanted_activity_instance_count,6.0,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.297,Success
quality,groups,expected_unwanted_activity_percentage,0.333,Success
quality,groups,human_resource_count,8,Success
quality,groups,non_automated_activity_count,2,Success
quality,groups,non_automated_activity_instance_count,28,Success
quality,groups,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,repeatability,0.85,Success
quality,groups,rework_count,34,Success
quality,groups,rework_count_by_value,34,Success
quality,groups,rework_of_activities_subset,34,Success
quality,groups,rework_percentage,0.85,Success
quality,groups,rework_percentage_by_value,0.85,Success
quality,groups,rework_time,409 days 23:29:13,Success
quality,groups,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,groups,total_cost_and_client_count_ratio,,Column 'client' is not present in event log.
quality,groups,unwanted_activity_count,1,Success
quality,groups,unwanted_activity_instance_count,12,Success
quality,groups,unwanted_activity_instance_percentage,0.3,Success
quality,groups,unwanted_activity_percentage,0.167,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,,Column 'outcome_unit' is not present in event log.
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,,Column 'outcome_unit' is not present in event log.
quality,instances,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,instances,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
time,activities,lead_time,655 days 16:44:38,Success
time,activities,service_and_lead_time_ratio,0.0,Success
time,activities,service_time,0 days 00:00:00,Success
time,activities,waiting_time,655 days 16:44:38,Success
time,cases,active_time,0 days 00:00:00,Success
time,cases,activity_count,3,Success
time,cases,activity_instance_count,14,Success
time,cases,automated_activity_count,1,Success
time,cases,automated_activity_instance_count,4,Success
time,cases,automated_activity_service_time,0 days 00:00:00,Success
time,cases,handover_count,5.0,Success
time,cases,idle_time,282 days 11:51:31,Success
time,cases,lead_time,282 days 11:51:31,Success
time,cases,lead_time_deviation_from_deadline,-276 days +12:08:29,Success
time,cases,lead_time_deviation_from_expectation,268 days 11:51:31,Success
time,cases,lead_time_from_activity_a,282 days 11:51:31,Success
time,cases,lead_time_from_activity_a_to_b,0 days 00:11:08,Success
time,cases,lead_time_to_activity_a,0 days 00:00:00,Success
time,cases,service_and_lead_time_ratio,0.0,Success
time,cases,service_time,0 days 00:00:00,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,cases,waiting_time,282 days 11:51:31,Success
time,cases,waiting_time_from_activity_a_to_b,0 days 00:01:16,Success
time,groups,activity_count,3,Success
time,groups,activity_instance_count,40,Success
time,groups,automated_activity_count,1,Success
time,groups,automated_activity_instance_count,12,Success
time,groups,automated_activity_service_time,0 days 00:00:00,Success
time,groups,case_count_lead_time_ratio,0.0,Success
time,groups,case_count_where_lead_time_over_value,2,Success
time,groups,case_percentage_where_lead_time_over_value,1.0,Success
time,groups,case_percentage_with_missed_deadline,0.0,Success
time,groups,expected_active_time,0 days 00:00:00,Success
time,groups,expected_activity_count,3.0,Success
time,groups,expected_activity_instance_count,20.0,Success
time,groups,expected_automated_activity_count,1.0,Success
time,groups,expected_automated_activity_instance_count,6.0,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:00,Success
time,groups,expected_handover_count,7.5,Success
time,groups,expected_idle_time,205 days 00:17:33,Success
time,groups,expected_lead_time,205 days 00:17:33,Success
time,groups,expected_lead_time_deviation_from_deadline,-199 days +23:42:27,Success
time,groups,expected_lead_time_deviation_from_expectation,191 days 00:17:33,Success
time,groups,expected_lead_time_from_activity_a,205 days 00:17:33,Success
time,groups,expected_lead_time_from_activity_a_to_b,0 days 00:10:20.500000,Success
time,groups,expected_lead_time_to_activity_a,0 days 00:00:00,Success
time,groups,expected_service_and_lead_time_ratio,0.0,Success
time,groups,expected_service_time,0 days 00:00:00,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,groups,expected_waiting_time,205 days 00:17:33,Success
time,groups,expected_waiting_time_from_activity_a_to_b,0 days 00:01:44,Success
time,groups,lead_time,282 days 11:51:31,Success
time,groups,lead_time_and_case_count_ratio,141 days 05:55:44.400000,Success
time,groups,service_and_lead_time_ratio,0.0,Success
time,groups,service_time,0 days 00:00:00,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,instances,lead_time,0 days 00:00:00,Success
time,instances,service_and_lead_time_ratio,,Division error: cannot divide 0 days 00:00:00 by 0 days 00:00:00.
time,instances,service_time,0 days 00:00:00,Success
time,instances,waiting_time,0 days 00:00:00,Success
