case:concept:name,concept:name,time:timestamp,human_resource,org:role,lifecycle:transition,concept:instance
1-635268712,Accepted,2012-03-21 12:45:14,Juan,V37 2nd,complete,i_30
1-635268712,Queued,2012-03-21 12:45:52,Juan,V32 2nd,start,i_31
1-635268712,Queued,2012-03-21 12:45:52,Juan,V32 2nd,complete,i_31
1-635268712,Accepted,2012-03-21 12:55:30,Earl,V32 2nd,start,i_32
1-635268712,Accepted,2012-03-21 12:55:30,Earl,V32 2nd,complete,i_32
1-635268712,Accepted,2012-03-21 12:55:34,Earl,V32 2nd,start,i_33
1-635268712,Accepted,2012-03-21 12:55:34,Earl,V32 2nd,complete,i_33
1-635268712,Accepted,2012-03-21 13:07:30,Juan,V32 2nd,start,i_34
1-635268712,Accepted,2012-03-21 13:07:30,Juan,V32 2nd,complete,i_34
1-635268712,Accepted,2012-03-21 13:07:39,Juan,V32 2nd,start,i_35
1-635268712,Accepted,2012-03-21 13:07:39,Juan,V32 2nd,complete,i_35
1-635268712,Accepted,2012-04-17 13:37:56,Juan,V37 2nd,start,i_36
1-635268712,Accepted,2012-04-17 13:37:56,Juan,V37 2nd,complete,i_36
1-635268712,Queued,2012-04-17 15:29:20,Danny,V32 2nd,start,i_37
1-635268712,Queued,2012-04-17 15:29:20,Danny,V32 2nd,complete,i_37
1-635268712,Accepted,2012-05-04 10:28:23,Juan,V37 2nd,start,i_38
1-635268712,Accepted,2012-05-04 10:28:23,Juan,V37 2nd,complete,i_38
1-635268712,Completed,2012-05-04 11:16:12,Juan,V37 2nd,start,i_39
1-635268712,Completed,2012-05-04 11:16:12,Juan,V37 2nd,complete,i_39
1-635268712,Completed,2012-05-11 23:21:16,Siebel,V37 2nd,start,i_40
1-635268712,Completed,2012-05-11 23:21:16,Siebel,V37 2nd,complete,i_40
1-686885675,Accepted,2012-02-23 08:41:42,Urszula,G97,start,i_41
1-686885675,Accepted,2012-02-23 08:41:42,Urszula,G97,complete,i_41
1-686885675,Accepted,2012-02-23 08:43:06,Urszula,G97,start,i_42
1-686885675,Accepted,2012-02-23 08:43:06,Urszula,G97,complete,i_42
1-686885675,Queued,2012-02-23 08:46:57,Urszula,N8 2nd,start,i_43
1-686885675,Queued,2012-02-23 08:46:57,Urszula,N8 2nd,complete,i_43
1-686885675,Accepted,2012-02-23 13:22:29,Daniel,N8 2nd,start,i_44
1-686885675,Accepted,2012-02-23 13:22:29,Daniel,N8 2nd,complete,i_44
1-686885675,Completed,2012-05-02 13:19:21,Daniel,N8 2nd,start,i_45
1-686885675,Completed,2012-05-02 13:19:21,Daniel,N8 2nd,complete,i_45
1-686885675,Completed,2012-05-09 23:20:26,Siebel,N8 2nd,start,i_46
1-686885675,Completed,2012-05-09 23:20:26,Siebel,N8 2nd,complete,i_46
1-705901284,Accepted,2012-03-30 10:50:26,Izabela,G97,start,i_47
1-705901284,Accepted,2012-03-30 10:50:26,Izabela,G97,complete,i_47
1-705901284,Accepted,2012-03-30 10:50:35,Izabela,G97,start,i_48
1-705901284,Accepted,2012-03-30 10:50:35,Izabela,G97,complete,i_48
1-705901284,Queued,2012-03-30 10:54:47,Izabela,G97,start,i_49
1-705901284,Queued,2012-03-30 10:54:47,Izabela,G97,complete,i_49
1-705901284,Accepted,2012-03-30 10:58:21,Magdalena,G97,start,i_50
1-705901284,Accepted,2012-03-30 10:58:21,Magdalena,G97,complete,i_50
1-705901284,Queued,2012-03-30 10:58:43,Magdalena,G97,start,i_51
1-705901284,Queued,2012-03-30 10:58:43,Magdalena,G97,complete,i_51
1-705901284,Accepted,2012-03-30 11:00:03,Magdalena,G97,start,i_52
1-705901284,Accepted,2012-03-30 11:00:03,Magdalena,G97,complete,i_52
1-705901284,Queued,2012-03-30 11:00:21,Magdalena,L23 3rd,start,i_53
1-705901284,Queued,2012-03-30 11:00:21,Magdalena,L23 3rd,complete,i_53
1-705901284,Accepted,2012-03-30 13:33:16,Fredrik,L23 3rd,start,i_54
1-705901284,Accepted,2012-03-30 13:33:16,Fredrik,L23 3rd,complete,i_54
1-705901284,Accepted,2012-03-30 13:33:29,Fredrik,L23 3rd,start,i_55
1-705901284,Accepted,2012-03-30 13:33:29,Fredrik,L23 3rd,complete,i_55
1-705901284,Accepted,2012-04-02 07:27:05,Pramod,L23 3rd,start,i_56
1-705901284,Accepted,2012-04-02 07:27:05,Pramod,L23 3rd,complete,i_56
1-705901284,Accepted,2012-04-02 07:27:13,Pramod,L23 3rd,start,i_57
1-705901284,Accepted,2012-04-02 07:27:13,Pramod,L23 3rd,complete,i_57
1-705901284,Queued,2012-04-03 11:51:00,Pramod,G97,start,i_58
1-705901284,Queued,2012-04-03 11:51:00,Pramod,G97,complete,i_58
1-705901284,Accepted,2012-04-04 04:23:27,Sudhakar Moses,G97,start,i_59
1-705901284,Accepted,2012-04-04 04:23:27,Sudhakar Moses,G97,complete,i_59
1-705901284,Accepted,2012-04-04 04:23:34,Sudhakar Moses,G97,start,i_60
1-705901284,Accepted,2012-04-04 04:23:34,Sudhakar Moses,G97,complete,i_60
1-705901284,Accepted,2012-04-05 05:20:22,Jisha,G97,start,i_61
1-705901284,Accepted,2012-04-05 05:20:22,Jisha,G97,complete,i_61
1-705901284,Accepted,2012-04-05 05:20:38,Jisha,G97,start,i_62
1-705901284,Accepted,2012-04-05 05:20:38,Jisha,G97,complete,i_62
1-705901284,Queued,2012-04-18 04:22:08,Jisha,S13 3rd,start,i_63
1-705901284,Queued,2012-04-18 04:22:08,Jisha,S13 3rd,complete,i_63
1-705901284,Queued,2012-04-18 04:22:09,Jisha,S13 3rd,start,i_64
1-705901284,Queued,2012-04-18 04:22:09,Jisha,S13 3rd,complete,i_64
1-705901284,Accepted,2012-04-18 10:21:54,Ganesh,S13 3rd,start,i_65
1-705901284,Accepted,2012-04-18 10:21:54,Ganesh,S13 3rd,complete,i_65
1-705901284,Queued,2012-04-18 10:27:09,Ganesh,G97,start,i_66
1-705901284,Queued,2012-04-18 10:27:09,Ganesh,G97,complete,i_66
1-705901284,Accepted,2012-04-19 09:06:30,Muthu,G97,start,i_67
1-705901284,Accepted,2012-04-19 09:06:30,Muthu,G97,complete,i_67
1-705901284,Accepted,2012-04-19 09:12:40,Muthu,G97,start,i_68
1-705901284,Accepted,2012-04-19 09:12:40,Muthu,G97,complete,i_68
1-705901284,Accepted,2012-04-30 12:55:04,Muthu,G97,start,i_69
1-705901284,Accepted,2012-04-30 12:55:04,Muthu,G97,complete,i_69
1-705901284,Accepted,2012-04-30 13:10:49,Muthu,G97,start,i_70
1-705901284,Accepted,2012-04-30 13:10:49,Muthu,G97,complete,i_70
1-705901284,Accepted,2012-05-03 08:55:49,Muthu,G97,start,i_71
1-705901284,Accepted,2012-05-03 08:55:49,Muthu,G97,complete,i_71
1-705901284,Queued,2012-05-03 08:56:26,Muthu,G40,start,i_72
1-705901284,Queued,2012-05-03 08:56:26,Muthu,G40,complete,i_72
1-705901284,Accepted,2012-05-03 09:31:38,Manikandan,G40,start,i_73
1-705901284,Accepted,2012-05-03 09:31:38,Manikandan,G40,complete,i_73
1-705901284,Queued,2012-05-03 10:41:20,Manikandan,G97,start,i_74
1-705901284,Queued,2012-05-03 10:41:20,Manikandan,G97,complete,i_74
1-705901284,Accepted,2012-05-03 11:01:04,Muthu,G97,start,i_75
1-705901284,Accepted,2012-05-03 11:01:04,Muthu,G97,complete,i_75
1-705901284,Accepted,2012-05-03 11:04:14,Muthu,G97,start,i_76
1-705901284,Accepted,2012-05-03 11:04:14,Muthu,G97,complete,i_76
1-705901284,Accepted,2012-05-07 06:47:38,Muthu,G97,start,i_77
1-705901284,Accepted,2012-05-07 06:47:38,Muthu,G97,complete,i_77
1-705901284,Accepted,2012-05-07 06:49:13,Muthu,G97,start,i_78
1-705901284,Accepted,2012-05-07 06:49:13,Muthu,G97,complete,i_78
1-705901284,Accepted,2012-05-08 07:26:03,Muthu,G97,start,i_79
1-705901284,Accepted,2012-05-08 07:26:03,Muthu,G97,complete,i_79
1-705901284,Accepted,2012-05-08 07:38:08,Muthu,G97,start,i_80
1-705901284,Accepted,2012-05-08 07:38:08,Muthu,G97,complete,i_80
1-705901284,Accepted,2012-05-08 11:56:39,Muthu,G97,start,i_81
1-705901284,Accepted,2012-05-08 11:56:39,Muthu,G97,complete,i_81
1-705901284,Completed,2012-05-08 12:02:11,Muthu,G97,start,i_82
1-705901284,Completed,2012-05-08 12:02:11,Muthu,G97,complete,i_82
1-705901284,Completed,2012-05-15 23:22:16,Siebel,G97,start,i_83
1-705901284,Completed,2012-05-15 23:22:16,Siebel,G97,complete,i_83
1-705937016,Accepted,2012-03-30 11:36:01,Shylaja,G96,start,i_84
1-705937016,Accepted,2012-03-30 11:36:01,Shylaja,G96,complete,i_84
1-705937016,Accepted,2012-03-30 11:59:36,Shylaja,G96,start,i_85
1-705937016,Accepted,2012-03-30 11:59:36,Shylaja,G96,complete,i_85
1-705937016,Accepted,2012-03-30 12:03:46,Shylaja,G96,start,i_86
1-705937016,Accepted,2012-03-30 12:03:46,Shylaja,G96,complete,i_86
1-705937016,Accepted,2012-05-01 03:56:33,Shylaja,G96,start,i_87
1-705937016,Accepted,2012-05-01 03:56:33,Shylaja,G96,complete,i_87
1-705937016,Accepted,2012-05-01 03:59:14,Shylaja,G96,start,i_88
1-705937016,Accepted,2012-05-01 03:59:14,Shylaja,G96,complete,i_88
1-705937016,Accepted,2012-05-07 08:30:24,Muthu,G96,start,i_89
1-705937016,Accepted,2012-05-07 08:30:24,Muthu,G96,complete,i_89
1-705937016,Accepted,2012-05-07 08:32:12,Muthu,G96,start,i_90
1-705937016,Accepted,2012-05-07 08:32:12,Muthu,G96,complete,i_90
1-705937016,Accepted,2012-05-07 08:41:58,Muthu,G96,start,i_91
1-705937016,Accepted,2012-05-07 08:41:58,Muthu,G96,complete,i_91
1-705937016,Completed,2012-05-07 08:57:26,Muthu,G96,start,i_92
1-705937016,Completed,2012-05-07 08:57:26,Muthu,G96,complete,i_92
1-705937016,Completed,2012-05-07 08:58:38,Muthu,G96,start,i_93
1-705937016,Completed,2012-05-07 08:58:38,Muthu,G96,complete,i_93
1-706844801,Accepted,2012-04-02 07:27:09,Niklas,G76,start,i_94
1-706844801,Accepted,2012-04-02 07:27:09,Niklas,G76,complete,i_94
1-706844801,Accepted,2012-04-02 07:27:28,Niklas,G76,start,i_95
1-706844801,Accepted,2012-04-02 07:27:28,Niklas,G76,complete,i_95
1-706844801,Queued,2012-04-02 07:39:06,Niklas,W11 2nd,start,i_96
1-706844801,Queued,2012-04-02 07:39:06,Niklas,W11 2nd,complete,i_96
1-706844801,Accepted,2012-05-14 09:02:28,Franck,W11 2nd,start,i_97
1-706844801,Accepted,2012-05-14 09:02:28,Franck,W11 2nd,complete,i_97
1-706844801,Completed,2012-05-14 09:07:17,Franck,W11 2nd,start,i_98
1-706844801,Completed,2012-05-14 09:07:17,Franck,W11 2nd,complete,i_98
1-706844801,Completed,2012-05-21 23:24:51,Siebel,W11 2nd,start,i_99
1-706844801,Completed,2012-05-21 23:24:51,Siebel,W11 2nd,complete,i_99
1-715404545,Accepted,2012-04-10 07:21:41,Kelly,G96,start,i_100
1-715404545,Accepted,2012-04-10 07:21:41,Kelly,G96,complete,i_100
1-715404545,Accepted,2012-04-10 07:34:16,Kelly,G96,start,i_101
1-715404545,Accepted,2012-04-10 07:34:16,Kelly,G96,complete,i_101
1-715404545,Queued,2012-04-10 07:36:16,Kelly,G96,start,i_102
1-715404545,Queued,2012-04-10 07:36:16,Kelly,G96,complete,i_102
1-715404545,Queued,2012-04-10 07:36:17,Kelly,S55,start,i_103
1-715404545,Queued,2012-04-10 07:36:17,Kelly,S55,complete,i_103
1-715404545,Accepted,2012-04-10 07:38:37,Joyce,S55,start,i_104
1-715404545,Accepted,2012-04-10 07:38:37,Joyce,S55,complete,i_104
1-715404545,Accepted,2012-04-10 07:38:57,Joyce,S55,start,i_105
1-715404545,Accepted,2012-04-10 07:38:57,Joyce,S55,complete,i_105
1-715404545,Accepted,2012-04-10 07:45:18,Neo,S55,start,i_106
1-715404545,Accepted,2012-04-10 07:45:18,Neo,S55,complete,i_106
1-715404545,Accepted,2012-04-10 08:03:51,Neo,S55,start,i_107
1-715404545,Accepted,2012-04-10 08:03:51,Neo,S55,complete,i_107
1-715404545,Accepted,2012-05-04 08:49:23,Neo,S55,start,i_108
1-715404545,Accepted,2012-05-04 08:49:23,Neo,S55,complete,i_108
1-715404545,Accepted,2012-05-04 08:53:54,Kimi,S55,start,i_109
1-715404545,Accepted,2012-05-04 08:53:54,Kimi,S55,complete,i_109
1-715404545,Completed,2012-05-04 08:55:12,Kimi,S55,start,i_110
1-715404545,Completed,2012-05-04 08:55:12,Kimi,S55,complete,i_110
1-715404545,Completed,2012-05-11 23:20:31,Siebel,S55,start,i_111
1-715404545,Completed,2012-05-11 23:20:31,Siebel,S55,complete,i_111
1-716234358,Accepted,2012-04-11 09:28:12,Abby,D1,start,i_112
1-716234358,Accepted,2012-04-11 09:28:12,Abby,D1,complete,i_112
1-716234358,Accepted,2012-04-11 09:29:23,Abby,D1,start,i_113
1-716234358,Accepted,2012-04-11 09:29:23,Abby,D1,complete,i_113
1-716234358,Queued,2012-04-11 09:31:39,Abby,V37 2nd,start,i_114
1-716234358,Queued,2012-04-11 09:31:39,Abby,V37 2nd,complete,i_114
1-716234358,Accepted,2012-04-11 09:49:50,Danny,V37 2nd,start,i_115
1-716234358,Accepted,2012-04-11 09:49:50,Danny,V37 2nd,complete,i_115
1-716234358,Queued,2012-04-11 10:21:08,Danny,D1,start,i_116
1-716234358,Queued,2012-04-11 10:21:08,Danny,D1,complete,i_116
1-716234358,Accepted,2012-04-12 02:24:45,Abby,D1,start,i_117
1-716234358,Accepted,2012-04-12 02:24:45,Abby,D1,complete,i_117
1-716234358,Accepted,2012-04-12 02:24:55,Abby,D1,start,i_118
1-716234358,Accepted,2012-04-12 02:24:55,Abby,D1,complete,i_118
1-716234358,Accepted,2012-04-12 10:46:07,Siebel,D1,start,i_119
1-716234358,Accepted,2012-04-12 10:46:07,Siebel,D1,complete,i_119
1-716234358,Completed,2012-05-01 06:57:21,Abby,D1,start,i_120
1-716234358,Completed,2012-05-01 06:57:21,Abby,D1,complete,i_120
1-716234358,Completed,2012-05-01 23:17:37,Siebel,D1,start,i_121
1-716234358,Completed,2012-05-01 23:17:37,Siebel,D1,complete,i_121
1-722242703,Accepted,2012-04-18 11:24:31,Pawel,D8,start,i_122
1-722242703,Accepted,2012-04-18 11:24:31,Pawel,D8,complete,i_122
1-722242703,Accepted,2012-04-18 11:27:38,Pawel,D8,start,i_123
1-722242703,Accepted,2012-04-18 11:27:38,Pawel,D8,complete,i_123
1-722242703,Accepted,2012-04-18 11:54:37,Pawel,D8,start,i_124
1-722242703,Accepted,2012-04-18 11:54:37,Pawel,D8,complete,i_124
1-722242703,Accepted,2012-04-21 11:36:07,Siebel,D8,start,i_125
1-722242703,Accepted,2012-04-21 11:36:07,Siebel,D8,complete,i_125
1-722242703,Queued,2012-05-14 10:17:56,Pawel,D9,start,i_126
1-722242703,Queued,2012-05-14 10:17:56,Pawel,D9,complete,i_126
1-722242703,Accepted,2012-05-14 10:17:58,Pawel,D9,start,i_127
1-722242703,Accepted,2012-05-14 10:17:58,Pawel,D9,complete,i_127
1-722242703,Completed,2012-05-14 10:18:26,Pawel,D9,start,i_128
1-722242703,Completed,2012-05-14 10:18:26,Pawel,D9,complete,i_128
1-722242703,Completed,2012-05-14 10:18:38,Pawel,D9,start,i_129
1-722242703,Completed,2012-05-14 10:18:38,Pawel,D9,complete,i_129
1-722386268,Accepted,2012-04-19 06:40:58,Andreas,M23,start,i_130
1-722386268,Accepted,2012-04-19 06:40:58,Andreas,M23,complete,i_130
1-722386268,Accepted,2012-04-19 06:41:31,Andreas,M23,start,i_131
1-722386268,Accepted,2012-04-19 06:41:31,Andreas,M23,complete,i_131
1-722386268,Accepted,2012-04-19 06:42:34,Andreas,M23,start,i_132
1-722386268,Accepted,2012-04-19 06:42:34,Andreas,M23,complete,i_132
1-722386268,Accepted,2012-05-02 11:31:25,Andreas,M23,start,i_133
1-722386268,Accepted,2012-05-02 11:31:25,Andreas,M23,complete,i_133
1-722386268,Completed,2012-05-03 08:00:04,Andreas,M23,start,i_134
1-722386268,Completed,2012-05-03 08:00:04,Andreas,M23,complete,i_134
1-722386268,Completed,2012-05-10 23:24:26,Siebel,M23,start,i_135
1-722386268,Completed,2012-05-10 23:24:26,Siebel,M23,complete,i_135
1-726712611,Accepted,2012-04-19 10:40:21,Andrés,S36,start,i_136
1-726712611,Accepted,2012-04-19 10:40:21,Andrés,S36,complete,i_136
1-726712611,Accepted,2012-04-19 10:40:38,Andrés,S36,start,i_137
1-726712611,Accepted,2012-04-19 10:40:38,Andrés,S36,complete,i_137
1-726712611,Queued,2012-04-19 10:45:06,Andrés,R3 2nd,start,i_138
1-726712611,Queued,2012-04-19 10:45:06,Andrés,R3 2nd,complete,i_138
1-726712611,Accepted,2012-04-19 11:27:40,Tina,R3 2nd,start,i_139
1-726712611,Accepted,2012-04-19 11:27:40,Tina,R3 2nd,complete,i_139
1-726712611,Queued,2012-04-19 11:34:11,Tina,M17,start,i_140
1-726712611,Queued,2012-04-19 11:34:11,Tina,M17,complete,i_140
1-726712611,Accepted,2012-04-24 14:50:07,Andreas,M17,start,i_141
1-726712611,Accepted,2012-04-24 14:50:07,Andreas,M17,complete,i_141
1-726712611,Queued,2012-04-30 10:13:51,Andreas,M17,start,i_142
1-726712611,Queued,2012-04-30 10:13:51,Andreas,M17,complete,i_142
1-726712611,Accepted,2012-04-30 10:21:49,Kave,M17,start,i_143
1-726712611,Accepted,2012-04-30 10:21:49,Kave,M17,complete,i_143
1-726712611,Accepted,2012-05-02 15:12:39,Kave,M17,start,i_144
1-726712611,Accepted,2012-05-02 15:12:39,Kave,M17,complete,i_144
1-726712611,Completed,2012-05-04 09:21:14,Kave,M17,start,i_145
1-726712611,Completed,2012-05-04 09:21:14,Kave,M17,complete,i_145
1-726712611,Completed,2012-05-04 23:16:35,Siebel,M17,start,i_146
1-726712611,Completed,2012-05-04 23:16:35,Siebel,M17,complete,i_146
1-726844205,Accepted,2012-04-19 12:26:21,Joel,S42,start,i_147
1-726844205,Accepted,2012-04-19 12:26:21,Joel,S42,complete,i_147
1-726844205,Accepted,2012-04-19 12:28:35,Joel,S42,start,i_148
1-726844205,Accepted,2012-04-19 12:28:35,Joel,S42,complete,i_148
1-726844205,Queued,2012-04-19 12:38:45,Joel,G146 2nd,start,i_149
1-726844205,Queued,2012-04-19 12:38:45,Joel,G146 2nd,complete,i_149
1-726844205,Accepted,2012-04-19 13:06:45,Tina,G146 2nd,start,i_150
1-726844205,Accepted,2012-04-19 13:06:45,Tina,G146 2nd,complete,i_150
1-726844205,Accepted,2012-04-19 13:20:09,Tina,G146 2nd,start,i_151
1-726844205,Accepted,2012-04-19 13:20:09,Tina,G146 2nd,complete,i_151
1-726844205,Completed,2012-05-02 07:08:08,Tina,G146 2nd,start,i_152
1-726844205,Completed,2012-05-02 07:08:08,Tina,G146 2nd,complete,i_152
1-726844205,Completed,2012-05-09 23:18:52,Siebel,G146 2nd,start,i_153
1-726844205,Completed,2012-05-09 23:18:52,Siebel,G146 2nd,complete,i_153
1-728480859,Accepted,2012-04-20 11:30:58,Frank,S37,start,i_154
1-728480859,Accepted,2012-04-20 11:30:58,Frank,S37,complete,i_154
1-728480859,Accepted,2012-04-20 11:32:58,Frank,S37,start,i_155
1-728480859,Accepted,2012-04-20 11:32:58,Frank,S37,complete,i_155
1-728480859,Queued,2012-04-20 11:34:16,Frank,S41,start,i_156
1-728480859,Queued,2012-04-20 11:34:16,Frank,S41,complete,i_156
1-728480859,Accepted,2012-04-20 11:38:20,Lars-Erik,S41,start,i_157
1-728480859,Accepted,2012-04-20 11:38:20,Lars-Erik,S41,complete,i_157
1-728480859,Accepted,2012-04-20 12:17:01,Lars-Erik,S41,start,i_158
1-728480859,Accepted,2012-04-20 12:17:01,Lars-Erik,S41,complete,i_158
1-728480859,Completed,2012-05-02 07:30:07,Lars-Erik,S41,start,i_159
1-728480859,Completed,2012-05-02 07:30:07,Lars-Erik,S41,complete,i_159
1-728480859,Completed,2012-05-02 23:17:25,Siebel,S41,start,i_160
1-728480859,Completed,2012-05-02 23:17:25,Siebel,S41,complete,i_160
1-729463781,Queued,2012-05-03 05:41:25,Staffan,S56,start,i_161
1-729463781,Queued,2012-05-03 05:41:25,Staffan,S56,complete,i_161
1-729463781,Accepted,2012-05-03 06:02:27,Fredrik,S56,start,i_162
1-729463781,Accepted,2012-05-03 06:02:27,Fredrik,S56,complete,i_162
1-729463781,Completed,2012-05-03 06:10:09,Fredrik,S56,start,i_163
1-729463781,Completed,2012-05-03 06:10:09,Fredrik,S56,complete,i_163
1-729463781,Completed,2012-05-10 23:19:40,Siebel,S56,start,i_164
1-729463781,Completed,2012-05-10 23:19:40,Siebel,S56,complete,i_164
1-729802236,Accepted,2012-04-23 13:47:56,Vandana,G96,start,i_165
1-729802236,Accepted,2012-04-23 13:47:56,Vandana,G96,complete,i_165
1-729802236,Accepted,2012-04-23 13:51:01,Vandana,G96,start,i_166
1-729802236,Accepted,2012-04-23 13:51:01,Vandana,G96,complete,i_166
1-729802236,Accepted,2012-04-23 14:06:50,Vandana,G96,start,i_167
1-729802236,Accepted,2012-04-23 14:06:50,Vandana,G96,complete,i_167
1-729802236,Accepted,2012-04-24 08:51:10,Joanna,G96,start,i_168
1-729802236,Accepted,2012-04-24 08:51:10,Joanna,G96,complete,i_168
1-729802236,Accepted,2012-04-24 09:17:51,Joanna,G96,start,i_169
1-729802236,Accepted,2012-04-24 09:17:51,Joanna,G96,complete,i_169
1-729802236,Queued,2012-04-24 09:18:04,Joanna,G97,start,i_170
1-729802236,Queued,2012-04-24 09:18:04,Joanna,G97,complete,i_170
1-729802236,Accepted,2012-04-27 12:20:08,Marika,G97,start,i_171
1-729802236,Accepted,2012-04-27 12:20:08,Marika,G97,complete,i_171
1-729802236,Accepted,2012-04-27 12:20:17,Marika,G97,start,i_172
1-729802236,Accepted,2012-04-27 12:20:17,Marika,G97,complete,i_172
1-729802236,Accepted,2012-04-27 13:12:48,Tomasz,G97,start,i_173
1-729802236,Accepted,2012-04-27 13:12:48,Tomasz,G97,complete,i_173
1-729802236,Accepted,2012-04-27 13:24:47,Tomasz,G97,start,i_174
1-729802236,Accepted,2012-04-27 13:24:47,Tomasz,G97,complete,i_174
1-729802236,Completed,2012-05-02 13:29:42,Tomasz,G97,start,i_175
1-729802236,Completed,2012-05-02 13:29:42,Tomasz,G97,complete,i_175
1-729802236,Completed,2012-05-09 23:18:28,Siebel,G97,start,i_176
1-729802236,Completed,2012-05-09 23:18:28,Siebel,G97,complete,i_176
