dimension,granularity,indicator_name,result,status
cost,groups,expected_rework_percentage,0.669,Success
cost,groups,expected_total_cost,132.667,Success
cost,groups,expected_total_cost_and_lead_time_ratio,6448.97,Success
cost,groups,expected_total_cost_and_outcome_unit_ratio,0.463,Success
cost,groups,expected_total_cost_and_service_time_ratio,,Division error: cannot divide 136.0 by 0.0.
cost,groups,expected_transportation_cost,61.333,Success
cost,groups,expected_variable_cost,69.333,Success
cost,groups,expected_warehousing_cost,19.667,Success
cost,groups,fixed_cost,190.0,Success
cost,groups,human_resource_and_case_count_ratio,3.0,Success
cost,groups,human_resource_count,9,Success
cost,groups,inventory_cost,117.0,Success
cost,groups,labor_cost,91.0,Success
cost,groups,labor_cost_and_total_cost_ratio,0.229,Success
cost,groups,maintenance_cost,88.0,Success
cost,groups,missed_deadline_cost,99.0,Success
cost,groups,overhead_cost,65.0,Success
cost,groups,resource_count,2,Success
cost,groups,rework_cost,264.0,Success
cost,groups,rework_count,33,Success
cost,groups,rework_percentage,0.733,Success
cost,groups,total_cost,398.0,Success
cost,groups,total_cost_and_lead_time_ratio,6045.57,Success
cost,groups,total_cost_and_outcome_unit_ratio,0.463,Success
cost,groups,total_cost_and_service_time_ratio,,Division error: cannot divide 398.0 by 0.0.
cost,groups,transportation_cost,184.0,Success
cost,groups,variable_cost,208.0,Success
cost,groups,warehousing_cost,59.0,Success
cost,instances,fixed_cost_for_single_events_of_activity_instances,0.0,Success
cost,instances,fixed_cost_for_sum_of_all_events_of_activity_instances,0.0,Success
cost,instances,inventory_cost_for_single_events_of_activity_instances,6.0,Success
cost,instances,inventory_cost_for_sum_of_all_events_of_activity_instances,12.0,Success
cost,instances,labor_cost_and_total_cost_ratio,0.538,Success
cost,instances,labor_cost_for_single_events_of_activity_instances,7.0,Success
cost,instances,labor_cost_for_sum_of_all_events_of_activity_instances,14.0,Success
cost,instances,total_cost_and_lead_time_ratio,,Division error: cannot divide 13.0 by 0.0.
cost,instances,total_cost_and_outcome_unit_ratio,0.325,Success
cost,instances,total_cost_and_service_time_ratio,,Division error: cannot divide 13.0 by 0.0.
cost,instances,total_cost_for_single_events_of_activity_instances,13.0,Success
cost,instances,total_cost_for_sum_of_all_events_of_activity_instances,26.0,Success
cost,instances,variable_cost_for_single_events_of_activity_instances,13.0,Success
cost,instances,variable_cost_for_sum_of_all_events_of_activity_instances,26.0,Success
flexibility,activities,activity_instance_and_human_resource_count_ratio,39.667,Success
flexibility,activities,client_count,6,Success
flexibility,activities,directly_follows_relations_count,4,Success
flexibility,activities,human_resource_count,3,Success
flexibility,cases,activity_and_role_count_ratio,2.0,Success
flexibility,cases,activity_instance_and_human_resource_count_ratio,6.333,Success
flexibility,cases,directly_follows_relations_and_activity_count_ratio,2.5,Success
flexibility,cases,directly_follows_relations_count,10,Success
flexibility,cases,human_resource_count,3,Success
flexibility,cases,optional_activity_count,4,Success
flexibility,cases,optionality,1.0,Success
flexibility,cases,role_count,2,Success
flexibility,cases,variant_case_coverage,0.05,Success
flexibility,groups,activity_and_role_count_ratio,2.0,Success
flexibility,groups,activity_instance_and_human_resource_count_ratio,5.0,Success
flexibility,groups,client_count,1,Success
flexibility,groups,directly_follows_relations_and_activity_count_ratio,0.917,Success
flexibility,groups,directly_follows_relations_count,11,Success
flexibility,groups,expected_activity_and_role_count_ratio,2.0,Success
flexibility,groups,expected_activity_instance_and_human_resource_count_ratio,5.0,Success
flexibility,groups,expected_client_count,0.333,Success
flexibility,groups,expected_directly_follows_relations_and_activity_count_ratio,2.083,Success
flexibility,groups,expected_directly_follows_relations_count,8.333,Success
flexibility,groups,expected_human_resource_count,3.0,Success
flexibility,groups,expected_optional_activity_count,4.0,Success
flexibility,groups,expected_optionality,1.0,Success
flexibility,groups,expected_role_count,2.0,Success
flexibility,groups,human_resource_count,9,Success
flexibility,groups,optional_activity_count,4,Success
flexibility,groups,optionality,0.333,Success
flexibility,groups,role_and_variant_count_ratio,1.2,Success
flexibility,groups,role_count,6,Success
flexibility,groups,variant_case_coverage,0.15,Success
flexibility,groups,variant_count,5,Success
general,activities,activity_instance_count,119,Success
general,activities,human_resource_count,3,Success
general,activities,resource_count,2,Success
general,cases,activity_count,4,Success
general,cases,activity_instance_count,19,Success
general,cases,human_resource_count,3,Success
general,cases,resource_count,2,Success
general,cases,role_count,2,Success
general,groups,activity_count,12,Success
general,groups,activity_instance_count,45,Success
general,groups,case_count,3,Success
general,groups,expected_activity_count,4.0,Success
general,groups,expected_activity_instance_count,15.0,Success
general,groups,expected_human_resource_count,3.0,Success
general,groups,expected_resource_count,2.0,Success
general,groups,expected_role_count,2.0,Success
general,groups,human_resource_count,9,Success
general,groups,resource_count,6,Success
general,groups,role_count,6,Success
quality,activities,activity_instance_count_by_human_resource,41,Success
quality,activities,client_count_and_total_cost_ratio,0.006,Success
quality,activities,human_resource_count,3,Success
quality,activities,outcome_unit_count,2846.0,Success
quality,activities,rework_count,100,Success
quality,activities,rework_count_by_value,100,Success
quality,activities,rework_percentage,0.84,Success
quality,activities,rework_percentage_by_value,0.84,Success
quality,activities,rework_time,0 days 00:10:02,Success
quality,activities,successful_outcome_unit_count,2527.0,Success
quality,activities,successful_outcome_unit_percentage,0.888,Success
quality,activities,total_cost_and_client_count_ratio,163.333,Success
quality,cases,activity_instance_count_by_human_resource,7,Success
quality,cases,activity_instance_count_by_role,7,Success
quality,cases,automated_activity_count,2,Success
quality,cases,automated_activity_instance_count,13,Success
quality,cases,desired_activity_count,2,Success
quality,cases,human_resource_count,3,Success
quality,cases,non_automated_activity_count,2,Success
quality,cases,non_automated_activity_instance_count,6,Success
quality,cases,outcome_unit_count,443.0,Success
quality,cases,overall_quality,5.0,Success
quality,cases,repeatability,0.789,Success
quality,cases,rework_count,15,Success
quality,cases,rework_count_by_value,15,Success
quality,cases,rework_of_activities_subset,14,Success
quality,cases,rework_percentage,0.789,Success
quality,cases,rework_percentage_by_value,0.789,Success
quality,cases,rework_time,0 days 00:01:30,Success
quality,cases,successful_outcome_unit_count,295.0,Success
quality,cases,successful_outcome_unit_percentage,0.666,Success
quality,cases,unwanted_activity_count,1,Success
quality,cases,unwanted_activity_instance_count,2,Success
quality,cases,unwanted_activity_instance_percentage,0.105,Success
quality,cases,unwanted_activity_percentage,0.25,Success
quality,groups,activity_instance_count_by_human_resource,15,Success
quality,groups,activity_instance_count_by_role,15,Success
quality,groups,automated_activity_count,2,Success
quality,groups,automated_activity_instance_count,30,Success
quality,groups,case_and_client_count_ratio,3.0,Success
quality,groups,case_count_where_activity_after_time_frame,0,Success
quality,groups,case_count_where_activity_before_time_frame,0,Success
quality,groups,case_count_where_activity_during_time_frame,3,Success
quality,groups,case_count_where_end_activity_is_a,2,Success
quality,groups,case_count_where_start_activity_is_a,2,Success
quality,groups,case_count_with_rework,3,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_during_time_frame,1.0,Success
quality,groups,case_percentage_where_end_activity_is_a,0.667,Success
quality,groups,case_percentage_where_start_activity_is_a,0.667,Success
quality,groups,case_percentage_with_missed_deadline,1,Success
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,0.003,Success
quality,groups,desired_activity_count,2,Success
quality,groups,expected_activity_instance_count_by_human_resource,5.0,Success
quality,groups,expected_activity_instance_count_by_role,5.0,Success
quality,groups,expected_automated_activity_count,2.0,Success
quality,groups,expected_automated_activity_instance_count,10.0,Success
quality,groups,expected_client_count_and_total_cost_ratio,0.003,Success
quality,groups,expected_desired_activity_count,0.133,Success
quality,groups,expected_human_resource_count,0.2,Success
quality,groups,expected_non_automated_activity_count,0.133,Success
quality,groups,expected_non_automated_activity_instance_count,5.0,Success
quality,groups,expected_outcome_unit_count,286.667,Success
quality,groups,expected_overall_quality,4.667,Success
quality,groups,expected_repeatability,0.733,Success
quality,groups,expected_rework_count,11.0,Success
quality,groups,expected_rework_count_by_value,11.0,Success
quality,groups,expected_rework_of_activities_subset,10.333,Success
quality,groups,expected_rework_percentage,0.669,Success
quality,groups,expected_rework_percentage_by_value,0.669,Success
quality,groups,expected_rework_time,0 days 00:00:59.666666666,Success
quality,groups,expected_successful_outcome_unit_count,198.0,Success
quality,groups,expected_successful_outcome_unit_percentage,0.684,Success
quality,groups,expected_total_cost_and_client_count_ratio,0.003,Success
quality,groups,expected_unwanted_activity_count,3,Success
quality,groups,expected_unwanted_activity_instance_count,1.667,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.118,Success
quality,groups,expected_unwanted_activity_percentage,0.25,Success
quality,groups,human_resource_count,3,Success
quality,groups,non_automated_activity_count,2,Success
quality,groups,non_automated_activity_instance_count,15,Success
quality,groups,outcome_unit_count,860.0,Success
quality,groups,repeatability,0.733,Success
quality,groups,rework_count,33,Success
quality,groups,rework_count_by_value,33,Success
quality,groups,rework_of_activities_subset,31,Success
quality,groups,rework_percentage,0.733,Success
quality,groups,rework_percentage_by_value,0.733,Success
quality,groups,rework_time,0 days 00:02:59,Success
quality,groups,successful_outcome_unit_count,594.0,Success
quality,groups,successful_outcome_unit_percentage,0.691,Success
quality,groups,total_cost_and_client_count_ratio,0.003,Success
quality,groups,unwanted_activity_count,1,Success
quality,groups,unwanted_activity_instance_count,5,Success
quality,groups,unwanted_activity_instance_percentage,0.111,Success
quality,groups,unwanted_activity_percentage,0.083,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,40.0,Success
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,80.0,Success
quality,instances,successful_outcome_unit_count,25.0,Success
quality,instances,successful_outcome_unit_percentage,0.625,Success
time,activities,lead_time,0 days 00:10:49,Success
time,activities,service_and_lead_time_ratio,0.0,Success
time,activities,service_time,0 days 00:00:00,Success
time,activities,waiting_time,0 days 00:10:49,Success
time,cases,active_time,0 days 00:00:00,Success
time,cases,activity_count,4,Success
time,cases,activity_instance_count,19,Success
time,cases,automated_activity_count,2,Success
time,cases,automated_activity_instance_count,13,Success
time,cases,automated_activity_service_time,0 days 00:00:00,Success
time,cases,handover_count,14.0,Success
time,cases,idle_time,0 days 00:01:43,Success
time,cases,lead_time,0 days 00:01:43,Success
time,cases,lead_time_deviation_from_deadline,-1 days +23:58:47,Success
time,cases,lead_time_deviation_from_expectation,0 days 00:00:43,Success
time,cases,lead_time_from_activity_a,0 days 00:01:43,Success
time,cases,lead_time_from_activity_a_to_b,0 days 00:00:14,Success
time,cases,lead_time_to_activity_a,0 days 00:00:00,Success
time,cases,service_and_lead_time_ratio,0.0,Success
time,cases,service_time,0 days 00:00:00,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,cases,waiting_time,0 days 00:01:52,Success
time,cases,waiting_time_from_activity_a_to_b,0 days 00:00:10,Success
time,groups,activity_count,4,Success
time,groups,activity_instance_count,45,Success
time,groups,automated_activity_count,2,Success
time,groups,automated_activity_instance_count,30,Success
time,groups,automated_activity_service_time,0 days 00:00:00,Success
time,groups,case_count_lead_time_ratio,45.57,Success
time,groups,case_count_where_lead_time_over_value,0,Success
time,groups,case_percentage_where_lead_time_over_value,0.0,Success
time,groups,case_percentage_with_missed_deadline,0.333,Success
time,groups,expected_active_time,0 days 00:00:00,Success
time,groups,expected_activity_count,4.0,Success
time,groups,expected_activity_instance_count,15.0,Success
time,groups,expected_automated_activity_count,2.0,Success
time,groups,expected_automated_activity_instance_count,10.0,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:00,Success
time,groups,expected_handover_count,10.833,Success
time,groups,expected_idle_time,0 days 00:01:15,Success
time,groups,expected_lead_time,0 days 00:01:15,Success
time,groups,expected_lead_time_deviation_from_deadline,-1 days +23:59:15,Success
time,groups,expected_lead_time_deviation_from_expectation,0 days 00:00:28.980000,Success
time,groups,expected_lead_time_from_activity_a,0 days 00:01:09.333333333,Success
time,groups,expected_lead_time_from_activity_a_to_b,0 days 00:00:19,Success
time,groups,expected_lead_time_to_activity_a,0 days 00:00:05.666666666,Success
time,groups,expected_service_and_lead_time_ratio,0.0,Success
time,groups,expected_service_time,0 days 00:00:00,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,groups,expected_waiting_time,0 days 00:01:20.333333333,Success
time,groups,expected_waiting_time_from_activity_a_to_b,0 days 00:00:13.500000,Success
time,groups,lead_time,0 days 00:03:57,Success
time,groups,lead_time_and_case_count_ratio,0 days 00:01:19.199999999,Success
time,groups,service_and_lead_time_ratio,0.0,Success
time,groups,service_time,0 days 00:00:00,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,instances,lead_time,0 days 00:00:00,Success
time,instances,service_and_lead_time_ratio,,Division error: cannot divide 0 days 00:00:00 by 0 days 00:00:00.
time,instances,service_time,0 days 00:00:00,Success
time,instances,waiting_time,0 days 00:00:00,Success
