RULE,USER_ID,HIT_DATE,USER_LEVEL,USER_LEVEL_BADRATE,USER_TARGET
授信通过,ID20261115003665,2026/11/1,2,10.00%,0
百度欺诈分>=90,ID20261118002100,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261117002720,2026/10/1,1,20.00%,1
授信通过,ID20261117003848,2026/10/1,1,20.00%,1
百度欺诈分>=90,ID20261118007187,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261118007187,2026/10/1,1,20.00%,1
授信通过,ID20261115003728,2026/11/1,2,10.00%,0
授信通过,ID20261118005779,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261118005279,2026/10/1,1,20.00%,1
授信通过,ID20261118008130,2026/10/1,1,20.00%,1
授信通过,ID20261118007562,2026/10/1,1,20.00%,1
授信通过,ID20261118003000,2026/10/1,1,20.00%,1
授信通过,ID20261118006445,2026/10/1,1,20.00%,1
授信通过,ID20261115003958,2026/10/1,1,20.00%,1
授信通过,ID20261115004087,2026/10/1,1,20.00%,1
授信通过,ID20261118003797,2026/10/1,1,20.00%,1
授信通过,ID20261118003883,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261117004955,2026/10/1,1,20.00%,1
授信通过,ID20261115008050,2026/10/1,1,20.00%,1
授信通过,ID20261117005520,2026/10/1,1,20.00%,1
授信通过,ID20261117007846,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261117007597,2026/10/1,1,20.00%,1
授信通过,ID20261117007581,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261117007688,2026/10/1,1,20.00%,1
授信通过,ID20261117007741,2026/10/1,1,20.00%,1
授信通过,ID20261115004215,2026/10/1,1,20.00%,1
授信通过,ID20261123000195,2026/12/1,1,20.00%,1
授信通过,ID20261117006096,2026/10/1,1,20.00%,1
授信通过,ID20261123000194,2026/12/1,1,20.00%,1
授信通过,ID20261124009637,2026/12/1,1,20.00%,1
授信通过,ID20261124004834,2026/12/1,1,20.00%,1
授信通过,ID20261123000215,2026/12/1,1,20.00%,1
授信通过,ID20261121012239,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261121011877,2026/10/1,1,20.00%,1
百度欺诈分>=90,ID20261122004217,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261124000679,2026/12/1,1,20.00%,1
授信通过,ID20261123002047,2026/12/1,1,20.00%,1
授信通过,ID20261123002102,2026/12/1,1,20.00%,1
授信通过,ID20261124011586,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261123002421,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261123003928,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261124004494,2026/12/1,1,20.00%,1
授信通过,ID20261121003212,2026/10/1,1,20.00%,1
授信通过,ID20261122002912,2026/12/1,1,20.00%,1
授信通过,ID20261123007355,2026/12/1,1,20.00%,1
授信通过,ID20261123009394,2026/12/1,1,20.00%,1
授信通过,ID20261123002246,2026/12/1,1,20.00%,1
授信通过,ID20261123000209,2026/12/1,1,20.00%,1
授信通过,ID20261124007305,2026/12/1,1,20.00%,1
授信通过,ID20261124001600,2026/12/1,1,20.00%,1
授信通过,ID20261124004043,2026/12/1,1,20.00%,1
授信通过,ID20261124005812,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261123000225,2026/12/1,1,20.00%,1
授信通过,ID20261122004189,2026/12/1,1,20.00%,1
授信通过,ID20261124002737,2026/12/1,1,20.00%,1
授信通过,ID20261123000058,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261122004097,2026/12/1,1,20.00%,1
授信通过,ID20261123007896,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261124008001,2026/12/1,1,20.00%,1
授信通过,ID20261121004509,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261123009118,2026/12/1,1,20.00%,1
授信通过,ID20261121003886,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261123000485,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261124003370,2026/12/1,1,20.00%,1
授信通过,ID20261123008363,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261121001883,2026/10/1,1,20.00%,1
授信通过,ID20261124001363,2026/12/1,1,20.00%,1
授信通过,ID20261123010527,2026/12/1,1,20.00%,1
授信通过,ID20261122010506,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261122010185,2026/12/1,1,20.00%,1
授信通过,ID20261121007642,2026/10/1,1,20.00%,1
授信通过,ID20261122005724,2026/12/1,1,20.00%,1
授信通过,ID20261122010080,2026/12/1,1,20.00%,1
授信通过,ID20261122007156,2026/12/1,1,20.00%,1
授信通过,ID20261124001509,2026/12/1,1,20.00%,1
授信通过,ID20261124004373,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261121002787,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261121006622,2026/10/1,1,20.00%,1
授信通过,ID20261122003237,2026/12/1,1,20.00%,1
授信通过,ID20261115003744,2026/11/1,1,20.00%,0
授信通过,ID20261123007297,2026/12/1,1,20.00%,1
授信通过,ID20261125011069,2026/12/1,1,20.00%,1
授信通过,ID20261125011238,2026/12/1,1,20.00%,1
授信通过,ID20261125005159,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261125010152,2026/12/1,1,20.00%,1
授信通过,ID20261125005787,2026/12/1,1,20.00%,1
授信通过,ID20261125011177,2026/12/1,1,20.00%,1
授信通过,ID20261125003142,2026/12/1,1,20.00%,1
授信通过,ID20261125000933,2026/12/1,1,20.00%,1
授信通过,ID20261125000448,2026/12/1,1,20.00%,1
授信通过,ID20261125010709,2026/12/1,1,20.00%,1
授信通过,ID20261125009938,2026/12/1,1,20.00%,1
授信通过,ID20261125003651,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261125000565,2026/12/1,1,20.00%,1
授信通过,ID20261125010006,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261125005642,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261125008532,2026/12/1,1,20.00%,1
授信通过,ID20261115003810,2026/11/1,2,10.00%,0
授信通过,ID20261128008348,2026/12/1,1,20.00%,1
授信通过,ID20261128004685,2026/12/1,1,20.00%,1
授信通过,ID20261128004502,2026/12/1,1,20.00%,1
授信通过,ID20261128003480,2026/12/1,1,20.00%,1
授信通过,ID20261128000950,2026/12/1,1,20.00%,1
授信通过,ID20261115003843,2026/11/1,1,20.00%,0
授信通过,ID20261128007240,2026/12/1,1,20.00%,1
授信通过,ID20261128000409,2026/12/1,1,20.00%,1
授信通过,ID20261128000429,2026/12/1,1,20.00%,1
授信通过,ID20261128003760,2026/12/1,1,20.00%,1
授信通过,ID20261115003864,2026/11/1,2,10.00%,0
授信通过,ID20261128000415,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261128003647,2026/12/1,1,20.00%,1
授信通过,ID20261128006031,2026/12/1,1,20.00%,1
授信通过,ID20261128000057,2026/12/1,1,20.00%,1
授信通过,ID20261128000768,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261128003752,2026/12/1,1,20.00%,1
授信通过,ID20261128000182,2026/12/1,1,20.00%,1
授信通过,ID20261127006944,2026/12/1,1,20.00%,1
授信通过,ID20261126007000,2026/12/1,1,20.00%,1
授信通过,ID20261126007267,2026/12/1,1,20.00%,1
授信通过,ID20261126003860,2026/12/1,1,20.00%,1
授信通过,ID20261126004903,2026/12/1,1,20.00%,1
授信通过,ID20261115003894,2026/11/1,1,20.00%,0
授信通过,ID20261126004982,2026/12/1,1,20.00%,1
授信通过,ID20261127004889,2026/12/1,1,20.00%,1
授信通过,ID20261127007668,2026/12/1,1,20.00%,1
授信通过,ID20261126000341,2026/12/1,1,20.00%,1
授信通过,ID20261126008111,2026/12/1,1,20.00%,1
授信通过,ID20261127009453,2026/12/1,1,20.00%,1
授信通过,ID20261126002105,2026/12/1,1,20.00%,1
授信通过,ID20261127011325,2026/12/1,1,20.00%,1
授信通过,ID20261126000548,2026/12/1,1,20.00%,1
授信通过,ID20261126006638,2026/12/1,1,20.00%,1
授信通过,ID20261127007410,2026/12/1,1,20.00%,1
授信通过,ID20261127003033,2026/12/1,1,20.00%,1
授信通过,ID20261126006634,2026/12/1,1,20.00%,1
授信通过,ID20261126007098,2026/12/1,1,20.00%,1
授信通过,ID20261115003918,2026/11/1,2,10.00%,0
授信通过,ID20261127011093,2026/12/1,1,20.00%,1
授信通过,ID20261115003920,2026/10/1,1,20.00%,0
授信通过,ID20261126011018,2026/12/1,1,20.00%,1
授信通过,ID20261127002052,2026/12/1,1,20.00%,1
授信通过,ID20261126009530,2026/12/1,1,20.00%,1
授信通过,ID20261127010854,2026/12/1,1,20.00%,1
授信通过,ID20261127003786,2026/12/1,1,20.00%,1
授信通过,ID20261126000980,2026/12/1,1,20.00%,1
授信通过,ID20261126003927,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126010369,2026/12/1,1,20.00%,1
授信通过,ID20261127000915,2026/12/1,1,20.00%,1
授信通过,ID20261127004953,2026/12/1,1,20.00%,1
授信通过,ID20261126006746,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261127006590,2026/12/1,1,20.00%,1
授信通过,ID20261126006765,2026/12/1,1,20.00%,1
授信通过,ID20261127000967,2026/12/1,1,20.00%,1
授信通过,ID20261127012114,2026/12/1,1,20.00%,1
授信通过,ID20261127008091,2026/12/1,1,20.00%,1
授信通过,ID20261127000701,2026/12/1,1,20.00%,1
授信通过,ID20261127011439,2026/12/1,1,20.00%,1
授信通过,ID20261126011828,2026/12/1,1,20.00%,1
授信通过,ID20261126007191,2026/12/1,1,20.00%,1
授信通过,ID20261126011139,2026/12/1,1,20.00%,1
授信通过,ID20261126011466,2026/12/1,1,20.00%,1
授信通过,ID20261124011368,2026/12/1,1,20.00%,1
授信通过,ID20261120008446,2026/10/1,1,20.00%,1
授信通过,ID20261116003912,2026/10/1,1,20.00%,1
授信通过,ID20261120002355,2026/10/1,1,20.00%,1
授信通过,ID20261118002939,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261120002990,2026/10/1,1,20.00%,1
授信通过,ID20261116005122,2026/10/1,1,20.00%,1
授信通过,ID20261119004488,2026/10/1,1,20.00%,1
授信通过,ID20261116004734,2026/10/1,1,20.00%,1
授信通过,ID20261120004777,2026/10/1,1,20.00%,1
授信通过,ID20261120004275,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261116005355,2026/10/1,1,20.00%,1
授信通过,ID20261116005372,2026/10/1,1,20.00%,1
授信通过,ID20261116007290,2026/10/1,1,20.00%,1
授信通过,ID20261116005402,2026/10/1,1,20.00%,1
授信通过,ID20261120005483,2026/10/1,1,20.00%,1
授信通过,ID20261120001913,2026/10/1,1,20.00%,1
授信通过,ID20261116005136,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261116005033,2026/10/1,1,20.00%,1
授信通过,ID20261119006302,2026/10/1,1,20.00%,1
授信通过,ID20261120003427,2026/10/1,1,20.00%,1
授信通过,ID20261120002685,2026/10/1,1,20.00%,1
授信通过,ID20261116009393,2026/10/1,1,20.00%,1
授信通过,ID20261120007272,2026/10/1,1,20.00%,1
授信通过,ID20261120001655,2026/10/1,1,20.00%,1
授信通过,ID20261116003942,2026/10/1,1,20.00%,1
授信通过,ID20261120008265,2026/10/1,1,20.00%,1
授信通过,ID20261119003555,2026/10/1,1,20.00%,1
授信通过,ID20261120003484,2026/10/1,1,20.00%,1
授信通过,ID20261116003265,2026/10/1,1,20.00%,1
授信通过,ID20261119005159,2026/10/1,1,20.00%,1
授信通过,ID20261120005628,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261121012000,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115004446,2026/10/1,1,20.00%,1
授信通过,ID20261121011312,2026/10/1,1,20.00%,1
授信通过,ID20261116008289,2026/10/1,1,20.00%,1
百度欺诈分>=90,ID20261121002681,2026/10/1,1,20.00%,1
授信通过,ID20261121002098,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261120004707,2026/10/1,1,20.00%,1
授信通过,ID20261115005552,2026/10/1,1,20.00%,1
授信通过,ID20261117002842,2026/10/1,1,20.00%,1
授信通过,ID20261121009484,2026/10/1,1,20.00%,1
授信通过,ID20261115007557,2026/10/1,1,20.00%,1
授信通过,ID20261115008734,2026/10/1,1,20.00%,1
授信通过,ID20261117008510,2026/10/1,1,20.00%,1
授信通过,ID20261117003528,2026/10/1,1,20.00%,1
授信通过,ID20261117002846,2026/10/1,1,20.00%,1
授信通过,ID20261118002337,2026/10/1,1,20.00%,1
授信通过,ID20261117007781,2026/10/1,1,20.00%,1
授信通过,ID20261117004262,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261118002813,2026/10/1,1,20.00%,1
授信通过,ID20261117008298,2026/10/1,1,20.00%,1
授信通过,ID20261118007386,2026/10/1,1,20.00%,1
授信通过,ID20261118007984,2026/10/1,1,20.00%,1
授信通过,ID20261118002264,2026/10/1,1,20.00%,1
授信通过,ID20261118008553,2026/10/1,1,20.00%,1
授信通过,ID20261118005724,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261118002718,2026/10/1,1,20.00%,1
授信通过,ID20261117002785,2026/10/1,1,20.00%,1
授信通过,ID20261117007177,2026/10/1,1,20.00%,1
授信通过,ID20261117002737,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115008388,2026/10/1,1,20.00%,1
授信通过,ID20261115005845,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115003940,2026/10/1,1,20.00%,1
授信通过,ID20261117007775,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115005849,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115009061,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115005523,2026/10/1,1,20.00%,1
授信通过,ID20261115010200,2026/10/1,1,20.00%,1
授信通过,ID20261117005922,2026/10/1,1,20.00%,1
授信通过,ID20261117003357,2026/10/1,1,20.00%,1
授信通过,ID20261123005280,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261123001976,2026/12/1,1,20.00%,1
授信通过,ID20261123003135,2026/12/1,1,20.00%,1
授信通过,ID20261122003756,2026/12/1,1,20.00%,1
授信通过,ID20261122006961,2026/12/1,1,20.00%,1
授信通过,ID20261124011517,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261123002052,2026/12/1,1,20.00%,1
授信通过,ID20261123010513,2026/12/1,1,20.00%,1
授信通过,ID20261123006040,2026/12/1,1,20.00%,1
授信通过,ID20261124010279,2026/12/1,1,20.00%,1
授信通过,ID20261122006976,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261123002563,2026/12/1,1,20.00%,1
授信通过,ID20261123008957,2026/12/1,1,20.00%,1
授信通过,ID20261123001072,2026/12/1,1,20.00%,1
授信通过,ID20261124002530,2026/12/1,1,20.00%,1
授信通过,ID20261124000718,2026/12/1,1,20.00%,1
授信通过,ID20261124000486,2026/12/1,1,20.00%,1
授信通过,ID20261123009957,2026/12/1,1,20.00%,1
授信通过,ID20261121003234,2026/10/1,1,20.00%,1
授信通过,ID20261121010549,2026/10/1,1,20.00%,1
授信通过,ID20261121012189,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261124008665,2026/12/1,1,20.00%,1
授信通过,ID20261122010564,2026/12/1,1,20.00%,1
授信通过,ID20261123002209,2026/12/1,1,20.00%,1
授信通过,ID20261123000199,2026/12/1,1,20.00%,1
授信通过,ID20261124002107,2026/12/1,1,20.00%,1
授信通过,ID20261124011178,2026/12/1,1,20.00%,1
授信通过,ID20261124002008,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261124006436,2026/12/1,1,20.00%,1
授信通过,ID20261121011988,2026/10/1,1,20.00%,1
授信通过,ID20261123010540,2026/12/1,1,20.00%,1
授信通过,ID20261123007996,2026/12/1,1,20.00%,1
授信通过,ID20261123009516,2026/12/1,1,20.00%,1
授信通过,ID20261121011599,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261124000601,2026/12/1,1,20.00%,1
授信通过,ID20261124000576,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261124003958,2026/12/1,1,20.00%,1
授信通过,ID20261123007379,2026/12/1,1,20.00%,1
授信通过,ID20261122005497,2026/12/1,1,20.00%,1
授信通过,ID20261115003922,2026/11/1,3,6.67%,0
授信通过,ID20261124000384,2026/12/1,1,20.00%,1
授信通过,ID20261124011308,2026/12/1,1,20.00%,1
授信通过,ID20261124010487,2026/12/1,1,20.00%,1
授信通过,ID20261125003681,2026/12/1,1,20.00%,1
授信通过,ID20261125004148,2026/12/1,1,20.00%,1
授信通过,ID20261125000861,2026/12/1,1,20.00%,1
授信通过,ID20261125004744,2026/12/1,1,20.00%,1
授信通过,ID20261125003145,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261125011365,2026/12/1,1,20.00%,1
授信通过,ID20261125000941,2026/12/1,1,20.00%,1
授信通过,ID20261125009875,2026/12/1,1,20.00%,1
授信通过,ID20261125011551,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261125005586,2026/12/1,1,20.00%,1
授信通过,ID20261125005466,2026/12/1,1,20.00%,1
授信通过,ID20261125003299,2026/12/1,1,20.00%,1
授信通过,ID20261125003841,2026/12/1,1,20.00%,1
授信通过,ID20261125002692,2026/12/1,1,20.00%,1
授信通过,ID20261125002279,2026/12/1,1,20.00%,1
授信通过,ID20261125007168,2026/12/1,1,20.00%,1
授信通过,ID20261115003925,2026/11/1,2,10.00%,0
授信通过,ID20261125005153,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261125008482,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261125003504,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261128002789,2026/12/1,1,20.00%,1
授信通过,ID20261128004401,2026/12/1,1,20.00%,1
授信通过,ID20261115003939,2026/11/1,2,10.00%,0
授信通过,ID20261128009599,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261128000399,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261128009440,2026/12/1,1,20.00%,1
授信通过,ID20261115003948,2026/11/1,1,20.00%,0
授信通过,ID20261128009435,2026/12/1,1,20.00%,1
授信通过,ID20261128000139,2026/12/1,1,20.00%,1
授信通过,ID20261128007934,2026/12/1,1,20.00%,1
授信通过,ID20261128004673,2026/12/1,1,20.00%,1
授信通过,ID20261128006328,2026/12/1,1,20.00%,1
授信通过,ID20261128001449,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261128003875,2026/12/1,1,20.00%,1
授信通过,ID20261128003961,2026/12/1,1,20.00%,1
授信通过,ID20261128000772,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261128001393,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261128001134,2026/12/1,1,20.00%,1
授信通过,ID20261128005867,2026/12/1,1,20.00%,1
授信通过,ID20261128000441,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261128004007,2026/12/1,1,20.00%,1
授信通过,ID20261128007979,2026/12/1,1,20.00%,1
授信通过,ID20261128008353,2026/12/1,1,20.00%,1
授信通过,ID20261128004751,2026/12/1,1,20.00%,1
授信通过,ID20261128007472,2026/12/1,1,20.00%,1
授信通过,ID20261128004047,2026/12/1,1,20.00%,1
授信通过,ID20261127002786,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126006686,2026/12/1,1,20.00%,1
百度欺诈分>=90,ID20261126006819,2026/12/1,1,20.00%,1
授信通过,ID20261127003809,2026/12/1,1,20.00%,1
授信通过,ID20261127007614,2026/12/1,1,20.00%,1
授信通过,ID20261126002951,2026/12/1,1,20.00%,1
授信通过,ID20261127005576,2026/12/1,1,20.00%,1
授信通过,ID20261127007802,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127007900,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127009591,2026/12/1,1,20.00%,1
授信通过,ID20261126004405,2026/12/1,1,20.00%,1
授信通过,ID20261126004404,2026/12/1,1,20.00%,1
授信通过,ID20261127005464,2026/12/1,1,20.00%,1
授信通过,ID20261127008154,2026/12/1,1,20.00%,1
授信通过,ID20261127011477,2026/12/1,1,20.00%,1
授信通过,ID20261127007635,2026/12/1,1,20.00%,1
授信通过,ID20261127000886,2026/12/1,1,20.00%,1
授信通过,ID20261126001925,2026/12/1,1,20.00%,1
授信通过,ID20261127000916,2026/12/1,1,20.00%,1
授信通过,ID20261126000491,2026/12/1,1,20.00%,1
授信通过,ID20261126007470,2026/12/1,1,20.00%,1
授信通过,ID20261127001032,2026/12/1,1,20.00%,1
授信通过,ID20261127011280,2026/12/1,1,20.00%,1
授信通过,ID20261127000933,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127009894,2026/12/1,1,20.00%,1
授信通过,ID20261126005728,2026/12/1,1,20.00%,1
授信通过,ID20261126000993,2026/12/1,1,20.00%,1
授信通过,ID20261127011749,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126003675,2026/12/1,1,20.00%,1
授信通过,ID20261127007753,2026/12/1,1,20.00%,1
授信通过,ID20261126000650,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126011177,2026/12/1,1,20.00%,1
授信通过,ID20261126005147,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126000924,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127006097,2026/12/1,1,20.00%,1
授信通过,ID20261127004113,2026/12/1,1,20.00%,1
授信通过,ID20261127008088,2026/12/1,1,20.00%,1
授信通过,ID20261127002937,2026/12/1,1,20.00%,1
授信通过,ID20261126004110,2026/12/1,1,20.00%,1
授信通过,ID20261127007521,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127008379,2026/12/1,1,20.00%,1
授信通过,ID20261127001030,2026/12/1,1,20.00%,1
授信通过,ID20261127000961,2026/12/1,1,20.00%,1
授信通过,ID20261126007207,2026/12/1,1,20.00%,1
授信通过,ID20261126000928,2026/12/1,1,20.00%,1
授信通过,ID20261127007867,2026/12/1,1,20.00%,1
授信通过,ID20261126001042,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126004702,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126011660,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127002596,2026/12/1,1,20.00%,1
授信通过,ID20261126005673,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126005843,2026/12/1,1,20.00%,1
授信通过,ID20261126002522,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127009520,2026/12/1,1,20.00%,1
授信通过,ID20261127007713,2026/12/1,1,20.00%,1
授信通过,ID20261127011640,2026/12/1,1,20.00%,1
授信通过,ID20261126006540,2026/12/1,1,20.00%,1
授信通过,ID20261126004477,2026/12/1,1,20.00%,1
授信通过,ID20261127003837,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261126004674,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261127006602,2026/12/1,1,20.00%,1
授信通过,ID20261124003364,2026/12/1,1,20.00%,1
阿里欺诈分>=95,ID20261119007109,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261120001634,2026/10/1,1,20.00%,1
授信通过,ID20261119006727,2026/10/1,1,20.00%,1
授信通过,ID20261116007907,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261119005528,2026/10/1,1,20.00%,1
授信通过,ID20261119007609,2026/10/1,1,20.00%,1
授信通过,ID20261116005335,2026/10/1,1,20.00%,1
百度欺诈分>=90,ID20261119002299,2026/10/1,1,20.00%,1
授信通过,ID20261120006432,2026/10/1,1,20.00%,1
授信通过,ID20261116004419,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261116007252,2026/10/1,1,20.00%,1
授信通过,ID20261116003455,2026/10/1,1,20.00%,1
授信通过,ID20261119005072,2026/10/1,1,20.00%,1
授信通过,ID20261120008383,2026/10/1,1,20.00%,1
授信通过,ID20261116002963,2026/10/1,1,20.00%,1
授信通过,ID20261119003305,2026/10/1,1,20.00%,1
授信通过,ID20261119008072,2026/10/1,1,20.00%,1
授信通过,ID20261120002463,2026/10/1,1,20.00%,1
授信通过,ID20261120008399,2026/10/1,1,20.00%,1
授信通过,ID20261116002755,2026/10/1,1,20.00%,1
授信通过,ID20261115009068,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261115008383,2026/10/1,1,20.00%,1
授信通过,ID20261115010366,2026/10/1,1,20.00%,1
授信通过,ID20261116003575,2026/10/1,1,20.00%,1
授信通过,ID20261116005523,2026/10/1,1,20.00%,1
授信通过,ID20261116008165,2026/10/1,1,20.00%,1
授信通过,ID20261119006913,2026/10/1,1,20.00%,1
授信通过,ID20261115010383,2026/10/1,1,20.00%,1
授信通过,ID20261115008281,2026/10/1,1,20.00%,1
授信通过,ID20261115005359,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261117007005,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261118006291,2026/10/1,1,20.00%,1
授信通过,ID20261118003392,2026/10/1,1,20.00%,1
授信通过,ID20261117004587,2026/10/1,1,20.00%,1
授信通过,ID20261117003778,2026/10/1,1,20.00%,1
授信通过,ID20261118007332,2026/10/1,1,20.00%,1
阿里欺诈分>=95,ID20261118002845,2026/10/1,1,20.00%,1
授信通过,ID20261117003254,2026/10/1,1,20.00%,1
