ID,CREATE_TIME,ALI_FQZSCORE,BAIDU_FQZSCORE,NUMBER OF LOAN APPLICATIONS TO PBOC,ISBAD,AMOUNT,OVD_BAL
ID20260509008151,2024-01-23,785,467,9,0,50000,0
ID20260510012834,2024-01-24,800,425,9,0,50000,0
ID20260511010302,2024-01-25,730,373,9,0,50000,0
ID20260511011365,2024-01-26,765,479,9,0,100000,0
ID20260429002524,2024-01-27,705,535,5,1,100000,2600
ID20260429007545,2024-01-28,800,386,8,0,50000,0
ID20260429012374,2024-01-29,800,466,8,0,50000,0
ID20260429014174,2024-01-30,785,431,8,0,20000,0
ID20260504004709,2024-01-31,825,488,8,0,50000,0
ID20260428013393,2024-02-01,710,366,21,1,20000,2500
ID20260428016142,2024-02-02,710,358,13,1,50000,2400
ID20260505005007,2024-02-03,750,461,8,0,50000,0
ID20260506006685,2024-02-04,840,397,8,0,50000,0
ID20260506010961,2024-02-05,780,439,8,0,50000,0
ID20260507012188,2024-02-06,800,470,8,0,100000,0
ID20260429002903,2024-02-07,710,396,13,1,100000,2300
ID20260509009897,2024-02-08,710,373,7,1,50000,2200
ID20260509010265,2024-02-09,745,529,8,0,50000,0
ID20260509008779,2024-02-10,710,389,3,1,20000,2100
ID20260510006123,2024-02-11,835,425,8,0,50000,0
ID20260509011103,2024-02-12,715,498,4,1,20000,2000
ID20260511007779,2024-02-13,715,408,8,0,50000,0
ID20260511012664,2024-02-14,815,405,8,0,50000,0
ID20260511015806,2024-02-15,840,502,8,0,50000,0
ID20260428008942,2024-02-16,770,401,7,0,50000,0
ID20260428015599,2024-02-17,815,510,7,0,100000,0
ID20260428016488,2024-02-18,745,476,7,0,100000,0
ID20260428018470,2024-02-19,790,412,7,0,50000,0
ID20260428019492,2024-02-20,795,495,7,0,50000,0
ID20260506007664,2024-02-21,715,367,3,1,20000,1900
ID20260429008739,2024-02-22,830,515,7,0,50000,0
ID20260507012486,2024-02-23,715,427,0,1,20000,1800
ID20260509008046,2024-02-24,715,390,0,1,50000,1700
ID20260429009435,2024-02-25,760,400,7,0,50000,0
ID20260428011411,2024-02-26,720,466,22,1,50000,1600
ID20260502012257,2024-02-27,775,393,7,0,50000,0
ID20260504008558,2024-02-28,720,393,12,1,100000,1500
ID20260505006668,2024-02-29,720,374,2,1,100000,1400
ID20260502013020,2024-03-01,760,466,7,0,50000,0
ID20260505005442,2024-03-02,830,507,7,0,50000,0
ID20260509007365,2024-03-03,720,468,2,1,20000,2000
ID20260505006422,2024-03-04,825,507,7,0,50000,0
ID20260505006471,2024-03-05,805,514,7,0,20000,0
ID20260505008196,2024-03-06,785,443,7,0,50000,0
ID20260503006491,2024-03-07,725,436,6,1,50000,2000
ID20260505008552,2024-03-08,825,371,7,0,50000,0
ID20260507006053,2024-03-09,785,499,7,0,50000,0
ID20260507008671,2024-03-10,840,406,7,0,100000,0
ID20260507009520,2024-03-11,725,482,5,1,100000,2000
ID20260507018156,2024-03-12,785,455,7,0,50000,0
ID20260507018499,2024-03-13,770,435,7,0,50000,0
ID20260508010495,2024-03-14,775,453,7,0,20000,0
ID20260508011965,2024-03-15,835,437,7,0,50000,0
ID20260508011678,2024-03-16,785,437,7,0,20000,0
ID20260509009092,2024-03-17,720,429,7,0,50000,0
ID20260509008852,2024-03-18,780,474,7,0,50000,0
ID20260509009967,2024-03-19,800,427,7,0,50000,0
ID20260508014151,2024-03-20,730,411,27,1,50000,2000
ID20260509010348,2024-03-21,845,402,7,0,100000,0
ID20260510012455,2024-03-22,805,509,7,0,100000,0
ID20260511011555,2024-03-23,715,509,7,0,50000,0
ID20260428007068,2024-03-24,710,443,6,0,50000,0
ID20260428009538,2024-03-25,805,390,6,0,20000,0
ID20260428011832,2024-03-26,800,408,6,0,50000,0
ID20260428014898,2024-03-27,795,503,6,0,20000,0
ID20260428016467,2024-03-28,720,507,6,0,50000,0
ID20260429010173,2024-03-29,730,430,7,1,50000,2000
ID20260429004761,2024-03-30,825,469,6,0,50000,0
ID20260429004810,2024-03-31,785,491,6,0,50000,0
ID20260506005231,2024-04-01,730,373,6,1,100000,2000
ID20260429014282,2024-04-02,835,414,6,0,100000,0
ID20260501012720,2024-04-03,800,405,6,0,50000,0
ID20260505009247,2024-04-04,730,521,4,1,50000,2000
ID20260504005216,2024-04-05,830,445,6,0,20000,0
ID20260507008177,2024-04-06,730,378,2,1,50000,2000
ID20260505005462,2024-04-07,850,478,6,0,20000,0
ID20260428019668,2024-04-08,735,382,7,1,50000,2000
ID20260506005242,2024-04-09,835,472,6,0,50000,0
ID20260506005431,2024-04-10,715,398,6,0,50000,0
ID20260505007805,2024-04-11,735,383,5,1,50000,2000
ID20260429014034,2024-04-12,735,340,4,1,100000,2000
ID20260505005725,2024-04-13,740,420,6,1,100000,2000
ID20260429008325,2024-04-14,740,426,5,1,50000,2000
ID20260506019758,2024-04-15,745,436,6,0,50000,0
ID20260507007589,2024-04-16,710,493,6,0,20000,0
ID20260506011627,2024-04-17,740,505,6,0,50000,0
ID20260507018312,2024-04-18,720,489,6,0,20000,0
ID20260507019729,2024-04-19,830,449,6,0,50000,0
ID20260506004799,2024-04-20,740,464,4,1,50000,2000
ID20260508011608,2024-04-21,755,406,6,0,50000,0
ID20260509004070,2024-04-22,845,491,6,0,50000,0
ID20260509007273,2024-04-23,800,471,6,0,100000,0
ID20260509007918,2024-04-24,800,458,6,0,100000,0
ID20260509007274,2024-04-25,615,436,6,0,50000,0
ID20260509008873,2024-04-26,820,433,6,0,50000,0
ID20260509009037,2024-04-27,610,385,6,0,20000,0
ID20260509009892,2024-04-28,765,496,6,0,50000,0
ID20260509010520,2024-04-29,805,491,6,0,20000,0
ID20260509010478,2024-04-30,785,513,6,0,50000,0
ID20260509014964,2024-05-01,835,474,6,0,50000,0
ID20260510007229,2024-05-02,825,476,6,0,50000,0
ID20260510007980,2024-05-03,735,397,6,0,50000,0
ID20260510010446,2024-05-04,785,508,6,0,100000,0
ID20260510010953,2024-05-05,830,384,6,0,100000,0
ID20260507005363,2024-05-06,745,389,15,1,50000,2000
ID20260510009384,2024-05-07,720,493,6,0,50000,0
ID20260510013096,2024-05-08,825,470,6,0,20000,0
ID20260510012906,2024-05-09,745,386,13,1,50000,2000
ID20260510015431,2024-05-10,795,437,6,0,20000,0
ID20260511010557,2024-05-11,765,532,6,0,50000,0
ID20260506015258,2024-05-12,750,379,12,1,50000,2000
ID20260428008516,2024-05-13,705,392,5,0,50000,0
ID20260428012620,2024-05-14,735,489,5,0,50000,0
ID20260505006306,2024-05-15,750,395,9,1,100000,2000
ID20260507009006,2024-05-16,750,415,9,1,100000,2000
ID20260428018181,2024-05-17,715,399,5,0,50000,0
ID20260428018579,2024-05-18,755,403,5,0,50000,0
ID20260508008997,2024-05-19,750,403,6,1,20000,2000
ID20260429009545,2024-05-20,745,491,5,0,50000,0
ID20260429007498,2024-05-21,750,381,4,1,20000,2000
ID20260507001725,2024-05-22,755,327,29,1,50000,2000
ID20260429007419,2024-05-23,755,376,7,1,50000,2000
ID20260429013103,2024-05-24,755,387,4,1,50000,2000
ID20260504004682,2024-05-25,705,374,5,0,50000,0
ID20260505005152,2024-05-26,820,510,5,0,100000,0
ID20260505008135,2024-05-27,785,397,5,0,100000,0
ID20260426013881,2024-05-28,820,492,5,0,50000,0
ID20260429004708,2024-05-29,755,385,3,1,50000,2000
ID20260506003005,2024-05-30,765,409,5,0,20000,0
ID20260506004105,2024-05-31,820,448,5,0,50000,0
ID20260506008068,2024-06-01,725,508,5,0,20000,0
ID20260506011109,2024-06-02,825,455,5,0,50000,0
ID20260506011048,2024-06-03,740,453,5,0,50000,0
ID20260506011620,2024-06-04,830,504,5,0,50000,0
ID20260506012538,2024-06-05,760,507,5,0,50000,0
ID20260428017945,2024-06-06,825,397,5,0,100000,0
ID20260511014047,2024-06-07,755,414,3,1,100000,2000
ID20260506014877,2024-06-08,770,465,5,0,50000,0
ID20260505003300,2024-06-09,760,416,12,1,50000,2000
ID20260506020584,2024-06-10,705,432,5,0,20000,0
ID20260507008644,2024-06-11,780,494,5,0,50000,0
ID20260507012681,2024-06-12,790,367,5,0,20000,0
ID20260507013855,2024-06-13,820,377,5,0,50000,0
ID20260507011432,2024-06-14,805,394,5,0,50000,0
ID20260506018464,2024-06-15,760,393,11,1,50000,2000
ID20260507015078,2024-06-16,775,393,5,0,50000,0
ID20260507007790,2024-06-17,840,442,5,0,100000,0
ID20260428017402,2024-06-18,765,362,13,1,100000,2000
ID20260507016818,2024-06-19,815,428,5,0,50000,0
ID20260507018043,2024-06-20,765,487,5,0,50000,0
ID20260428010016,2024-06-21,765,443,12,1,20000,2000
ID20260507019155,2024-06-22,720,464,5,0,50000,0
ID20260507017736,2024-06-23,745,473,5,0,20000,0
ID20260508007475,2024-06-24,795,412,5,0,50000,0
ID20260427014080,2024-06-25,735,438,5,0,50000,0
ID20260509007341,2024-06-26,740,414,5,0,50000,0
ID20260509008721,2024-06-27,785,390,5,0,50000,0
ID20260510005552,2024-06-28,845,480,5,0,100000,0
ID20260510007275,2024-06-29,765,518,5,0,100000,0
ID20260510011827,2024-06-30,765,382,11,1,50000,2000
ID20260510014831,2024-07-01,765,469,11,1,50000,2000
ID20260510010384,2024-07-02,795,394,5,0,20000,0
ID20260510012859,2024-07-03,775,401,5,0,50000,0
ID20260510013629,2024-07-04,785,410,5,0,20000,0
ID20260510015193,2024-07-05,745,463,5,0,50000,0
ID20260510014426,2024-07-06,755,392,5,0,50000,0
ID20260511007498,2024-07-07,825,516,5,0,50000,0
ID20260511010724,2024-07-08,770,452,5,0,50000,0
ID20260429006577,2024-07-09,765,376,7,1,100000,2000
ID20260428004131,2024-07-10,775,478,4,0,100000,0
ID20260428007423,2024-07-11,730,514,4,0,50000,0
ID20260428010298,2024-07-12,805,434,4,0,50000,0
ID20260428010885,2024-07-13,775,408,4,0,20000,0
ID20260428010153,2024-07-14,795,485,4,0,50000,0
ID20260428013991,2024-07-15,805,470,4,0,20000,0
ID20260428016627,2024-07-16,700,491,4,0,50000,0
ID20260428017804,2024-07-17,745,471,4,0,50000,0
ID20260428020315,2024-07-18,715,403,4,0,50000,0
ID20260426004197,2024-07-19,705,384,4,0,50000,0
ID20260429003381,2024-07-20,820,397,4,0,100000,0
ID20260429008403,2024-07-21,765,510,4,0,100000,0
ID20260429009885,2024-07-22,735,477,4,0,50000,0
ID20260429010340,2024-07-23,695,476,4,0,50000,0
ID20260429011281,2024-07-24,735,390,4,0,20000,0
ID20260429012707,2024-07-25,765,441,2,1,50000,2000
ID20260429013706,2024-07-26,695,402,4,0,20000,0
ID20260429013629,2024-07-27,805,504,4,0,50000,0
ID20260507015278,2024-07-28,765,395,2,1,50000,2000
ID20260510007468,2024-07-29,765,414,2,1,50000,2000
ID20260508005991,2024-07-30,765,484,0,1,50000,2000
ID20260429013699,2024-07-31,700,427,4,0,100000,0
ID20260430008661,2024-08-01,725,413,4,0,100000,0
ID20260502006250,2024-08-02,715,381,4,0,50000,0
ID20260503005824,2024-08-03,755,396,4,0,50000,0
ID20260503007720,2024-08-04,635,433,4,0,20000,0
ID20260430013756,2024-08-05,800,443,4,0,50000,0
ID20260504008921,2024-08-06,660,510,4,0,20000,0
ID20260505003389,2024-08-07,795,491,4,0,50000,0
ID20260505005399,2024-08-08,760,400,4,0,50000,0
ID20260510019511,2024-08-09,770,406,29,1,50000,2000
ID20260505004516,2024-08-10,820,476,4,0,50000,0
ID20260502015855,2024-08-11,775,474,4,0,100000,0
ID20260505006097,2024-08-12,825,475,4,0,100000,0
ID20260505004234,2024-08-13,770,493,20,1,50000,2000
ID20260505007740,2024-08-14,770,484,4,0,80000,0
ID20260428014010,2024-08-15,770,470,5,1,50000,2000
ID20260507018062,2024-08-16,770,415,3,1,70000,2000
ID20260503009267,2024-08-17,775,486,15,1,50000,2000
ID20260506005089,2024-08-18,755,380,4,0,100000,0
ID20260506003982,2024-08-19,765,354,4,0,100000,0
ID20260506005268,2024-08-20,760,449,4,0,50000,0
ID20260506016706,2024-08-21,775,389,8,1,80000,2000
ID20260506008837,2024-08-22,725,449,4,0,50000,0
ID20260506006400,2024-08-23,815,518,4,0,70000,0
ID20260506011216,2024-08-24,760,394,4,0,50000,0
ID20260506010887,2024-08-25,735,501,4,0,100000,0
ID20260428008445,2024-08-26,775,396,6,1,100000,2000
ID20260505006733,2024-08-27,700,413,4,0,50000,0
ID20260506017606,2024-08-28,695,392,4,0,80000,0
ID20260507010125,2024-08-29,680,449,4,0,50000,0
ID20260507014399,2024-08-30,800,485,4,0,70000,0
ID20260507015522,2024-08-31,820,395,4,0,50000,0
ID20260506006459,2024-09-01,845,431,4,0,100000,0
ID20260507016515,2024-09-02,825,475,4,0,100000,0
ID20260507016160,2024-09-03,785,513,4,0,50000,0
ID20260507017587,2024-09-04,690,441,4,0,80000,0
ID20260507017961,2024-09-05,630,491,4,0,50000,0
ID20260506014479,2024-09-06,775,464,5,1,70000,2000
ID20260507019088,2024-09-07,720,393,4,0,50000,0
ID20260505008493,2024-09-08,775,511,4,1,100000,2000
ID20260508006829,2024-09-09,780,524,4,0,100000,0
ID20260508011332,2024-09-10,815,387,4,0,50000,0
ID20260508012768,2024-09-11,750,487,4,0,80000,0
ID20260507017329,2024-09-12,730,409,4,0,50000,0
ID20260509005779,2024-09-13,805,406,4,0,70000,0
ID20260509007190,2024-09-14,790,461,4,0,50000,0
ID20260509007216,2024-09-15,765,468,4,0,100000,0
ID20260508010992,2024-09-16,745,404,4,0,100000,0
ID20260509009608,2024-09-17,770,392,4,0,50000,0
ID20260507019110,2024-09-18,775,396,4,1,80000,2000
ID20260509010046,2024-09-19,735,507,4,0,50000,0
ID20260508012279,2024-09-20,780,441,10,1,70000,2000
ID20260505003774,2024-09-21,780,485,4,1,50000,2000
ID20260509011897,2024-09-22,805,496,4,0,100000,0
ID20260510004866,2024-09-23,820,429,4,0,100000,0
ID20260509011275,2024-09-24,805,521,4,0,50000,0
ID20260510009475,2024-09-25,825,414,4,0,80000,0
ID20260510008758,2024-09-26,775,394,4,0,50000,0
ID20260510014505,2024-09-27,825,527,4,0,70000,0
ID20260510014407,2024-09-28,780,489,3,1,50000,2000
ID20260510013201,2024-09-29,770,382,4,0,100000,0
ID20260510014579,2024-09-30,840,503,4,0,100000,0
ID20260510014253,2024-10-01,840,502,4,0,50000,0
ID20260511008005,2024-10-02,780,499,4,0,80000,0
ID20260510013424,2024-10-03,640,385,4,0,50000,0
ID20260511013018,2024-10-04,665,433,4,0,70000,0
ID20260511012148,2024-10-05,820,414,4,0,50000,0
ID20260511014318,2024-10-06,720,386,4,0,100000,0
ID20260427011311,2024-10-07,780,456,3,0,100000,0
ID20260501013657,2024-10-08,780,405,2,1,50000,2000
ID20260428009508,2024-10-09,755,418,3,0,80000,0
ID20260428014781,2024-10-10,810,498,3,0,50000,0
ID20260428016897,2024-10-11,675,392,3,0,70000,0
ID20260428017320,2024-10-12,825,519,3,0,50000,0
ID20260428018144,2024-10-13,830,458,3,0,100000,0
ID20260428017852,2024-10-14,775,388,3,0,100000,0
ID20260428019015,2024-10-15,815,412,3,0,50000,0
ID20260428018594,2024-10-16,760,385,3,0,80000,0
ID20260428018542,2024-10-17,870,464,3,0,50000,0
ID20260509002208,2024-10-18,785,436,21,1,70000,2000
ID20260429005149,2024-10-19,785,522,3,0,50000,0
ID20260429005499,2024-10-20,795,418,3,0,100000,0
ID20260504007229,2024-10-21,785,484,7,1,100000,2000
ID20260429005677,2024-10-22,845,404,3,0,50000,0
ID20260429005966,2024-10-23,790,442,3,0,80000,0
ID20260507019767,2024-10-24,785,510,4,1,50000,2000
ID20260429013595,2024-10-25,835,525,3,0,70000,0
ID20260430006730,2024-10-26,825,412,3,0,50000,0
ID20260502012574,2024-10-27,815,463,3,0,100000,0
ID20260503006835,2024-10-28,670,403,3,0,100000,0
ID20260501013832,2024-10-29,595,466,3,0,50000,0
ID20260505006664,2024-10-30,800,407,3,0,80000,0
ID20260505006542,2024-10-31,800,426,3,0,50000,0
ID20260505006633,2024-11-01,775,402,3,0,70000,0
ID20260505007139,2024-11-02,780,487,3,0,50000,0
ID20260505007323,2024-11-03,745,477,3,0,100000,0
ID20260509011003,2024-11-04,785,397,4,1,100000,2000
ID20260505007996,2024-11-05,765,472,3,0,50000,0
ID20260510013693,2024-11-06,785,396,4,1,80000,2000
ID20260505008848,2024-11-07,740,368,3,0,50000,0
ID20260506003178,2024-11-08,830,424,3,0,70000,0
ID20260505007710,2024-11-09,785,445,3,1,50000,2000
ID20260506008711,2024-11-10,770,391,3,0,100000,0
ID20260506010686,2024-11-11,735,529,3,0,100000,0
ID20260506009955,2024-11-12,795,374,3,0,50000,0
ID20260506016856,2024-11-13,750,397,3,0,80000,0
ID20260511013704,2024-11-14,785,407,3,1,50000,2000
ID20260506016809,2024-11-15,790,410,3,0,70000,0
ID20260507014348,2024-11-16,745,433,3,0,50000,0
ID20260507016484,2024-11-17,735,469,3,0,100000,0
ID20260507009414,2024-11-18,680,423,3,0,100000,0
ID20260507017262,2024-11-19,685,446,3,0,50000,0
ID20260506014455,2024-11-20,790,441,20,1,80000,2000
ID20260507019129,2024-11-21,785,400,3,0,50000,0
ID20260507019156,2024-11-22,775,399,3,0,70000,0
ID20260508007258,2024-11-23,730,395,3,0,50000,0
ID20260509004990,2024-11-24,800,397,3,0,100000,0
ID20260509005907,2024-11-25,740,522,3,0,100000,0
ID20260429002818,2024-11-26,795,472,25,1,50000,2000
ID20260507019508,2024-11-27,735,391,3,0,80000,0
ID20260509009987,2024-11-28,710,478,3,0,50000,0
ID20260509009527,2024-11-29,740,428,3,0,70000,0
ID20260509011881,2024-11-30,775,368,3,0,50000,0
ID20260507019507,2024-12-01,680,379,3,0,100000,0
ID20260510005514,2024-12-02,785,505,3,0,100000,0
ID20260510007597,2024-12-03,705,414,3,0,50000,0
ID20260510005614,2024-12-04,660,393,3,0,80000,0
ID20260510011958,2024-12-05,825,451,3,0,50000,0
ID20260510012331,2024-12-06,790,511,3,0,70000,0
ID20260510012746,2024-12-07,745,490,3,0,50000,0
ID20260510013125,2024-12-08,820,406,3,0,100000,0
ID20260427017277,2024-12-09,795,459,12,1,100000,2000
ID20260510014112,2024-12-10,730,468,3,0,50000,0
ID20260510014920,2024-12-11,705,386,3,0,80000,0
ID20260510016990,2024-12-12,710,476,3,0,50000,0
ID20260506010296,2024-12-13,795,530,6,1,70000,2000
ID20260511006148,2024-12-14,790,441,3,0,50000,0
ID20260429010713,2024-12-15,795,459,4,1,100000,2000
ID20260428005704,2024-12-16,720,472,2,0,100000,0
ID20260428004756,2024-12-17,675,389,2,0,50000,0
ID20260428015529,2024-12-18,700,409,2,0,80000,0
ID20260428020352,2024-12-19,790,394,2,0,50000,0
ID20260428020503,2024-12-20,800,522,2,0,70000,0
ID20260429011074,2024-12-21,825,506,2,0,50000,0
ID20260429011191,2024-12-22,650,377,2,0,100000,0
ID20260429011666,2024-12-23,765,482,2,0,100000,0
ID20260429009861,2024-12-24,795,423,3,1,50000,2000
ID20260429011061,2024-12-25,760,450,2,0,80000,0
ID20260501001549,2024-12-26,800,329,17,1,50000,2000
ID20260504009433,2024-12-27,760,457,2,0,70000,0
ID20260505000005,2024-12-28,810,416,2,0,50000,0
ID20260503004836,2024-12-29,710,475,2,0,100000,0
ID20260505008472,2024-12-30,800,478,7,1,100000,2000
ID20260505005287,2024-12-31,785,419,2,0,50000,0
ID20260505008604,2025-01-01,800,450,6,1,80000,2000
ID20260505007582,2025-01-02,840,459,2,0,50000,0
ID20260505007920,2025-01-03,820,443,2,0,70000,0
ID20260505006034,2025-01-04,840,440,2,0,50000,0
ID20260506000708,2025-01-05,745,416,2,0,100000,0
ID20260502010937,2025-01-06,745,465,2,0,100000,0
ID20260506004050,2025-01-07,660,404,2,0,50000,0
ID20260506007293,2025-01-08,770,507,2,0,80000,0
ID20260511000066,2025-01-09,805,425,21,1,50000,2000
ID20260507009720,2025-01-10,815,393,2,0,70000,0
ID20260507011419,2025-01-11,595,420,2,0,50000,0
ID20260428019547,2025-01-12,810,386,3,1,100000,2000
ID20260507016698,2025-01-13,800,384,2,0,100000,0
ID20260507010527,2025-01-14,735,407,2,0,50000,0
ID20260507018776,2025-01-15,830,411,2,0,80000,0
ID20260505008443,2025-01-16,830,367,17,1,50000,2000
ID20260508012685,2025-01-17,635,413,2,0,70000,0
ID20260507018730,2025-01-18,715,494,2,0,50000,0
ID20260509006220,2025-01-19,790,470,2,0,100000,0
ID20260509006732,2025-01-20,810,432,2,0,100000,0
ID20260510011463,2025-01-21,830,491,10,1,50000,2000
ID20260509007266,2025-01-22,715,404,2,0,80000,0
ID20260508012638,2025-01-23,760,501,2,0,50000,0
ID20260509009698,2025-01-24,830,495,2,0,70000,0
ID20260509005856,2025-01-25,795,502,2,0,50000,0
ID20260506012715,2025-01-26,840,487,11,1,100000,2000
ID20260510008814,2025-01-27,815,484,2,0,100000,0
ID20260509009113,2025-01-28,710,514,2,0,50000,0
ID20260510010927,2025-01-29,735,394,2,0,80000,0
ID20260510013111,2025-01-30,835,381,2,0,50000,0
ID20260510013624,2025-01-31,735,398,2,0,70000,0
ID20260510012358,2025-02-01,770,406,2,0,50000,0
ID20260510013582,2025-02-02,795,436,2,0,100000,0
ID20260510009834,2025-02-03,810,443,2,0,50000,0
ID20260511006850,2025-02-04,675,379,2,0,80000,0
ID20260511011941,2025-02-05,820,392,2,0,50000,0
ID20260511014773,2025-02-06,800,511,2,0,70000,0
ID20260428011933,2025-02-07,750,466,0,0,50000,0
ID20260428011237,2025-02-08,730,369,0,0,100000,0
ID20260428018077,2025-02-09,735,389,0,0,50000,0
ID20260428019331,2025-02-10,785,390,0,0,80000,0
ID20260429010185,2025-02-11,780,437,0,0,50000,0
ID20260503003077,2025-02-12,825,412,0,0,70000,0
ID20260504007202,2025-02-13,760,386,0,0,50000,0
ID20260505008729,2025-02-14,805,418,0,0,100000,0
ID20260506009981,2025-02-15,760,458,0,0,50000,0
ID20260506012575,2025-02-16,540,401,0,0,80000,0
ID20260506010119,2025-02-17,775,480,0,0,50000,0
ID20260506015299,2025-02-18,760,530,0,0,70000,0
ID20260505008426,2025-02-19,840,389,3,1,50000,2000
ID20260507015482,2025-02-20,755,354,0,0,100000,0
ID20260507018965,2025-02-21,675,400,0,0,50000,0
ID20260507020668,2025-02-22,775,412,0,0,80000,0
