case:concept:name,concept:name,time:timestamp,cost:total,human_resource,org:role,org:resource,outcome_unit,unsuccessful_outcome_unit,cost:fixed,cost:variable,cost:labor,cost:inventory,client,cost:maintenance,cost:missed_deadline,cost:transportation,cost:warehousing,quality,lifecycle:transition,concept:instance
12,B,2025-01-01 10:12:22,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Patrick,0,74,98,36,4,start,i_34
12,B,2025-01-01 10:12:26,0,Eddy,Employee,Machine 1,45,26,0,0,0,0,Patrick,0,74,98,36,4,complete,i_34
12,A,2025-01-01 10:12:43,0,Ed,Boss,Machine 2,0,0,0,0,0,0,Patrick,0,74,98,36,4,start,i_35
12,A,2025-01-01 10:12:56,0,Ed,Boss,Machine 2,4,0,0,0,0,0,Patrick,0,74,98,36,4,complete,i_35
13,B,2025-01-01 10:13:03,14,Edd,Employee,Machine 2,0,0,3,11,11,0,Bob,0,0,0,94,4,complete,i_36
13,A,2025-01-01 10:13:07,16,Edd,Employee,Machine 1,0,0,10,6,2,4,Bob,0,0,0,94,4,complete,i_37
13,C,2025-01-01 10:13:11,16,Edd,Employee,Machine 1,0,0,1,15,1,14,Bob,0,0,0,94,4,complete,i_38
13,B,2025-01-01 10:13:15,8,Ed,Boss,Machine 2,35,0,3,5,1,4,Bob,0,0,0,94,4,complete,i_39
13,A,2025-01-01 10:13:22,18,Edd,Employee,Machine 1,0,0,18,0,0,0,Bob,0,0,0,94,4,complete,i_40
13,A,2025-01-01 10:13:24,17,Eddy,Employee,Machine 1,0,0,12,5,3,2,Bob,0,0,0,94,4,complete,i_41
14,A,2025-01-01 10:14:00,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Patrick,0,7,0,69,2,complete,i_42
14,A,2025-01-01 10:14:02,19,Eddy,Employee,Machine 2,0,0,2,17,10,7,Patrick,0,7,0,69,2,complete,i_43
14,C,2025-01-01 10:14:05,12,Eddy,Employee,Machine 2,14,11,6,6,5,1,Patrick,0,7,0,69,2,complete,i_44
14,C,2025-01-01 10:14:12,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Patrick,0,7,0,69,2,complete,i_45
14,A,2025-01-01 10:14:21,8,Eddy,Employee,Machine 1,0,0,5,3,1,2,Patrick,0,7,0,69,2,complete,i_46
14,A,2025-01-01 10:14:26,7,Ed,Boss,Machine 1,8,7,4,3,3,0,Patrick,0,7,0,69,2,complete,i_47
14,A,2025-01-01 10:14:31,2,Edd,Employee,Machine 2,59,0,0,2,2,0,Patrick,0,7,0,69,2,start,i_48
14,A,2025-01-01 10:14:40,6,Eddy,Employee,Machine 1,0,0,2,4,1,3,Patrick,0,7,0,69,2,start,i_50
14,A,2025-01-01 10:14:43,16,Ed,Boss,Machine 2,29,0,6,10,10,0,Patrick,0,7,0,69,2,complete,i_48
14,C,2025-01-01 10:14:53,9,Eddy,Employee,Machine 1,25,0,0,9,9,0,Patrick,0,7,0,69,2,complete,i_49
14,A,2025-01-01 10:14:54,1,Edd,Employee,Machine 2,0,0,1,0,0,0,Patrick,0,7,0,69,2,start,i_51
14,A,2025-01-01 10:15:01,2,Edd,Employee,Machine 2,50,0,1,1,1,0,Patrick,0,7,0,69,2,complete,i_50
14,A,2025-01-01 10:15:04,0,Edd,Employee,Machine 1,2,0,0,0,0,0,Patrick,0,7,0,69,2,complete,i_51
14,A,2025-01-01 10:15:12,12,Eddy,Employee,Machine 1,0,0,12,0,0,0,Patrick,0,7,0,69,2,complete,i_52
14,D,2025-01-01 10:15:20,1,Ed,Boss,Machine 1,0,0,0,1,0,1,Patrick,0,7,0,69,2,start,i_55
14,B,2025-01-01 10:15:28,12,Eddy,Employee,Machine 1,0,0,11,1,0,1,Patrick,0,7,0,69,2,complete,i_53
14,C,2025-01-01 10:15:32,2,Ed,Boss,Machine 2,0,0,1,1,0,1,Patrick,0,7,0,69,2,complete,i_54
14,D,2025-01-01 10:15:35,0,Edd,Employee,Machine 2,0,0,0,0,0,0,Patrick,0,7,0,69,2,complete,i_55
15,A,2025-01-01 10:15:45,3,Eddy,Employee,Machine 2,0,0,0,3,0,3,Bob,0,19,0,50,5,complete,i_56
15,C,2025-01-01 10:15:50,7,Ed,Boss,Machine 2,70,9,1,6,2,4,Bob,0,19,0,50,5,start,i_63
15,D,2025-01-01 10:15:58,9,Edd,Employee,Machine 2,13,0,9,0,0,0,Bob,0,19,0,50,5,start,i_61
15,A,2025-01-01 10:16:02,0,Eddy,Employee,Machine 1,93,7,0,0,0,0,Bob,0,19,0,50,5,complete,i_57
15,A,2025-01-01 10:16:07,0,Edd,Employee,Machine 2,0,0,0,0,0,0,Bob,0,19,0,50,5,complete,i_58
15,B,2025-01-01 10:16:08,0,Ed,Boss,Machine 1,57,0,0,0,0,0,Bob,0,19,0,50,5,complete,i_59
15,A,2025-01-01 10:16:14,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Bob,0,19,0,50,5,complete,i_60
15,A,2025-01-01 10:16:22,14,Edd,Employee,Machine 1,0,0,3,11,10,1,Bob,0,19,0,50,5,start,i_62
15,D,2025-01-01 10:16:32,8,Ed,Boss,Machine 2,24,23,0,8,2,6,Bob,0,19,0,50,5,complete,i_61
15,A,2025-01-01 10:16:55,0,Ed,Boss,Machine 2,20,0,0,0,0,0,Bob,0,19,0,50,5,complete,i_62
15,C,2025-01-01 10:17:04,3,Eddy,Employee,Machine 1,0,0,3,0,0,0,Bob,0,19,0,50,5,complete,i_63
16,B,2025-01-01 10:17:10,0,Edd,Employee,Machine 2,0,0,0,0,0,0,Squidward,48,0,96,33,2,start,i_67
16,A,2025-01-01 10:17:17,12,Edd,Employee,Machine 2,0,0,5,7,3,4,Squidward,48,0,96,33,2,complete,i_64
16,A,2025-01-01 10:17:27,13,Eddy,Employee,Machine 2,77,0,3,10,8,2,Squidward,48,0,96,33,2,complete,i_65
16,D,2025-01-01 10:17:31,17,Edd,Employee,Machine 2,0,0,9,8,6,2,Squidward,48,0,96,33,2,complete,i_66
16,B,2025-01-01 10:17:38,9,Edd,Employee,Machine 1,93,34,5,4,1,3,Squidward,48,0,96,33,2,complete,i_67
17,A,2025-01-01 10:17:43,17,Edd,Employee,Machine 1,0,0,3,14,0,14,Gary,91,0,10,14,5,complete,i_68
17,A,2025-01-01 10:17:45,20,Ed,Boss,Machine 2,10,0,9,11,5,6,Gary,91,0,10,14,5,start,i_69
17,A,2025-01-01 10:17:48,16,Eddy,Employee,Machine 2,22,0,15,1,0,1,Gary,91,0,10,14,5,start,i_70
17,A,2025-01-01 10:17:58,5,Eddy,Employee,Machine 2,15,1,3,2,0,2,Gary,91,0,10,14,5,complete,i_69
17,A,2025-01-01 10:18:01,8,Eddy,Employee,Machine 1,0,0,7,1,0,1,Gary,91,0,10,14,5,complete,i_70
17,B,2025-01-01 10:18:03,7,Ed,Boss,Machine 2,0,0,5,2,0,2,Gary,91,0,10,14,5,complete,i_71
18,A,2025-01-01 10:18:06,11,Edd,Employee,Machine 2,62,0,1,10,8,2,Squidward,29,79,37,60,3,complete,i_72
19,A,2025-01-01 10:18:10,0,Edd,Employee,Machine 1,18,11,0,0,0,0,Bob,92,0,70,21,1,complete,i_73
19,D,2025-01-01 10:18:14,18,Ed,Boss,Machine 2,0,0,1,17,0,17,Bob,92,0,70,21,1,complete,i_74
19,A,2025-01-01 10:18:30,0,Ed,Boss,Machine 2,0,0,0,0,0,0,Bob,92,0,70,21,1,start,i_75
19,A,2025-01-01 10:18:34,13,Edd,Employee,Machine 2,0,0,9,4,3,1,Bob,92,0,70,21,1,complete,i_75
19,A,2025-01-01 10:18:39,9,Ed,Boss,Machine 2,0,0,6,3,3,0,Bob,92,0,70,21,1,complete,i_76
2,A,2025-01-01 10:02:34,2,Edd,Employee,Machine 1,92,0,1,1,1,0,Patrick,51,0,0,51,4,complete,i_77
2,A,2025-01-01 10:02:43,3,Eddy,Employee,Machine 1,25,0,0,3,0,3,Patrick,51,0,0,51,4,start,i_78
2,A,2025-01-01 10:02:51,5,Ed,Boss,Machine 1,2,0,4,1,0,1,Patrick,51,0,0,51,4,complete,i_78
2,A,2025-01-01 10:02:58,7,Ed,Boss,Machine 1,0,0,0,7,7,0,Patrick,51,0,0,51,4,complete,i_79
2,D,2025-01-01 10:03:00,12,Edd,Employee,Machine 2,99,52,11,1,1,0,Patrick,51,0,0,51,4,complete,i_80
2,A,2025-01-01 10:03:03,1,Edd,Employee,Machine 2,87,0,1,0,0,0,Patrick,51,0,0,51,4,complete,i_81
2,C,2025-01-01 10:03:09,15,Edd,Employee,Machine 2,0,0,8,7,5,2,Patrick,51,0,0,51,4,complete,i_82
3,C,2025-01-01 10:03:42,17,Edd,Employee,Machine 2,87,0,12,5,5,0,Squidward,0,86,0,86,3,start,i_83
3,C,2025-01-01 10:03:50,0,Ed,Boss,Machine 2,0,0,0,0,0,0,Squidward,0,86,0,86,3,complete,i_83
3,A,2025-01-01 10:03:52,6,Edd,Employee,Machine 1,85,0,5,1,1,0,Squidward,0,86,0,86,3,start,i_85
3,B,2025-01-01 10:04:00,0,Eddy,Employee,Machine 2,0,0,0,0,0,0,Squidward,0,86,0,86,3,complete,i_84
3,B,2025-01-01 10:04:06,20,Eddy,Employee,Machine 1,0,0,2,18,16,2,Squidward,0,86,0,86,3,start,i_86
3,A,2025-01-01 10:04:11,11,Ed,Boss,Machine 2,16,3,6,5,5,0,Squidward,0,86,0,86,3,complete,i_85
3,A,2025-01-01 10:04:20,19,Eddy,Employee,Machine 1,62,0,6,13,8,5,Squidward,0,86,0,86,3,start,i_87
3,B,2025-01-01 10:04:26,13,Ed,Boss,Machine 1,0,0,0,13,9,4,Squidward,0,86,0,86,3,complete,i_86
3,A,2025-01-01 10:04:32,4,Eddy,Employee,Machine 1,0,0,2,2,2,0,Squidward,0,86,0,86,3,complete,i_87
3,A,2025-01-01 10:04:37,7,Ed,Boss,Machine 1,0,0,1,6,3,3,Squidward,0,86,0,86,3,start,i_88
3,A,2025-01-01 10:05:01,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Squidward,0,86,0,86,3,complete,i_88
4,B,2025-01-01 10:05:04,18,Edd,Employee,Machine 2,64,0,11,7,4,3,Gary,64,0,0,8,3,complete,i_89
4,C,2025-01-01 10:05:12,12,Ed,Boss,Machine 2,80,0,5,7,0,7,Gary,64,0,0,8,3,complete,i_90
5,B,2025-01-01 10:05:20,1,Edd,Employee,Machine 1,0,0,1,0,0,0,Bob,46,62,0,99,3,complete,i_91
5,A,2025-01-01 10:05:26,4,Edd,Employee,Machine 1,90,7,4,0,0,0,Bob,46,62,0,99,3,complete,i_92
5,A,2025-01-01 10:05:28,4,Ed,Boss,Machine 2,0,0,3,1,0,1,Bob,46,62,0,99,3,complete,i_93
5,B,2025-01-01 10:05:30,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Bob,46,62,0,99,3,complete,i_94
5,B,2025-01-01 10:05:33,0,Eddy,Employee,Machine 1,72,0,0,0,0,0,Bob,46,62,0,99,3,complete,i_95
5,A,2025-01-01 10:05:40,16,Ed,Boss,Machine 1,61,26,9,7,2,5,Bob,46,62,0,99,3,start,i_97
5,A,2025-01-01 10:05:42,0,Ed,Boss,Machine 2,0,0,0,0,0,0,Bob,46,62,0,99,3,start,i_99
5,C,2025-01-01 10:05:51,14,Edd,Employee,Machine 1,66,0,6,8,2,6,Bob,46,62,0,99,3,complete,i_96
5,B,2025-01-01 10:05:54,18,Eddy,Employee,Machine 1,31,29,3,15,9,6,Bob,46,62,0,99,3,start,i_98
5,A,2025-01-01 10:05:56,20,Ed,Boss,Machine 2,0,0,19,1,0,1,Bob,46,62,0,99,3,complete,i_97
5,B,2025-01-01 10:05:57,2,Eddy,Employee,Machine 2,0,0,2,0,0,0,Bob,46,62,0,99,3,complete,i_98
5,A,2025-01-01 10:06:01,13,Eddy,Employee,Machine 2,2,0,11,2,0,2,Bob,46,62,0,99,3,complete,i_99
5,C,2025-01-01 10:06:15,8,Ed,Boss,Machine 1,0,0,1,7,3,4,Bob,46,62,0,99,3,complete,i_100
6,A,2025-01-01 10:06:19,20,Eddy,Employee,Machine 2,0,0,19,1,0,1,Bob,0,65,76,0,4,complete,i_101
6,A,2025-01-01 10:06:27,0,Eddy,Employee,Machine 1,83,0,0,0,0,0,Bob,0,65,76,0,4,complete,i_102
6,A,2025-01-01 10:06:31,8,Edd,Employee,Machine 2,0,0,1,7,3,4,Bob,0,65,76,0,4,complete,i_103
6,A,2025-01-01 10:06:39,6,Edd,Employee,Machine 2,0,0,3,3,0,3,Bob,0,65,76,0,4,complete,i_104
6,A,2025-01-01 10:06:40,0,Edd,Employee,Machine 1,76,6,0,0,0,0,Bob,0,65,76,0,4,start,i_110
6,C,2025-01-01 10:06:50,5,Eddy,Employee,Machine 1,0,0,3,2,1,1,Bob,0,65,76,0,4,complete,i_105
6,C,2025-01-01 10:06:59,14,Edd,Employee,Machine 2,0,0,9,5,4,1,Bob,0,65,76,0,4,start,i_107
6,B,2025-01-01 10:07:04,17,Edd,Employee,Machine 1,0,0,16,1,1,0,Bob,0,65,76,0,4,complete,i_106
6,C,2025-01-01 10:07:14,7,Ed,Boss,Machine 2,0,0,5,2,1,1,Bob,0,65,76,0,4,complete,i_107
6,B,2025-01-01 10:07:21,4,Edd,Employee,Machine 2,59,1,1,3,1,2,Bob,0,65,76,0,4,start,i_108
6,B,2025-01-01 10:07:22,7,Ed,Boss,Machine 1,50,0,4,3,0,3,Bob,0,65,76,0,4,complete,i_108
6,B,2025-01-01 10:07:25,7,Edd,Employee,Machine 1,0,0,7,0,0,0,Bob,0,65,76,0,4,complete,i_109
6,A,2025-01-01 10:07:30,10,Ed,Boss,Machine 2,80,23,4,6,4,2,Bob,0,65,76,0,4,complete,i_110
6,D,2025-01-01 10:07:35,3,Ed,Boss,Machine 1,99,54,0,3,2,1,Bob,0,65,76,0,4,complete,i_111
7,D,2025-01-01 10:07:44,3,Ed,Boss,Machine 1,16,0,0,3,2,1,Krabs,0,9,0,0,3,start,i_113
7,A,2025-01-01 10:07:54,6,Eddy,Employee,Machine 2,0,0,6,0,0,0,Krabs,0,9,0,0,3,complete,i_112
7,D,2025-01-01 10:07:56,13,Edd,Employee,Machine 2,0,0,10,3,3,0,Krabs,0,9,0,0,3,complete,i_113
7,A,2025-01-01 10:08:01,12,Ed,Boss,Machine 1,38,0,4,8,0,8,Krabs,0,9,0,0,3,complete,i_114
7,A,2025-01-01 10:08:08,14,Eddy,Employee,Machine 1,77,0,9,5,1,4,Krabs,0,9,0,0,3,start,i_115
7,A,2025-01-01 10:08:15,5,Edd,Employee,Machine 2,0,0,3,2,0,2,Krabs,0,9,0,0,3,complete,i_115
7,A,2025-01-01 10:08:21,19,Edd,Employee,Machine 2,75,75,17,2,1,1,Krabs,0,9,0,0,3,complete,i_116
7,A,2025-01-01 10:08:24,20,Ed,Boss,Machine 2,0,0,12,8,1,7,Krabs,0,9,0,0,3,complete,i_117
7,A,2025-01-01 10:08:34,20,Eddy,Employee,Machine 2,0,0,14,6,2,4,Krabs,0,9,0,0,3,complete,i_118
8,B,2025-01-01 10:08:44,4,Ed,Boss,Machine 2,63,30,4,0,0,0,Squidward,29,51,36,0,3,complete,i_119
9,A,2025-01-01 10:09:02,5,Ed,Boss,Machine 1,10,0,5,0,0,0,Sandy,0,0,0,70,3,start,i_120
9,A,2025-01-01 10:09:08,1,Eddy,Employee,Machine 1,0,0,1,0,0,0,Sandy,0,0,0,70,3,start,i_121
9,A,2025-01-01 10:09:19,7,Ed,Boss,Machine 1,0,0,1,6,5,1,Sandy,0,0,0,70,3,complete,i_120
9,A,2025-01-01 10:09:43,6,Eddy,Employee,Machine 2,0,0,5,1,0,1,Sandy,0,0,0,70,3,complete,i_121
