dimension,granularity,indicator_name,result,status
general,activities,activity_instance_count,67,Success
general,activities,human_resource_count,3,Success
general,activities,resource_count,2,Success
general,cases,activity_count,4,Success
general,cases,activity_instance_count,9,Success
general,cases,human_resource_count,3,Success
general,cases,resource_count,2,Success
general,cases,role_count,2,Success
general,groups,activity_count,10,Success
general,groups,activity_instance_count,25,Success
general,groups,case_count,3,Success
general,groups,expected_activity_count,3.333,Success
general,groups,expected_activity_instance_count,8.333,Success
general,groups,expected_human_resource_count,3.0,Success
general,groups,expected_resource_count,2.0,Success
general,groups,expected_role_count,2.0,Success
general,groups,human_resource_count,9,Success
general,groups,resource_count,6,Success
general,groups,role_count,6,Success
quality,activities,activity_instance_count_by_human_resource,21,Success
quality,activities,client_count_and_total_cost_ratio,0.011,Success
quality,activities,human_resource_count,3,Success
quality,activities,outcome_unit_count,1184.0,Success
quality,activities,rework_count,49,Success
quality,activities,rework_count_by_value,49,Success
quality,activities,rework_percentage,0.731,Success
quality,activities,rework_percentage_by_value,0.731,Success
quality,activities,rework_time,0 days 00:13:41,Success
quality,activities,successful_outcome_unit_count,994.0,Success
quality,activities,successful_outcome_unit_percentage,0.84,Success
quality,activities,total_cost_and_client_count_ratio,91.167,Success
quality,cases,activity_instance_count_by_human_resource,4,Success
quality,cases,activity_instance_count_by_role,4,Success
quality,cases,automated_activity_count,2,Success
quality,cases,automated_activity_instance_count,7,Success
quality,cases,desired_activity_count,2,Success
quality,cases,human_resource_count,3,Success
quality,cases,non_automated_activity_count,2,Success
quality,cases,non_automated_activity_instance_count,2,Success
quality,cases,outcome_unit_count,256.0,Success
quality,cases,overall_quality,2.0,Success
quality,cases,repeatability,0.556,Success
quality,cases,rework_count,5,Success
quality,cases,rework_count_by_value,5,Success
quality,cases,rework_of_activities_subset,5,Success
quality,cases,rework_percentage,0.556,Success
quality,cases,rework_percentage_by_value,0.556,Success
quality,cases,rework_time,0 days 00:00:35,Success
quality,cases,successful_outcome_unit_count,166.0,Success
quality,cases,successful_outcome_unit_percentage,0.648,Success
quality,cases,unwanted_activity_count,1,Success
quality,cases,unwanted_activity_instance_count,1,Success
quality,cases,unwanted_activity_instance_percentage,0.111,Success
quality,cases,unwanted_activity_percentage,0.25,Success
quality,groups,activity_instance_count_by_human_resource,10,Success
quality,groups,activity_instance_count_by_role,10,Success
quality,groups,automated_activity_count,2,Success
quality,groups,automated_activity_instance_count,15,Success
quality,groups,case_and_client_count_ratio,1.0,Success
quality,groups,case_count_where_activity_after_time_frame,0,Success
quality,groups,case_count_where_activity_before_time_frame,0,Success
quality,groups,case_count_where_activity_during_time_frame,3,Success
quality,groups,case_count_where_end_activity_is_a,0,Success
quality,groups,case_count_where_start_activity_is_a,2,Success
quality,groups,case_count_with_rework,3,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_during_time_frame,1.0,Success
quality,groups,case_percentage_where_end_activity_is_a,0.0,Success
quality,groups,case_percentage_where_start_activity_is_a,0.667,Success
quality,groups,case_percentage_with_missed_deadline,0,Success
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,0.015,Success
quality,groups,desired_activity_count,2,Success
quality,groups,expected_activity_instance_count_by_human_resource,3.333,Success
quality,groups,expected_activity_instance_count_by_role,3.333,Success
quality,groups,expected_automated_activity_count,1.333,Success
quality,groups,expected_automated_activity_instance_count,5.0,Success
quality,groups,expected_client_count_and_total_cost_ratio,0.015,Success
quality,groups,expected_desired_activity_count,0.24,Success
quality,groups,expected_human_resource_count,0.36,Success
quality,groups,expected_non_automated_activity_count,0.24,Success
quality,groups,expected_non_automated_activity_instance_count,3.333,Success
quality,groups,expected_outcome_unit_count,210.0,Success
quality,groups,expected_overall_quality,2.667,Success
quality,groups,expected_repeatability,0.6,Success
quality,groups,expected_rework_count,5.0,Success
quality,groups,expected_rework_count_by_value,5.0,Success
quality,groups,expected_rework_of_activities_subset,4.0,Success
quality,groups,expected_rework_percentage,0.585,Success
quality,groups,expected_rework_percentage_by_value,0.585,Success
quality,groups,expected_rework_time,0 days 00:00:29,Success
quality,groups,expected_successful_outcome_unit_count,162.667,Success
quality,groups,expected_successful_outcome_unit_percentage,0.821,Success
quality,groups,expected_total_cost_and_client_count_ratio,0.015,Success
quality,groups,expected_unwanted_activity_count,3,Success
quality,groups,expected_unwanted_activity_instance_count,2.0,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.226,Success
quality,groups,expected_unwanted_activity_percentage,0.305,Success
quality,groups,human_resource_count,3,Success
quality,groups,non_automated_activity_count,2,Success
quality,groups,non_automated_activity_instance_count,10,Success
quality,groups,outcome_unit_count,630.0,Success
quality,groups,repeatability,0.6,Success
quality,groups,rework_count,15,Success
quality,groups,rework_count_by_value,15,Success
quality,groups,rework_of_activities_subset,12,Success
quality,groups,rework_percentage,0.6,Success
quality,groups,rework_percentage_by_value,0.6,Success
quality,groups,rework_time,0 days 00:01:27,Success
quality,groups,successful_outcome_unit_count,488.0,Success
quality,groups,successful_outcome_unit_percentage,0.775,Success
quality,groups,total_cost_and_client_count_ratio,0.015,Success
quality,groups,unwanted_activity_count,1,Success
quality,groups,unwanted_activity_instance_count,6,Success
quality,groups,unwanted_activity_instance_percentage,0.24,Success
quality,groups,unwanted_activity_percentage,0.1,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,80.0,Success
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,156.0,Success
quality,instances,successful_outcome_unit_count,57.0,Success
quality,instances,successful_outcome_unit_percentage,0.713,Success
time,activities,lead_time,0 days 00:14:43,Success
time,activities,service_and_lead_time_ratio,0.5855039637599094,Success
time,activities,service_time,0 days 00:08:37,Success
time,activities,waiting_time,0 days 00:06:06,Success
time,cases,active_time,-1 days +23:59:48,Success
time,cases,activity_count,4,Success
time,cases,activity_instance_count,9,Success
time,cases,automated_activity_count,2,Success
time,cases,automated_activity_instance_count,7,Success
time,cases,automated_activity_service_time,0 days 00:00:30,Success
time,cases,handover_count,6.0,Success
time,cases,idle_time,0 days 00:01:12,Success
time,cases,lead_time,0 days 00:01:00,Success
time,cases,lead_time_deviation_from_deadline,-1 days +23:59:30,Success
time,cases,lead_time_deviation_from_expectation,0 days 00:00:00,Success
time,cases,lead_time_from_activity_a,0 days 00:01:09,Success
time,cases,lead_time_from_activity_a_to_b,0 days 00:00:15,Success
time,cases,lead_time_to_activity_a,-1 days +23:59:51,Success
time,cases,service_and_lead_time_ratio,0.5,Success
time,cases,service_time,0 days 00:00:30,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:06,Success
time,cases,waiting_time,0 days 00:01:12,Success
time,cases,waiting_time_from_activity_a_to_b,0 days 00:00:09,Success
time,groups,activity_count,4,Success
time,groups,activity_instance_count,25,Success
time,groups,automated_activity_count,2,Success
time,groups,automated_activity_instance_count,15,Success
time,groups,automated_activity_service_time,0 days 00:00:50,Success
time,groups,case_count_lead_time_ratio,61.714,Success
time,groups,case_count_where_lead_time_over_value,0,Success
time,groups,case_percentage_where_lead_time_over_value,0.0,Success
time,groups,case_percentage_with_missed_deadline,0.0,Success
time,groups,expected_active_time,-1 days +23:59:58,Success
time,groups,expected_activity_count,3.333,Success
time,groups,expected_activity_instance_count,8.333,Success
time,groups,expected_automated_activity_count,1.333,Success
time,groups,expected_automated_activity_instance_count,5.0,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:16.666666666,Success
time,groups,expected_handover_count,5.0,Success
time,groups,expected_idle_time,0 days 00:00:49,Success
time,groups,expected_lead_time,0 days 00:00:46.980000,Success
time,groups,expected_lead_time_deviation_from_deadline,-1 days +23:59:43.020000001,Success
time,groups,expected_lead_time_deviation_from_expectation,0 days 00:00:13.020000,Success
time,groups,expected_lead_time_from_activity_a,0 days 00:00:55.666666666,Success
time,groups,expected_lead_time_from_activity_a_to_b,0 days 00:00:22,Success
time,groups,expected_lead_time_to_activity_a,-1 days +23:59:51.333333334,Success
time,groups,expected_service_and_lead_time_ratio,2.5755640698169433,Success
time,groups,expected_service_time,0 days 00:00:40.320000,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:07.666666666,Success
time,groups,expected_waiting_time,0 days 00:00:49,Success
time,groups,expected_waiting_time_from_activity_a_to_b,0 days 00:00:14.666666666,Success
time,groups,lead_time,0 days 00:02:55,Success
time,groups,lead_time_and_case_count_ratio,0 days 00:00:57.600000,Success
time,groups,service_and_lead_time_ratio,0.6914285714285714,Success
time,groups,service_time,0 days 00:02:01,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:23,Success
time,instances,lead_time,0 days 00:00:51,Success
time,instances,service_and_lead_time_ratio,0.9803921568627451,Success
time,instances,service_time,0 days 00:00:50,Success
time,instances,waiting_time,0 days 00:00:01,Success
