number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0001695,New,True,5,0,7,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 578,4/3/2016 22:08,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,6,0,8,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 746,5/3/2016 01:13,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,6,0,10,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 135,10/3/2016 13:36,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,6,0,11,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 135,10/3/2016 13:38,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,6,0,12,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 135,11/3/2016 12:47,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,Resolved,True,6,0,13,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 135,11/3/2016 12:47,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,Closed,False,6,0,14,False,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 908,24/3/2016 18:50,Phone,Location 35,Category 40,Subcategory 215,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0003091,New,True,0,0,0,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 44,7/3/2016 08:58,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Active,True,0,0,4,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 44,18/3/2016 12:55,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Active,True,0,0,5,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 135,18/3/2016 14:28,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Active,True,1,0,6,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 135,18/3/2016 14:29,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Active,True,2,0,7,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 131,18/3/2016 17:51,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Active,True,2,0,9,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 60,21/3/2016 08:54,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Active,True,3,0,10,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 60,21/3/2016 08:54,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Resolved,True,3,0,11,True,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 135,22/3/2016 15:42,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003091,Closed,False,3,0,12,False,Caller 2081,Opened by  17,7/3/2016 08:47,Created by 10,7/3/2016 08:58,Updated by 908,27/3/2016 15:59,Phone,Location 82,Category 23,Subcategory 3,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22/3/2016 15:42,27/3/2016 15:59
INC0003170,New,True,0,0,0,True,Caller 4431,Opened by  62,7/3/2016 09:35,Created by 33,7/3/2016 09:43,Updated by 133,7/3/2016 09:43,Phone,Location 51,Category 19,Subcategory 4,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 167,7/3/2016 11:56,24/3/2016 18:40
INC0003170,Active,True,0,0,1,True,Caller 4431,Opened by  62,7/3/2016 09:35,Created by 33,7/3/2016 09:43,Updated by 789,7/3/2016 11:06,Phone,Location 51,Category 19,Subcategory 4,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 167,7/3/2016 11:56,24/3/2016 18:40
INC0003170,Resolved,True,0,0,2,True,Caller 4431,Opened by  62,7/3/2016 09:35,Created by 33,7/3/2016 09:43,Updated by 718,7/3/2016 11:56,Phone,Location 51,Category 19,Subcategory 4,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 167,7/3/2016 11:56,24/3/2016 18:40
INC0003170,Closed,False,0,0,3,False,Caller 4431,Opened by  62,7/3/2016 09:35,Created by 33,7/3/2016 09:43,Updated by 908,24/3/2016 18:40,Phone,Location 51,Category 19,Subcategory 4,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 30,Resolver 184,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 167,7/3/2016 11:56,24/3/2016 18:40
INC0003664,New,True,0,0,0,True,Caller 2874,Opened by  17,7/3/2016 14:55,Created by 10,7/3/2016 14:57,Updated by 44,7/3/2016 14:57,Phone,Location 209,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 126,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,9/3/2016 18:43,24/3/2016 18:50
INC0003664,Awaiting User Info,True,0,0,1,True,Caller 2874,Opened by  17,7/3/2016 14:55,Created by 10,7/3/2016 14:57,Updated by 465,9/3/2016 11:52,Phone,Location 209,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,9/3/2016 18:43,24/3/2016 18:50
INC0003664,Resolved,True,1,0,2,True,Caller 2874,Opened by  17,7/3/2016 14:55,Created by 10,7/3/2016 14:57,Updated by 467,9/3/2016 18:43,Phone,Location 209,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 126,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,9/3/2016 18:43,24/3/2016 18:50
INC0003664,Closed,False,1,0,3,False,Caller 2874,Opened by  17,7/3/2016 14:55,Created by 10,7/3/2016 14:57,Updated by 908,24/3/2016 18:50,Phone,Location 209,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 126,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,9/3/2016 18:43,24/3/2016 18:50
INC0003890,New,True,0,0,0,True,Caller 4620,Opened by  24,8/3/2016 07:30,Created by 13,8/3/2016 07:33,Updated by 60,8/3/2016 07:33,Phone,Location 93,Category 24,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 10:53,24/3/2016 18:41
INC0003890,New,True,0,0,1,True,Caller 4620,Opened by  24,8/3/2016 07:30,Created by 13,8/3/2016 07:33,Updated by 833,8/3/2016 10:35,Phone,Location 93,Category 24,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 10:53,24/3/2016 18:41
INC0003890,Active,True,0,0,2,True,Caller 4620,Opened by  24,8/3/2016 07:30,Created by 13,8/3/2016 07:33,Updated by 833,8/3/2016 10:43,Phone,Location 93,Category 24,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 10:53,24/3/2016 18:41
INC0003890,Active,True,0,0,3,True,Caller 4620,Opened by  24,8/3/2016 07:30,Created by 13,8/3/2016 07:33,Updated by 833,8/3/2016 10:53,Phone,Location 93,Category 24,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 10:53,24/3/2016 18:41
INC0003890,Resolved,True,0,0,4,True,Caller 4620,Opened by  24,8/3/2016 07:30,Created by 13,8/3/2016 07:33,Updated by 833,8/3/2016 10:53,Phone,Location 93,Category 24,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 10:53,24/3/2016 18:41
INC0003890,Closed,False,0,0,5,False,Caller 4620,Opened by  24,8/3/2016 07:30,Created by 13,8/3/2016 07:33,Updated by 908,24/3/2016 18:41,Phone,Location 93,Category 24,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 196,8/3/2016 10:53,24/3/2016 18:41
INC0004351,New,True,0,0,0,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 908,8/3/2016 14:31,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004351,New,True,0,0,1,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 928,8/3/2016 15:52,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004351,New,True,1,0,2,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 928,8/3/2016 15:53,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004351,New,True,1,0,3,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 859,8/3/2016 17:08,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004351,New,True,2,0,4,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 859,8/3/2016 17:08,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004351,New,True,3,0,5,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 131,8/3/2016 18:10,Phone,Location 143,Category 26,Subcategory 164,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004351,New,True,4,0,6,True,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 746,9/3/2016 01:51,Phone,Location 143,Category 26,Subcategory 164,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
