Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 30,Take in charge ticket,Value 2,2011/02/07 09:19:45.000,Variant 1,1,Variant 1,Value 1,Value 26,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 30,Resolve ticket,Value 2,2011/02/10 09:01:20.000,Variant 1,1,Variant 1,Value 1,Value 26,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 30,Closed,Value 5,2011/02/25 09:01:35.000,Variant 1,1,Variant 1,Value 1,Value 26,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,Assign seriousness,Value 14,2013/06/11 13:56:40.000,Variant 14,14,Variant 14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,Take in charge ticket,Value 14,2013/06/25 10:42:45.000,Variant 14,14,Variant 14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,Wait,Value 14,2013/06/25 10:43:50.000,Variant 14,14,Variant 14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,Wait,Value 9,2013/06/26 13:27:04.000,Variant 14,14,Variant 14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,Resolve ticket,Value 9,2013/07/05 10:18:32.000,Variant 14,14,Variant 14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,Closed,Value 3,2013/07/20 10:18:42.000,Variant 14,14,Variant 14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 70,Assign seriousness,Value 8,2011/06/07 07:34:53.000,Variant 2,2,Variant 2,Value 1,Value 48,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 70,Take in charge ticket,Value 8,2011/06/07 07:35:14.000,Variant 2,2,Variant 2,Value 1,Value 48,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 70,Wait,Value 2,2011/07/08 08:44:58.000,Variant 2,2,Variant 2,Value 1,Value 48,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 70,Resolve ticket,Value 2,2011/07/12 07:00:36.000,Variant 2,2,Variant 2,Value 1,Value 48,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 70,Closed,Value 5,2011/07/27 07:01:03.000,Variant 2,2,Variant 2,Value 1,Value 48,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 101,Insert ticket,Value 15,2010/06/18 13:47:15.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 101,Assign seriousness,Value 15,2010/06/18 14:18:15.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 101,Take in charge ticket,Value 2,2010/06/29 07:35:47.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 101,Resolve ticket,Value 2,2010/06/29 08:33:07.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 101,Closed,Value 5,2010/08/05 13:50:24.000,Variant 7,7,Variant 7,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 136,Assign seriousness,Value 4,2012/06/06 14:48:56.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 136,Take in charge ticket,Value 9,2012/06/07 12:19:44.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 136,Resolve ticket,Value 9,2012/06/08 07:13:29.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 136,Closed,Value 5,2012/07/07 14:50:30.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 180,Assign seriousness,Value 1,2011/10/06 10:23:22.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 180,Take in charge ticket,Value 1,2011/10/06 14:07:44.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 180,Resolve ticket,Value 1,2011/10/06 14:31:30.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 180,Closed,Value 5,2011/11/19 11:30:36.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 231,Assign seriousness,Value 14,2010/10/19 14:08:14.000,Variant 4,4,Variant 4,Value 1,Value 3,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 231,Assign seriousness,Value 2,2010/10/20 16:03:58.000,Variant 4,4,Variant 4,Value 1,Value 3,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 231,Take in charge ticket,Value 2,2010/10/20 16:04:16.000,Variant 4,4,Variant 4,Value 1,Value 3,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 231,Resolve ticket,Value 15,2010/10/21 08:26:29.000,Variant 4,4,Variant 4,Value 1,Value 3,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 231,Closed,Value 5,2010/12/03 15:10:20.000,Variant 4,4,Variant 4,Value 1,Value 3,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 241,Assign seriousness,Value 1,2012/05/17 15:53:08.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 241,Take in charge ticket,Value 6,2012/05/18 06:58:20.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 241,Resolve ticket,Value 16,2012/05/21 08:27:17.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 241,Closed,Value 5,2012/06/30 16:03:05.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 253,Assign seriousness,Value 2,2012/10/01 15:49:38.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 253,Take in charge ticket,Value 3,2012/10/01 15:51:03.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 253,Resolve ticket,Value 13,2012/10/22 14:13:31.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 253,Closed,Value 3,2012/11/06 15:13:45.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 297,Assign seriousness,Value 19,2010/07/15 10:44:37.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 297,Take in charge ticket,Value 2,2010/07/15 12:54:40.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 297,Resolve ticket,Value 2,2010/07/15 13:10:18.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 297,Closed,Value 5,2010/08/17 10:50:14.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 351,Assign seriousness,Value 2,2010/03/29 10:12:13.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 351,Take in charge ticket,Value 2,2010/04/01 14:17:35.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 351,Resolve ticket,Value 2,2010/04/01 14:17:42.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 351,Closed,Value 5,2010/05/27 10:20:52.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 377,Assign seriousness,Value 9,2011/12/16 14:59:08.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 377,Take in charge ticket,Value 13,2011/12/19 11:09:41.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 377,Resolve ticket,Value 13,2012/01/13 15:22:13.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 377,Closed,Value 5,2012/01/28 15:22:39.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 417,Assign seriousness,Value 13,2012/04/03 16:21:42.000,Variant 2,2,Variant 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 417,Take in charge ticket,Value 4,2012/04/04 14:04:39.000,Variant 2,2,Variant 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 417,Wait,Value 2,2012/04/06 07:21:38.000,Variant 2,2,Variant 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 417,Resolve ticket,Value 2,2012/04/16 12:36:10.000,Variant 2,2,Variant 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 417,Closed,Value 5,2012/05/05 12:20:25.000,Variant 2,2,Variant 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 439,Assign seriousness,Value 4,2012/02/01 08:30:27.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 439,Take in charge ticket,Value 2,2012/02/09 17:05:23.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 439,Resolve ticket,Value 2,2012/02/15 10:07:50.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 439,Closed,Value 5,2012/03/16 10:08:15.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 479,Assign seriousness,Value 1,2012/05/15 15:30:10.000,Variant 5,5,Variant 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 479,Resolve ticket,Value 1,2012/05/16 07:06:18.000,Variant 5,5,Variant 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 479,Closed,Value 5,2012/06/15 15:41:31.000,Variant 5,5,Variant 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 556,Assign seriousness,Value 1,2012/07/05 09:23:18.000,Variant 5,5,Variant 5,Value 1,Value 167,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 556,Resolve ticket,Value 1,2012/07/05 09:44:30.000,Variant 5,5,Variant 5,Value 1,Value 167,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 556,Closed,Value 5,2012/08/07 09:30:11.000,Variant 5,5,Variant 5,Value 1,Value 167,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 568,Assign seriousness,Value 13,2011/08/23 07:55:39.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 568,Take in charge ticket,Value 13,2011/08/23 07:55:46.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 568,Resolve ticket,Value 13,2011/08/24 15:44:28.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 568,Closed,Value 5,2011/10/10 08:00:42.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 4,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 585,Assign seriousness,Value 19,2010/09/09 12:33:02.000,Variant 1,1,Variant 1,Value 1,Value 201,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 585,Take in charge ticket,Value 19,2010/09/09 12:33:43.000,Variant 1,1,Variant 1,Value 1,Value 201,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 585,Resolve ticket,Value 19,2010/09/09 12:33:50.000,Variant 1,1,Variant 1,Value 1,Value 201,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 585,Closed,Value 5,2010/10/23 12:40:33.000,Variant 1,1,Variant 1,Value 1,Value 201,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 643,Assign seriousness,Value 1,2012/01/26 08:48:31.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 643,Take in charge ticket,Value 1,2012/01/26 08:48:55.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 643,Resolve ticket,Value 1,2012/01/26 14:37:16.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 643,Closed,Value 5,2012/02/28 08:50:28.000,Variant 1,1,Variant 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 857,Assign seriousness,Value 9,2012/05/14 12:54:35.000,Variant 2,2,Variant 2,Value 1,Value 161,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 857,Take in charge ticket,Value 9,2012/05/14 13:05:09.000,Variant 2,2,Variant 2,Value 1,Value 161,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 857,Wait,Value 9,2012/05/21 14:47:00.000,Variant 2,2,Variant 2,Value 1,Value 161,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 857,Resolve ticket,Value 9,2012/05/22 07:11:30.000,Variant 2,2,Variant 2,Value 1,Value 161,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 857,Closed,Value 5,2012/06/14 14:30:17.000,Variant 2,2,Variant 2,Value 1,Value 161,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 945,Assign seriousness,Value 2,2011/09/27 10:35:27.000,Variant 4,4,Variant 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 945,Assign seriousness,Value 9,2011/09/27 11:02:40.000,Variant 4,4,Variant 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 945,Take in charge ticket,Value 9,2011/09/27 13:41:23.000,Variant 4,4,Variant 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 945,Resolve ticket,Value 9,2011/09/28 15:45:10.000,Variant 4,4,Variant 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 945,Closed,Value 5,2011/11/12 11:40:32.000,Variant 4,4,Variant 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 965,Assign seriousness,Value 9,2010/09/24 10:37:58.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case 965,Take in charge ticket,Value 6,2010/09/28 10:27:26.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case 965,Wait,Value 12,2010/09/29 09:57:47.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case 965,Take in charge ticket,Value 12,2010/10/01 09:01:24.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case 965,Resolve ticket,Value 12,2010/10/01 09:54:21.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case 965,Closed,Value 5,2010/11/15 10:54:59.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 2
Case 1103,Assign seriousness,Value 1,2012/07/26 10:09:20.000,Variant 1,1,Variant 1,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1103,Take in charge ticket,Value 6,2012/07/26 10:22:56.000,Variant 1,1,Variant 1,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1103,Resolve ticket,Value 6,2012/07/27 08:54:16.000,Variant 1,1,Variant 1,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1103,Closed,Value 5,2012/09/08 10:10:41.000,Variant 1,1,Variant 1,Value 1,Value 100,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1208,Assign seriousness,Value 9,2012/02/10 08:59:22.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1208,Take in charge ticket,Value 9,2012/02/10 08:59:55.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1208,Resolve ticket,Value 9,2012/02/10 17:05:32.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1208,Closed,Value 5,2012/04/06 08:00:36.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1223,Assign seriousness,Value 2,2010/01/26 11:36:21.000,Variant 9,9,Variant 9,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1223,Take in charge ticket,Value 2,2010/01/26 11:36:30.000,Variant 9,9,Variant 9,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1223,Resolve ticket,Value 2,2010/01/26 16:06:29.000,Variant 9,9,Variant 9,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1223,Take in charge ticket,Value 2,2010/01/27 14:28:58.000,Variant 9,9,Variant 9,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1223,Resolve ticket,Value 2,2010/02/08 11:54:13.000,Variant 9,9,Variant 9,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1223,Closed,Value 5,2010/03/11 11:40:48.000,Variant 9,9,Variant 9,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1238,Assign seriousness,Value 2,2013/04/02 16:07:02.000,Variant 78,78,Variant 78,Value 1,Value 273,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1238,Take in charge ticket,Value 2,2013/04/04 13:19:03.000,Variant 78,78,Variant 78,Value 1,Value 273,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1238,Wait,Value 9,2013/04/05 14:15:41.000,Variant 78,78,Variant 78,Value 1,Value 273,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1238,Require upgrade,Value 9,2013/04/10 07:51:04.000,Variant 78,78,Variant 78,Value 1,Value 273,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1238,Resolve ticket,Value 9,2013/04/18 12:34:46.000,Variant 78,78,Variant 78,Value 1,Value 273,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1238,Closed,Value 3,2013/05/03 12:35:00.000,Variant 78,78,Variant 78,Value 1,Value 273,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1243,Assign seriousness,Value 8,2011/04/28 13:14:17.000,Variant 1,1,Variant 1,Value 1,Value 36,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1243,Take in charge ticket,Value 8,2011/04/28 13:15:05.000,Variant 1,1,Variant 1,Value 1,Value 36,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1243,Resolve ticket,Value 2,2011/05/10 15:22:45.000,Variant 1,1,Variant 1,Value 1,Value 36,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1243,Closed,Value 5,2011/05/31 13:20:33.000,Variant 1,1,Variant 1,Value 1,Value 36,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1413,Assign seriousness,Value 8,2011/05/30 07:07:28.000,Variant 12,12,Variant 12,Value 1,Value 92,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1413,Take in charge ticket,Value 8,2011/05/30 07:08:04.000,Variant 12,12,Variant 12,Value 1,Value 92,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1413,Take in charge ticket,Value 8,2011/05/30 07:10:54.000,Variant 12,12,Variant 12,Value 1,Value 92,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case 1413,Resolve ticket,Value 12,2011/05/30 07:46:18.000,Variant 12,12,Variant 12,Value 1,Value 92,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case 1413,Closed,Value 5,2011/07/17 07:10:45.000,Variant 12,12,Variant 12,Value 1,Value 92,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case 1427,Assign seriousness,Value 13,2012/05/07 12:19:32.000,Variant 1,1,Variant 1,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1427,Take in charge ticket,Value 13,2012/05/07 12:19:42.000,Variant 1,1,Variant 1,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1427,Resolve ticket,Value 13,2012/05/14 15:09:07.000,Variant 1,1,Variant 1,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1427,Closed,Value 5,2012/06/07 12:20:13.000,Variant 1,1,Variant 1,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1468,Assign seriousness,Value 2,2010/02/02 10:18:33.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Assign seriousness,Value 16,2010/03/05 12:28:51.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Take in charge ticket,Value 16,2010/03/05 12:28:58.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Resolve ticket,Value 16,2010/03/05 13:45:01.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Closed,Value 5,2010/03/20 13:45:16.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1486,Assign seriousness,Value 1,2012/01/18 15:03:59.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1486,Take in charge ticket,Value 1,2012/01/18 15:04:20.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1486,Resolve ticket,Value 13,2012/01/18 15:35:35.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1486,Closed,Value 5,2012/02/18 15:10:24.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1551,Assign seriousness,Value 2,2010/10/21 09:03:54.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1551,Take in charge ticket,Value 2,2010/10/26 10:32:18.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1551,Resolve ticket,Value 2,2010/10/26 10:32:35.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1551,Closed,Value 5,2010/11/24 10:10:51.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
