case:concept:name;concept:name;time:timestamp;lifecycle:transition;concept:instance;cost:total;human_resource;org:role;org:resource;outcome_unit;cost:fixed;cost:variable;cost:labor;cost:inventory;unsuccessful_outcome_unit;client;cost:maintenance;cost:missed_deadline;cost:transportation;cost:warehousing;quality
2;C;2025-01-01 10:01:17;start;17;0;Edd;Employee;Machine 1;0;0;0;0;0;0;Gary;0;40;0;0;5
2;D;2025-01-01 10:01:29;complete;18;10;Eddy;Employee;Machine 1;79;10;0;0;0;35;Gary;0;40;0;0;5
2;D;2025-01-01 10:01:29;start;18;10;Eddy;Employee;Machine 1;79;10;0;0;0;35;Gary;0;40;0;0;5
2;A;2025-01-01 10:01:37;start;19;6;Ed;Boss;Machine 1;6;4;2;2;0;0;Gary;0;40;0;0;5
2;A;2025-01-01 10:01:39;complete;19;6;Ed;Boss;Machine 1;6;4;2;2;0;0;Gary;0;40;0;0;5
2;D;2025-01-01 10:01:45;complete;20;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Gary;0;40;0;0;5
2;D;2025-01-01 10:01:38;start;20;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Gary;0;40;0;0;5
2;C;2025-01-01 10:01:52;start;21;7;Eddy;Employee;Machine 2;0;1;6;4;2;0;Gary;0;40;0;0;5
2;C;2025-01-01 10:01:52;complete;21;7;Eddy;Employee;Machine 2;0;1;6;4;2;0;Gary;0;40;0;0;5
2;A;2025-01-01 10:02:01;complete;22;16;Edd;Employee;Machine 2;0;4;12;10;2;0;Gary;0;40;0;0;5
3;C;2025-01-01 10:02:09;complete;23;9;Edd;Employee;Machine 2;96;9;0;0;0;0;Krabs;0;0;1;0;5
3;C;2025-01-01 10:02:09;start;23;9;Edd;Employee;Machine 2;96;9;0;0;0;0;Krabs;0;0;1;0;5
3;D;2025-01-01 10:02:15;start;24;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Krabs;0;0;1;0;5
3;D;2025-01-01 10:02:25;complete;24;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Krabs;0;0;1;0;5
3;C;2025-01-01 10:02:22;complete;25;1;Edd;Employee;Machine 2;51;0;1;1;0;0;Krabs;0;0;1;0;5
3;C;2025-01-01 10:02:15;start;25;1;Edd;Employee;Machine 2;51;0;1;1;0;0;Krabs;0;0;1;0;5
3;C;2025-01-01 10:02:23;complete;26;4;Eddy;Employee;Machine 2;74;2;2;2;0;0;Krabs;0;0;1;0;5
3;C;2025-01-01 10:02:23;start;26;4;Eddy;Employee;Machine 2;74;2;2;2;0;0;Krabs;0;0;1;0;5
3;B;2025-01-01 10:02:24;complete;27;20;Eddy;Employee;Machine 1;25;14;6;3;3;0;Krabs;0;0;1;0;5
3;B;2025-01-01 10:02:32;complete;28;1;Edd;Employee;Machine 1;0;0;1;0;1;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:32;complete;29;9;Edd;Employee;Machine 2;0;3;6;0;6;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:23;start;29;9;Edd;Employee;Machine 2;0;3;6;0;6;0;Krabs;0;0;1;0;5
3;C;2025-01-01 10:02:35;start;30;12;Ed;Boss;Machine 1;70;2;10;8;2;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:35;complete;31;3;Eddy;Employee;Machine 2;0;0;3;0;3;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:31;start;31;3;Eddy;Employee;Machine 2;0;0;3;0;3;0;Krabs;0;0;1;0;5
3;B;2025-01-01 10:02:44;start;32;0;Eddy;Employee;Machine 1;70;0;0;0;0;0;Krabs;0;0;1;0;5
3;B;2025-01-01 10:02:48;complete;32;0;Eddy;Employee;Machine 1;70;0;0;0;0;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:45;complete;33;0;Ed;Boss;Machine 1;6;0;0;0;0;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:42;start;33;0;Ed;Boss;Machine 1;6;0;0;0;0;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:45;start;34;20;Edd;Employee;Machine 1;99;1;19;19;0;0;Krabs;0;0;1;0;5
3;A;2025-01-01 10:02:54;complete;34;20;Edd;Employee;Machine 1;99;1;19;19;0;0;Krabs;0;0;1;0;5
4;C;2025-01-01 10:02:55;start;35;20;Eddy;Employee;Machine 2;0;5;15;0;15;0;Krabs;0;71;29;100;2
4;C;2025-01-01 10:03:02;complete;35;20;Eddy;Employee;Machine 2;0;5;15;0;15;0;Krabs;0;71;29;100;2
5;A;2025-01-01 10:02:57;start;36;19;Eddy;Employee;Machine 1;0;7;12;6;6;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:02:59;complete;36;19;Eddy;Employee;Machine 1;0;7;12;6;6;0;Patrick;95;39;14;0;3
5;D;2025-01-01 10:03:00;complete;37;5;Edd;Employee;Machine 1;0;1;4;1;3;0;Patrick;95;39;14;0;3
5;D;2025-01-01 10:03:00;start;37;5;Edd;Employee;Machine 1;0;1;4;1;3;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:10;start;38;0;Edd;Employee;Machine 2;61;0;0;0;0;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:14;complete;38;0;Edd;Employee;Machine 2;61;0;0;0;0;0;Patrick;95;39;14;0;3
5;B;2025-01-01 10:03:15;complete;39;1;Ed;Boss;Machine 2;0;1;0;0;0;0;Patrick;95;39;14;0;3
5;B;2025-01-01 10:03:09;start;39;1;Ed;Boss;Machine 2;0;1;0;0;0;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:19;complete;40;19;Edd;Employee;Machine 1;0;10;9;0;9;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:13;start;40;19;Edd;Employee;Machine 1;0;10;9;0;9;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:27;start;41;15;Ed;Boss;Machine 1;0;5;10;10;0;0;Patrick;95;39;14;0;3
5;B;2025-01-01 10:03:33;start;42;13;Edd;Employee;Machine 1;0;3;10;10;0;0;Patrick;95;39;14;0;3
5;B;2025-01-01 10:03:43;complete;42;13;Edd;Employee;Machine 1;0;3;10;10;0;0;Patrick;95;39;14;0;3
5;D;2025-01-01 10:03:34;complete;43;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Patrick;95;39;14;0;3
5;D;2025-01-01 10:03:24;start;43;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Patrick;95;39;14;0;3
5;B;2025-01-01 10:03:43;complete;44;3;Ed;Boss;Machine 2;0;0;3;1;2;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:52;complete;45;16;Ed;Boss;Machine 2;0;9;7;3;4;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:49;start;45;16;Ed;Boss;Machine 2;0;9;7;3;4;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:57;start;46;0;Edd;Employee;Machine 2;96;0;0;0;0;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:04:04;complete;46;0;Edd;Employee;Machine 2;96;0;0;0;0;0;Patrick;95;39;14;0;3
5;B;2025-01-01 10:03:59;complete;47;0;Ed;Boss;Machine 1;41;0;0;0;0;12;Patrick;95;39;14;0;3
5;A;2025-01-01 10:04:02;complete;48;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Patrick;95;39;14;0;3
5;A;2025-01-01 10:03:57;start;48;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Patrick;95;39;14;0;3
6;C;2025-01-01 10:04:09;start;49;6;Eddy;Employee;Machine 2;0;6;0;0;0;0;Squidward;52;100;0;0;2
6;C;2025-01-01 10:04:14;complete;49;6;Eddy;Employee;Machine 2;0;6;0;0;0;0;Squidward;52;100;0;0;2
6;D;2025-01-01 10:04:10;complete;50;19;Ed;Boss;Machine 2;0;4;15;15;0;0;Squidward;52;100;0;0;2
6;D;2025-01-01 10:04:02;start;50;19;Ed;Boss;Machine 2;0;4;15;15;0;0;Squidward;52;100;0;0;2
6;A;2025-01-01 10:04:19;complete;51;15;Eddy;Employee;Machine 2;0;0;15;12;3;0;Squidward;52;100;0;0;2
6;A;2025-01-01 10:04:09;start;51;15;Eddy;Employee;Machine 2;0;0;15;12;3;0;Squidward;52;100;0;0;2
6;C;2025-01-01 10:04:29;complete;52;0;Eddy;Employee;Machine 2;38;0;0;0;0;0;Squidward;52;100;0;0;2
6;C;2025-01-01 10:04:29;start;52;0;Eddy;Employee;Machine 2;38;0;0;0;0;0;Squidward;52;100;0;0;2
7;A;2025-01-01 10:04:33;start;53;1;Ed;Boss;Machine 2;12;1;0;0;0;2;Gary;13;40;0;0;1
7;A;2025-01-01 10:04:37;complete;53;1;Ed;Boss;Machine 2;12;1;0;0;0;2;Gary;13;40;0;0;1
7;B;2025-01-01 10:04:38;complete;54;6;Edd;Employee;Machine 1;0;3;3;3;0;0;Gary;13;40;0;0;1
7;B;2025-01-01 10:04:30;start;54;6;Edd;Employee;Machine 1;0;3;3;3;0;0;Gary;13;40;0;0;1
7;B;2025-01-01 10:04:39;complete;55;18;Eddy;Employee;Machine 2;99;4;14;11;3;0;Gary;13;40;0;0;1
7;B;2025-01-01 10:04:39;start;55;18;Eddy;Employee;Machine 2;99;4;14;11;3;0;Gary;13;40;0;0;1
7;C;2025-01-01 10:04:45;complete;56;0;Eddy;Employee;Machine 1;70;0;0;0;0;0;Gary;13;40;0;0;1
7;C;2025-01-01 10:04:37;start;56;0;Eddy;Employee;Machine 1;70;0;0;0;0;0;Gary;13;40;0;0;1
8;B;2025-01-01 10:04:46;start;57;7;Edd;Employee;Machine 1;0;0;7;2;5;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:04:48;complete;57;7;Edd;Employee;Machine 1;0;0;7;2;5;0;Krabs;0;0;0;48;2
8;D;2025-01-01 10:04:48;complete;58;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Krabs;0;0;0;48;2
8;D;2025-01-01 10:04:39;start;58;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:04:55;complete;59;18;Edd;Employee;Machine 2;0;12;6;3;3;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:04:46;start;59;18;Edd;Employee;Machine 2;0;12;6;3;3;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:00;start;60;19;Ed;Boss;Machine 1;50;7;12;11;1;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:06;complete;60;19;Ed;Boss;Machine 1;50;7;12;11;1;0;Krabs;0;0;0;48;2
8;D;2025-01-01 10:05:00;start;61;2;Edd;Employee;Machine 1;0;0;2;0;2;0;Krabs;0;0;0;48;2
8;D;2025-01-01 10:05:05;complete;61;2;Edd;Employee;Machine 1;0;0;2;0;2;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:02;complete;62;13;Ed;Boss;Machine 2;0;4;9;1;8;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:04:55;start;62;13;Ed;Boss;Machine 2;0;4;9;1;8;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:09;start;63;9;Ed;Boss;Machine 2;0;2;7;3;4;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:18;complete;63;9;Ed;Boss;Machine 2;0;2;7;3;4;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:16;complete;64;14;Eddy;Employee;Machine 1;42;6;8;8;0;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:13;start;64;14;Eddy;Employee;Machine 1;42;6;8;8;0;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:05:19;start;65;10;Ed;Boss;Machine 1;0;3;7;2;5;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:05:20;complete;65;10;Ed;Boss;Machine 1;0;3;7;2;5;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:26;start;66;10;Ed;Boss;Machine 1;0;0;10;6;4;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:33;complete;66;10;Ed;Boss;Machine 1;0;0;10;6;4;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:33;complete;67;4;Ed;Boss;Machine 2;0;2;2;1;1;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:38;start;68;0;Edd;Employee;Machine 1;85;0;0;0;0;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:39;complete;68;0;Edd;Employee;Machine 1;85;0;0;0;0;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:38;complete;69;18;Edd;Employee;Machine 2;0;14;4;3;1;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:05:34;start;69;18;Edd;Employee;Machine 2;0;14;4;3;1;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:05:47;complete;70;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:05:39;start;70;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;0;0;0;48;2
8;C;2025-01-01 10:05:47;complete;71;14;Eddy;Employee;Machine 2;37;4;10;2;8;0;Krabs;0;0;0;48;2
8;C;2025-01-01 10:05:39;start;71;14;Eddy;Employee;Machine 2;37;4;10;2;8;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:05:57;start;72;16;Ed;Boss;Machine 2;0;2;14;11;3;0;Krabs;0;0;0;48;2
8;B;2025-01-01 10:06:07;complete;72;16;Ed;Boss;Machine 2;0;2;14;11;3;0;Krabs;0;0;0;48;2
8;A;2025-01-01 10:06:04;complete;73;3;Eddy;Employee;Machine 1;83;1;2;1;1;28;Krabs;0;0;0;48;2
8;A;2025-01-01 10:06:03;start;73;3;Eddy;Employee;Machine 1;83;1;2;1;1;28;Krabs;0;0;0;48;2
9;D;2025-01-01 10:06:05;complete;74;0;Edd;Employee;Machine 1;68;0;0;0;0;0;Bob;66;0;57;0;5
9;D;2025-01-01 10:05:57;start;74;0;Edd;Employee;Machine 1;68;0;0;0;0;0;Bob;66;0;57;0;5
9;B;2025-01-01 10:06:10;start;75;5;Eddy;Employee;Machine 1;71;1;4;1;3;0;Bob;66;0;57;0;5
9;B;2025-01-01 10:06:10;complete;75;5;Eddy;Employee;Machine 1;71;1;4;1;3;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:19;start;76;4;Eddy;Employee;Machine 1;82;0;4;1;3;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:27;complete;76;4;Eddy;Employee;Machine 1;82;0;4;1;3;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:25;complete;77;7;Edd;Employee;Machine 1;79;4;3;0;3;45;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:17;start;77;7;Edd;Employee;Machine 1;79;4;3;0;3;45;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:35;start;78;10;Ed;Boss;Machine 2;67;8;2;2;0;63;Bob;66;0;57;0;5
9;C;2025-01-01 10:06:36;complete;79;19;Eddy;Employee;Machine 2;64;5;14;7;7;16;Bob;66;0;57;0;5
9;C;2025-01-01 10:06:29;start;79;19;Eddy;Employee;Machine 2;64;5;14;7;7;16;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:41;start;80;12;Eddy;Employee;Machine 1;0;9;3;3;0;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:42;complete;80;12;Eddy;Employee;Machine 1;0;9;3;3;0;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:43;complete;81;14;Eddy;Employee;Machine 2;0;1;13;10;3;0;Bob;66;0;57;0;5
9;D;2025-01-01 10:06:43;complete;82;7;Eddy;Employee;Machine 1;0;7;0;0;0;0;Bob;66;0;57;0;5
9;D;2025-01-01 10:06:43;start;82;7;Eddy;Employee;Machine 1;0;7;0;0;0;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:48;start;83;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:53;complete;83;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:56;complete;84;17;Eddy;Employee;Machine 1;37;2;15;13;2;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:56;start;84;17;Eddy;Employee;Machine 1;37;2;15;13;2;0;Bob;66;0;57;0;5
9;B;2025-01-01 10:06:58;complete;85;19;Ed;Boss;Machine 1;20;19;0;0;0;0;Bob;66;0;57;0;5
9;B;2025-01-01 10:06:54;start;85;19;Ed;Boss;Machine 1;20;19;0;0;0;0;Bob;66;0;57;0;5
9;D;2025-01-01 10:06:58;complete;86;4;Eddy;Employee;Machine 2;0;4;0;0;0;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:07:01;complete;87;8;Ed;Boss;Machine 2;8;1;7;0;7;0;Bob;66;0;57;0;5
9;A;2025-01-01 10:06:57;start;87;8;Ed;Boss;Machine 2;8;1;7;0;7;0;Bob;66;0;57;0;5
9;C;2025-01-01 10:07:03;start;88;10;Edd;Employee;Machine 1;49;3;7;7;0;3;Bob;66;0;57;0;5
9;C;2025-01-01 10:07:03;complete;88;10;Edd;Employee;Machine 1;49;3;7;7;0;3;Bob;66;0;57;0;5
10;D;2025-01-01 10:07:12;start;89;6;Eddy;Employee;Machine 2;0;0;6;6;0;0;Sandy;0;36;1;0;3
10;D;2025-01-01 10:07:20;complete;89;6;Eddy;Employee;Machine 2;0;0;6;6;0;0;Sandy;0;36;1;0;3
10;A;2025-01-01 10:07:15;start;90;20;Eddy;Employee;Machine 2;0;10;10;7;3;0;Sandy;0;36;1;0;3
10;A;2025-01-01 10:07:17;complete;90;20;Eddy;Employee;Machine 2;0;10;10;7;3;0;Sandy;0;36;1;0;3
10;A;2025-01-01 10:07:21;complete;91;5;Eddy;Employee;Machine 2;0;5;0;0;0;0;Sandy;0;36;1;0;3
10;C;2025-01-01 10:07:21;start;92;16;Edd;Employee;Machine 1;40;4;12;4;8;0;Sandy;0;36;1;0;3
10;C;2025-01-01 10:07:26;complete;92;16;Edd;Employee;Machine 1;40;4;12;4;8;0;Sandy;0;36;1;0;3
10;B;2025-01-01 10:07:27;complete;93;19;Edd;Employee;Machine 2;0;0;19;18;1;0;Sandy;0;36;1;0;3
10;B;2025-01-01 10:07:18;start;93;19;Edd;Employee;Machine 2;0;0;19;18;1;0;Sandy;0;36;1;0;3
10;A;2025-01-01 10:07:29;start;94;0;Eddy;Employee;Machine 2;0;0;0;0;0;0;Sandy;0;36;1;0;3
10;A;2025-01-01 10:07:37;complete;94;0;Eddy;Employee;Machine 2;0;0;0;0;0;0;Sandy;0;36;1;0;3
11;B;2025-01-01 10:07:34;start;95;7;Ed;Boss;Machine 1;0;2;5;2;3;0;Patrick;68;0;0;86;2
11;B;2025-01-01 10:07:34;complete;95;7;Ed;Boss;Machine 1;0;2;5;2;3;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:07:42;start;96;0;Eddy;Employee;Machine 2;0;0;0;0;0;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:07:50;complete;96;0;Eddy;Employee;Machine 2;0;0;0;0;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:07:51;complete;97;4;Edd;Employee;Machine 2;0;4;0;0;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:07:46;start;97;4;Edd;Employee;Machine 2;0;4;0;0;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:01;start;98;12;Edd;Employee;Machine 2;0;4;8;5;3;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:07;complete;98;12;Edd;Employee;Machine 2;0;4;8;5;3;0;Patrick;68;0;0;86;2
11;B;2025-01-01 10:08:10;start;99;9;Eddy;Employee;Machine 1;0;5;4;0;4;0;Patrick;68;0;0;86;2
11;B;2025-01-01 10:08:12;complete;99;9;Eddy;Employee;Machine 1;0;5;4;0;4;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:08:14;complete;100;0;Eddy;Employee;Machine 2;87;0;0;0;0;61;Patrick;68;0;0;86;2
11;C;2025-01-01 10:08:09;start;100;0;Eddy;Employee;Machine 2;87;0;0;0;0;61;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:18;complete;101;1;Ed;Boss;Machine 2;39;0;1;1;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:25;complete;102;16;Edd;Employee;Machine 2;0;1;15;15;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:22;start;102;16;Edd;Employee;Machine 2;0;1;15;15;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:33;complete;103;0;Ed;Boss;Machine 2;17;0;0;0;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:32;start;103;0;Ed;Boss;Machine 2;17;0;0;0;0;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:08:34;complete;104;0;Ed;Boss;Machine 1;76;0;0;0;0;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:08:42;complete;105;4;Edd;Employee;Machine 1;60;3;1;0;1;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:08:52;complete;106;5;Eddy;Employee;Machine 1;96;1;4;0;4;48;Patrick;68;0;0;86;2
11;C;2025-01-01 10:08:45;start;106;5;Eddy;Employee;Machine 1;96;1;4;0;4;48;Patrick;68;0;0;86;2
11;A;2025-01-01 10:09:01;complete;107;12;Eddy;Employee;Machine 1;11;3;9;1;8;0;Patrick;68;0;0;86;2
11;A;2025-01-01 10:09:00;start;107;12;Eddy;Employee;Machine 1;11;3;9;1;8;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:09:05;complete;108;19;Ed;Boss;Machine 2;85;2;17;0;17;0;Patrick;68;0;0;86;2
11;C;2025-01-01 10:08:55;start;108;19;Ed;Boss;Machine 2;85;2;17;0;17;0;Patrick;68;0;0;86;2
12;C;2025-01-01 10:09:09;complete;109;8;Ed;Boss;Machine 2;0;8;0;0;0;0;Squidward;53;0;0;0;3
12;C;2025-01-01 10:09:09;start;109;8;Ed;Boss;Machine 2;0;8;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:13;start;110;4;Eddy;Employee;Machine 1;0;3;1;1;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:15;complete;110;4;Eddy;Employee;Machine 1;0;3;1;1;0;0;Squidward;53;0;0;0;3
12;D;2025-01-01 10:09:23;complete;111;5;Eddy;Employee;Machine 1;0;5;0;0;0;0;Squidward;53;0;0;0;3
12;D;2025-01-01 10:09:15;start;111;5;Eddy;Employee;Machine 1;0;5;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:29;start;112;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Squidward;53;0;0;0;3
12;B;2025-01-01 10:09:36;start;113;5;Ed;Boss;Machine 2;33;1;4;2;2;0;Squidward;53;0;0;0;3
12;B;2025-01-01 10:09:43;complete;113;5;Ed;Boss;Machine 2;33;1;4;2;2;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:37;start;114;2;Edd;Employee;Machine 2;0;0;2;1;1;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:39;complete;114;2;Edd;Employee;Machine 2;0;0;2;1;1;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:45;start;115;4;Edd;Employee;Machine 2;0;4;0;0;0;0;Squidward;53;0;0;0;3
12;A;2025-01-01 10:09:51;complete;115;4;Edd;Employee;Machine 2;0;4;0;0;0;0;Squidward;53;0;0;0;3
12;B;2025-01-01 10:09:45;complete;116;12;Edd;Employee;Machine 1;84;0;12;5;7;57;Squidward;53;0;0;0;3
12;B;2025-01-01 10:09:42;start;116;12;Edd;Employee;Machine 1;84;0;12;5;7;57;Squidward;53;0;0;0;3
