dimension,granularity,indicator_name,result,status
flexibility,groups,expected_directly_follows_relations_count,3.333,Success
flexibility,groups,expected_human_resource_count,2.333,Success
flexibility,groups,expected_optional_activity_count,1.333,Success
flexibility,groups,expected_optionality,0.308,Success
flexibility,groups,expected_role_count,1.0,Success
flexibility,groups,human_resource_count,7,Success
flexibility,groups,optional_activity_count,2,Success
flexibility,groups,optionality,0.154,Success
flexibility,groups,role_and_variant_count_ratio,1.5,Success
flexibility,groups,role_count,3,Success
flexibility,groups,variant_case_coverage,0.59,Success
flexibility,groups,variant_count,2,Success
general,activities,activity_instance_count,106,Success
general,activities,human_resource_count,13,Success
general,activities,resource_count,,Column 'org:resource' is not present in event log.
general,cases,activity_count,5,Success
general,cases,activity_instance_count,5,Success
general,cases,human_resource_count,3,Success
general,cases,resource_count,,Column 'org:resource' is not present in event log.
general,cases,role_count,1,Success
general,groups,activity_count,13,Success
general,groups,activity_instance_count,13,Success
general,groups,case_count,3,Success
general,groups,expected_activity_count,4.333,Success
general,groups,expected_activity_instance_count,4.333,Success
general,groups,expected_human_resource_count,2.333,Success
general,groups,expected_resource_count,,Column 'org:resource' is not present in event log.
general,groups,expected_role_count,1.0,Success
general,groups,human_resource_count,7,Success
general,groups,resource_count,,Column 'org:resource' is not present in event log.
general,groups,role_count,3,Success
quality,activities,activity_instance_count_by_human_resource,1,Success
quality,activities,client_count_and_total_cost_ratio,,Column 'cost:total' is not present in event log.
quality,activities,human_resource_count,13,Success
quality,activities,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,activities,rework_count,6,Success
quality,activities,rework_count_by_value,6,Success
quality,activities,rework_percentage,0.057,Success
quality,activities,rework_percentage_by_value,0.057,Success
quality,activities,rework_time,32 days 10:19:36,Success
quality,activities,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,activities,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,activities,total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,cases,activity_instance_count_by_human_resource,3,Success
quality,cases,activity_instance_count_by_role,5,Success
quality,cases,automated_activity_count,1,Success
quality,cases,automated_activity_instance_count,1,Success
quality,cases,desired_activity_count,2,Success
quality,cases,human_resource_count,3,Success
quality,cases,non_automated_activity_count,4,Success
quality,cases,non_automated_activity_instance_count,4,Success
quality,cases,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,cases,overall_quality,,Column 'quality' is not present in event log.
quality,cases,repeatability,0.0,Success
quality,cases,rework_count,0,Success
quality,cases,rework_count_by_value,0,Success
quality,cases,rework_of_activities_subset,0,Success
quality,cases,rework_percentage,0.0,Success
quality,cases,rework_percentage_by_value,0.0,Success
quality,cases,rework_time,0 days 00:00:00,Success
quality,cases,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,cases,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,cases,unwanted_activity_count,0,Success
quality,cases,unwanted_activity_instance_count,0,Success
quality,cases,unwanted_activity_instance_percentage,0.0,Success
quality,cases,unwanted_activity_percentage,0.0,Success
quality,groups,activity_instance_count_by_human_resource,3,Success
quality,groups,activity_instance_count_by_role,13,Success
quality,groups,automated_activity_count,1,Success
quality,groups,automated_activity_instance_count,3,Success
quality,groups,case_and_client_count_ratio,1.0,Success
quality,groups,case_count_where_activity_after_time_frame,1,Success
quality,groups,case_count_where_activity_before_time_frame,1,Success
quality,groups,case_count_where_activity_during_time_frame,1,Success
quality,groups,case_count_where_end_activity_is_a,0,Success
quality,groups,case_count_where_start_activity_is_a,1,Success
quality,groups,case_count_with_rework,0,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.333,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.333,Success
quality,groups,case_percentage_where_activity_during_time_frame,0.333,Success
quality,groups,case_percentage_where_end_activity_is_a,0.0,Success
quality,groups,case_percentage_where_start_activity_is_a,0.333,Success
quality,groups,case_percentage_with_missed_deadline,1,Success
quality,groups,case_percentage_with_rework,0.0,Success
quality,groups,client_count_and_total_cost_ratio,,Column 'cost:total' is not present in event log.
quality,groups,desired_activity_count,2,Success
quality,groups,expected_activity_instance_count_by_human_resource,1.0,Success
quality,groups,expected_activity_instance_count_by_role,4.333,Success
quality,groups,expected_automated_activity_count,1.0,Success
quality,groups,expected_automated_activity_instance_count,1.0,Success
quality,groups,expected_client_count_and_total_cost_ratio,,Column 'cost:total' is not present in event log.
quality,groups,expected_desired_activity_count,0.462,Success
quality,groups,expected_human_resource_count,0.538,Success
quality,groups,expected_non_automated_activity_count,0.769,Success
quality,groups,expected_non_automated_activity_instance_count,3.333,Success
quality,groups,expected_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_overall_quality,,Column 'quality' is not present in event log.
quality,groups,expected_repeatability,0.0,Success
quality,groups,expected_rework_count,0.0,Success
quality,groups,expected_rework_count_by_value,0.0,Success
quality,groups,expected_rework_of_activities_subset,0.0,Success
quality,groups,expected_rework_percentage,0.0,Success
quality,groups,expected_rework_percentage_by_value,0.0,Success
quality,groups,expected_rework_time,0 days 00:00:00,Success
quality,groups,expected_successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,groups,expected_total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,groups,expected_unwanted_activity_count,0,Success
quality,groups,expected_unwanted_activity_instance_count,0.0,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.0,Success
quality,groups,expected_unwanted_activity_percentage,0.0,Success
quality,groups,human_resource_count,4,Success
quality,groups,non_automated_activity_count,4,Success
quality,groups,non_automated_activity_instance_count,10,Success
quality,groups,outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,repeatability,0.0,Success
quality,groups,rework_count,0,Success
quality,groups,rework_count_by_value,0,Success
quality,groups,rework_of_activities_subset,0,Success
quality,groups,rework_percentage,0.0,Success
quality,groups,rework_percentage_by_value,0.0,Success
quality,groups,rework_time,0 days 00:00:00,Success
quality,groups,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,groups,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
quality,groups,total_cost_and_client_count_ratio,,Column 'cost:total' is not present in event log.
quality,groups,unwanted_activity_count,0,Success
quality,groups,unwanted_activity_instance_count,0,Success
quality,groups,unwanted_activity_instance_percentage,0.0,Success
quality,groups,unwanted_activity_percentage,0.0,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,,Column 'outcome_unit' is not present in event log.
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,,Column 'outcome_unit' is not present in event log.
quality,instances,successful_outcome_unit_count,,Column 'outcome_unit' is not present in event log.
quality,instances,successful_outcome_unit_percentage,,Column 'outcome_unit' is not present in event log.
time,activities,lead_time,33 days 05:11:25,Success
time,activities,service_and_lead_time_ratio,0.0,Success
time,activities,service_time,0 days 00:00:00,Success
time,activities,waiting_time,33 days 05:11:25,Success
time,cases,active_time,0 days 00:00:00,Success
time,cases,activity_count,5,Success
time,cases,activity_instance_count,5,Success
time,cases,automated_activity_count,1,Success
time,cases,automated_activity_instance_count,1,Success
time,cases,automated_activity_service_time,0 days 00:00:00,Success
time,cases,handover_count,3.0,Success
time,cases,idle_time,33 days 02:33:35,Success
time,cases,lead_time,33 days 02:33:35,Success
time,cases,lead_time_deviation_from_deadline,-27 days +21:26:25,Success
time,cases,lead_time_deviation_from_expectation,19 days 02:33:35,Success
time,cases,lead_time_from_activity_a,33 days 02:33:22,Success
time,cases,lead_time_from_activity_a_to_b,16 days 21:23:54,Success
time,cases,lead_time_to_activity_a,0 days 00:00:13,Success
time,cases,service_and_lead_time_ratio,0.0,Success
time,cases,service_time,0 days 00:00:00,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,cases,waiting_time,33 days 02:33:35,Success
time,cases,waiting_time_from_activity_a_to_b,0 days 00:00:00,Success
time,groups,activity_count,5,Success
time,groups,activity_instance_count,13,Success
time,groups,automated_activity_count,1,Success
time,groups,automated_activity_instance_count,3,Success
time,groups,automated_activity_service_time,0 days 00:00:00,Success
time,groups,case_count_lead_time_ratio,0.0,Success
time,groups,case_count_where_lead_time_over_value,3,Success
time,groups,case_percentage_where_lead_time_over_value,1.0,Success
time,groups,case_percentage_with_missed_deadline,0.333,Success
time,groups,expected_active_time,0 days 00:00:00,Success
time,groups,expected_activity_count,4.333,Success
time,groups,expected_activity_instance_count,4.333,Success
time,groups,expected_automated_activity_count,1.0,Success
time,groups,expected_automated_activity_instance_count,1.0,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:00,Success
time,groups,expected_handover_count,1.667,Success
time,groups,expected_idle_time,41 days 18:14:47.333333333,Success
time,groups,expected_lead_time,41 days 18:14:47.340000,Success
time,groups,expected_lead_time_deviation_from_deadline,-35 days +05:45:12.660000,Success
time,groups,expected_lead_time_deviation_from_expectation,27 days 18:14:47.340000,Success
time,groups,expected_lead_time_from_activity_a,41 days 18:14:43,Success
time,groups,expected_lead_time_from_activity_a_to_b,25 days 07:24:26.333333333,Success
time,groups,expected_lead_time_to_activity_a,0 days 00:00:04.333333333,Success
time,groups,expected_service_and_lead_time_ratio,0.0,Success
time,groups,expected_service_time,0 days 00:00:00,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,groups,expected_waiting_time,41 days 18:14:47.333333333,Success
time,groups,expected_waiting_time_from_activity_a_to_b,0 days 00:00:00,Success
time,groups,lead_time,303 days 23:11:39,Success
time,groups,lead_time_and_case_count_ratio,101 days 07:43:51.600000001,Success
time,groups,service_and_lead_time_ratio,0.0,Success
time,groups,service_time,0 days 00:00:00,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:00,Success
time,instances,lead_time,0 days 00:00:00,Success
time,instances,service_and_lead_time_ratio,,Division error: cannot divide 0 days 00:00:00 by 0 days 00:00:00.
time,instances,service_time,0 days 00:00:00,Success
time,instances,waiting_time,0 days 00:00:00,Success
