case:concept:name,concept:name,time:timestamp,cost:total,human_resource,org:role,org:resource,outcome_unit,unsuccessful_outcome_unit,cost:fixed,cost:variable,cost:labor,cost:inventory,client,cost:maintenance,cost:missed_deadline,cost:transportation,cost:warehousing,quality,lifecycle:transition,concept:instance
10,B,2025-01-01 10:07:18,19,Edd,Employee,Machine 2,0,0,0,19,18,1,Sandy,0,36,1,0,3,start,93
10,D,2025-01-01 10:07:20,6,Eddy,Employee,Machine 2,0,0,0,6,6,0,Sandy,0,36,1,0,3,complete,89
10,A,2025-01-01 10:07:21,5,Eddy,Employee,Machine 2,0,0,5,0,0,0,Sandy,0,36,1,0,3,complete,91
10,C,2025-01-01 10:07:21,16,Edd,Employee,Machine 1,40,0,4,12,4,8,Sandy,0,36,1,0,3,start,92
10,A,2025-01-01 10:07:21,5,Eddy,Employee,Machine 2,0,0,5,0,0,0,Sandy,0,36,1,0,3,start,91
10,C,2025-01-01 10:07:26,16,Edd,Employee,Machine 1,40,0,4,12,4,8,Sandy,0,36,1,0,3,complete,92
10,B,2025-01-01 10:07:27,19,Edd,Employee,Machine 2,0,0,0,19,18,1,Sandy,0,36,1,0,3,complete,93
10,A,2025-01-01 10:07:29,0,Eddy,Employee,Machine 2,0,0,0,0,0,0,Sandy,0,36,1,0,3,start,94
10,A,2025-01-01 10:07:37,0,Eddy,Employee,Machine 2,0,0,0,0,0,0,Sandy,0,36,1,0,3,complete,94
11,B,2025-01-01 10:07:34,7,Ed,Boss,Machine 1,0,0,2,5,2,3,Patrick,68,0,0,86,2,start,95
11,B,2025-01-01 10:07:34,7,Ed,Boss,Machine 1,0,0,2,5,2,3,Patrick,68,0,0,86,2,complete,95
11,C,2025-01-01 10:07:42,0,Eddy,Employee,Machine 2,0,0,0,0,0,0,Patrick,68,0,0,86,2,start,96
11,A,2025-01-01 10:07:46,4,Edd,Employee,Machine 2,0,0,4,0,0,0,Patrick,68,0,0,86,2,start,97
11,C,2025-01-01 10:07:50,0,Eddy,Employee,Machine 2,0,0,0,0,0,0,Patrick,68,0,0,86,2,complete,96
11,A,2025-01-01 10:07:51,4,Edd,Employee,Machine 2,0,0,4,0,0,0,Patrick,68,0,0,86,2,complete,97
11,A,2025-01-01 10:08:01,12,Edd,Employee,Machine 2,0,0,4,8,5,3,Patrick,68,0,0,86,2,start,98
11,A,2025-01-01 10:08:07,12,Edd,Employee,Machine 2,0,0,4,8,5,3,Patrick,68,0,0,86,2,complete,98
11,C,2025-01-01 10:08:09,0,Eddy,Employee,Machine 2,87,61,0,0,0,0,Patrick,68,0,0,86,2,start,100
11,B,2025-01-01 10:08:10,9,Eddy,Employee,Machine 1,0,0,5,4,0,4,Patrick,68,0,0,86,2,start,99
11,B,2025-01-01 10:08:12,9,Eddy,Employee,Machine 1,0,0,5,4,0,4,Patrick,68,0,0,86,2,complete,99
11,C,2025-01-01 10:08:14,0,Eddy,Employee,Machine 2,87,61,0,0,0,0,Patrick,68,0,0,86,2,complete,100
11,A,2025-01-01 10:08:18,1,Ed,Boss,Machine 2,39,0,0,1,1,0,Patrick,68,0,0,86,2,complete,101
11,A,2025-01-01 10:08:18,1,Ed,Boss,Machine 2,39,0,0,1,1,0,Patrick,68,0,0,86,2,start,101
11,A,2025-01-01 10:08:22,16,Edd,Employee,Machine 2,0,0,1,15,15,0,Patrick,68,0,0,86,2,start,102
11,A,2025-01-01 10:08:25,16,Edd,Employee,Machine 2,0,0,1,15,15,0,Patrick,68,0,0,86,2,complete,102
11,A,2025-01-01 10:08:32,0,Ed,Boss,Machine 2,17,0,0,0,0,0,Patrick,68,0,0,86,2,start,103
11,A,2025-01-01 10:08:33,0,Ed,Boss,Machine 2,17,0,0,0,0,0,Patrick,68,0,0,86,2,complete,103
11,A,2025-01-01 10:08:34,0,Ed,Boss,Machine 1,76,0,0,0,0,0,Patrick,68,0,0,86,2,complete,104
11,A,2025-01-01 10:08:34,0,Ed,Boss,Machine 1,76,0,0,0,0,0,Patrick,68,0,0,86,2,start,104
11,C,2025-01-01 10:08:42,4,Edd,Employee,Machine 1,60,0,3,1,0,1,Patrick,68,0,0,86,2,complete,105
11,C,2025-01-01 10:08:42,4,Edd,Employee,Machine 1,60,0,3,1,0,1,Patrick,68,0,0,86,2,start,105
11,C,2025-01-01 10:08:45,5,Eddy,Employee,Machine 1,96,48,1,4,0,4,Patrick,68,0,0,86,2,start,106
11,C,2025-01-01 10:08:52,5,Eddy,Employee,Machine 1,96,48,1,4,0,4,Patrick,68,0,0,86,2,complete,106
11,C,2025-01-01 10:08:55,19,Ed,Boss,Machine 2,85,0,2,17,0,17,Patrick,68,0,0,86,2,start,108
11,A,2025-01-01 10:09:00,12,Eddy,Employee,Machine 1,11,0,3,9,1,8,Patrick,68,0,0,86,2,start,107
11,A,2025-01-01 10:09:01,12,Eddy,Employee,Machine 1,11,0,3,9,1,8,Patrick,68,0,0,86,2,complete,107
11,C,2025-01-01 10:09:05,19,Ed,Boss,Machine 2,85,0,2,17,0,17,Patrick,68,0,0,86,2,complete,108
12,C,2025-01-01 10:09:09,8,Ed,Boss,Machine 2,0,0,8,0,0,0,Squidward,53,0,0,0,3,complete,109
12,C,2025-01-01 10:09:09,8,Ed,Boss,Machine 2,0,0,8,0,0,0,Squidward,53,0,0,0,3,start,109
12,A,2025-01-01 10:09:13,4,Eddy,Employee,Machine 1,0,0,3,1,1,0,Squidward,53,0,0,0,3,start,110
12,A,2025-01-01 10:09:15,4,Eddy,Employee,Machine 1,0,0,3,1,1,0,Squidward,53,0,0,0,3,complete,110
12,D,2025-01-01 10:09:15,5,Eddy,Employee,Machine 1,0,0,5,0,0,0,Squidward,53,0,0,0,3,start,111
12,D,2025-01-01 10:09:23,5,Eddy,Employee,Machine 1,0,0,5,0,0,0,Squidward,53,0,0,0,3,complete,111
12,B,2025-01-01 10:09:36,5,Ed,Boss,Machine 2,33,0,1,4,2,2,Squidward,53,0,0,0,3,start,113
12,A,2025-01-01 10:09:37,2,Edd,Employee,Machine 2,0,0,0,2,1,1,Squidward,53,0,0,0,3,start,114
12,A,2025-01-01 10:09:39,2,Edd,Employee,Machine 2,0,0,0,2,1,1,Squidward,53,0,0,0,3,complete,114
12,B,2025-01-01 10:09:42,12,Edd,Employee,Machine 1,84,57,0,12,5,7,Squidward,53,0,0,0,3,start,116
12,B,2025-01-01 10:09:43,5,Ed,Boss,Machine 2,33,0,1,4,2,2,Squidward,53,0,0,0,3,complete,113
12,A,2025-01-01 10:09:45,4,Edd,Employee,Machine 2,0,0,4,0,0,0,Squidward,53,0,0,0,3,start,115
12,B,2025-01-01 10:09:45,12,Edd,Employee,Machine 1,84,57,0,12,5,7,Squidward,53,0,0,0,3,complete,116
12,A,2025-01-01 10:09:47,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Squidward,53,0,0,0,3,start,117
12,A,2025-01-01 10:09:51,4,Edd,Employee,Machine 2,0,0,4,0,0,0,Squidward,53,0,0,0,3,complete,115
12,A,2025-01-01 10:09:51,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Squidward,53,0,0,0,3,complete,117
12,A,2025-01-01 10:09:52,19,Edd,Employee,Machine 2,0,0,19,0,0,0,Squidward,53,0,0,0,3,complete,118
12,B,2025-01-01 10:09:52,12,Eddy,Employee,Machine 1,24,0,7,5,3,2,Squidward,53,0,0,0,3,start,119
12,A,2025-01-01 10:09:52,19,Edd,Employee,Machine 2,0,0,19,0,0,0,Squidward,53,0,0,0,3,start,118
12,B,2025-01-01 10:09:55,12,Eddy,Employee,Machine 1,24,0,7,5,3,2,Squidward,53,0,0,0,3,complete,119
12,A,2025-01-01 10:10:01,1,Eddy,Employee,Machine 1,0,0,0,1,1,0,Squidward,53,0,0,0,3,complete,120
12,A,2025-01-01 10:10:01,1,Eddy,Employee,Machine 1,0,0,0,1,1,0,Squidward,53,0,0,0,3,start,120
12,B,2025-01-01 10:10:04,18,Edd,Employee,Machine 1,18,0,7,11,5,6,Squidward,53,0,0,0,3,start,122
12,A,2025-01-01 10:10:13,0,Eddy,Employee,Machine 2,55,0,0,0,0,0,Squidward,53,0,0,0,3,start,123
12,B,2025-01-01 10:10:14,18,Edd,Employee,Machine 1,18,0,7,11,5,6,Squidward,53,0,0,0,3,complete,122
12,A,2025-01-01 10:10:23,0,Eddy,Employee,Machine 2,55,0,0,0,0,0,Squidward,53,0,0,0,3,complete,123
12,C,2025-01-01 10:10:29,3,Eddy,Employee,Machine 2,0,0,0,3,0,3,Squidward,53,0,0,0,3,complete,124
12,C,2025-01-01 10:10:29,3,Eddy,Employee,Machine 2,0,0,0,3,0,3,Squidward,53,0,0,0,3,start,124
12,A,2025-01-01 10:10:34,2,Edd,Employee,Machine 1,0,0,2,0,0,0,Squidward,53,0,0,0,3,complete,125
12,A,2025-01-01 10:10:34,0,Edd,Employee,Machine 2,0,0,0,0,0,0,Squidward,53,0,0,0,3,start,126
12,A,2025-01-01 10:10:34,2,Edd,Employee,Machine 1,0,0,2,0,0,0,Squidward,53,0,0,0,3,start,125
12,A,2025-01-01 10:10:35,0,Edd,Employee,Machine 2,0,0,0,0,0,0,Squidward,53,0,0,0,3,complete,126
14,A,2025-01-01 10:10:31,1,Eddy,Employee,Machine 2,0,0,1,0,0,0,Sandy,97,93,0,0,5,start,128
14,A,2025-01-01 10:10:41,1,Eddy,Employee,Machine 2,0,0,1,0,0,0,Sandy,97,93,0,0,5,complete,128
14,A,2025-01-01 10:10:45,19,Eddy,Employee,Machine 1,88,0,1,18,7,11,Sandy,97,93,0,0,5,start,129
14,A,2025-01-01 10:10:53,19,Eddy,Employee,Machine 1,88,0,1,18,7,11,Sandy,97,93,0,0,5,complete,129
14,B,2025-01-01 10:10:56,20,Edd,Employee,Machine 1,0,0,17,3,1,2,Sandy,97,93,0,0,5,start,132
14,B,2025-01-01 10:11:00,20,Edd,Employee,Machine 1,0,0,17,3,1,2,Sandy,97,93,0,0,5,complete,132
14,A,2025-01-01 10:11:09,0,Edd,Employee,Machine 1,77,0,0,0,0,0,Sandy,97,93,0,0,5,complete,133
14,A,2025-01-01 10:11:09,0,Edd,Employee,Machine 1,77,0,0,0,0,0,Sandy,97,93,0,0,5,start,133
15,A,2025-01-01 10:11:06,20,Edd,Employee,Machine 1,27,0,20,0,0,0,Krabs,43,0,86,0,5,start,134
15,A,2025-01-01 10:11:14,20,Edd,Employee,Machine 1,27,0,20,0,0,0,Krabs,43,0,86,0,5,complete,134
15,A,2025-01-01 10:11:20,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Krabs,43,0,86,0,5,start,135
15,A,2025-01-01 10:11:21,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Krabs,43,0,86,0,5,complete,135
15,C,2025-01-01 10:11:30,5,Ed,Boss,Machine 1,0,0,3,2,0,2,Krabs,43,0,86,0,5,complete,136
15,C,2025-01-01 10:11:30,5,Ed,Boss,Machine 1,0,0,3,2,0,2,Krabs,43,0,86,0,5,start,136
15,B,2025-01-01 10:11:38,18,Ed,Boss,Machine 1,0,0,10,8,8,0,Krabs,43,0,86,0,5,complete,137
15,B,2025-01-01 10:11:38,18,Ed,Boss,Machine 1,0,0,10,8,8,0,Krabs,43,0,86,0,5,start,137
15,B,2025-01-01 10:11:41,0,Ed,Boss,Machine 2,0,0,0,0,0,0,Krabs,43,0,86,0,5,start,138
15,B,2025-01-01 10:11:42,0,Ed,Boss,Machine 2,0,0,0,0,0,0,Krabs,43,0,86,0,5,complete,138
15,A,2025-01-01 10:11:59,13,Eddy,Employee,Machine 1,0,0,2,11,6,5,Krabs,43,0,86,0,5,start,141
15,A,2025-01-01 10:12:00,13,Eddy,Employee,Machine 1,0,0,2,11,6,5,Krabs,43,0,86,0,5,complete,141
15,A,2025-01-01 10:12:04,7,Eddy,Employee,Machine 2,0,0,6,1,0,1,Krabs,43,0,86,0,5,start,142
15,A,2025-01-01 10:12:04,11,Eddy,Employee,Machine 1,0,0,8,3,3,0,Krabs,43,0,86,0,5,start,143
15,C,2025-01-01 10:12:04,9,Ed,Boss,Machine 1,100,0,5,4,4,0,Krabs,43,0,86,0,5,start,145
15,A,2025-01-01 10:12:10,7,Eddy,Employee,Machine 2,0,0,6,1,0,1,Krabs,43,0,86,0,5,complete,142
15,A,2025-01-01 10:12:10,11,Eddy,Employee,Machine 1,0,0,8,3,3,0,Krabs,43,0,86,0,5,complete,143
15,C,2025-01-01 10:12:14,9,Ed,Boss,Machine 1,100,0,5,4,4,0,Krabs,43,0,86,0,5,complete,145
15,C,2025-01-01 10:12:29,18,Ed,Boss,Machine 1,0,0,10,8,5,3,Krabs,43,0,86,0,5,start,147
15,C,2025-01-01 10:12:36,4,Ed,Boss,Machine 1,0,0,1,3,2,1,Krabs,43,0,86,0,5,start,148
15,C,2025-01-01 10:12:39,18,Ed,Boss,Machine 1,0,0,10,8,5,3,Krabs,43,0,86,0,5,complete,147
15,C,2025-01-01 10:12:40,1,Ed,Boss,Machine 2,0,0,0,1,0,1,Krabs,43,0,86,0,5,start,150
15,C,2025-01-01 10:12:41,1,Ed,Boss,Machine 2,0,0,0,1,0,1,Krabs,43,0,86,0,5,complete,150
15,C,2025-01-01 10:12:45,4,Ed,Boss,Machine 1,0,0,1,3,2,1,Krabs,43,0,86,0,5,complete,148
16,C,2025-01-01 10:12:33,10,Eddy,Employee,Machine 1,51,0,3,7,7,0,Sandy,61,61,89,57,3,start,151
16,C,2025-01-01 10:12:42,10,Eddy,Employee,Machine 1,51,0,3,7,7,0,Sandy,61,61,89,57,3,complete,151
16,C,2025-01-01 10:12:42,19,Ed,Boss,Machine 1,0,0,12,7,6,1,Sandy,61,61,89,57,3,start,152
16,C,2025-01-01 10:12:47,19,Ed,Boss,Machine 1,0,0,12,7,6,1,Sandy,61,61,89,57,3,complete,152
16,A,2025-01-01 10:12:49,12,Edd,Employee,Machine 2,81,0,8,4,1,3,Sandy,61,61,89,57,3,start,153
16,A,2025-01-01 10:12:51,12,Edd,Employee,Machine 2,81,0,8,4,1,3,Sandy,61,61,89,57,3,complete,153
16,A,2025-01-01 10:13:03,16,Eddy,Employee,Machine 2,0,0,2,14,10,4,Sandy,61,61,89,57,3,start,155
16,A,2025-01-01 10:13:04,20,Edd,Employee,Machine 1,89,0,14,6,5,1,Sandy,61,61,89,57,3,start,156
16,A,2025-01-01 10:13:06,8,Eddy,Employee,Machine 2,0,0,3,5,2,3,Sandy,61,61,89,57,3,start,157
16,A,2025-01-01 10:13:08,16,Eddy,Employee,Machine 2,0,0,2,14,10,4,Sandy,61,61,89,57,3,complete,155
16,A,2025-01-01 10:13:09,20,Edd,Employee,Machine 1,89,0,14,6,5,1,Sandy,61,61,89,57,3,complete,156
16,A,2025-01-01 10:13:09,8,Eddy,Employee,Machine 2,0,0,3,5,2,3,Sandy,61,61,89,57,3,complete,157
16,A,2025-01-01 10:13:17,17,Edd,Employee,Machine 2,37,0,3,14,0,14,Sandy,61,61,89,57,3,start,161
16,B,2025-01-01 10:13:18,2,Edd,Employee,Machine 2,0,0,2,0,0,0,Sandy,61,61,89,57,3,start,158
16,A,2025-01-01 10:13:20,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Sandy,61,61,89,57,3,start,159
16,D,2025-01-01 10:13:21,20,Ed,Boss,Machine 1,0,0,2,18,12,6,Sandy,61,61,89,57,3,complete,160
16,D,2025-01-01 10:13:21,20,Ed,Boss,Machine 1,0,0,2,18,12,6,Sandy,61,61,89,57,3,start,160
16,A,2025-01-01 10:13:22,17,Edd,Employee,Machine 2,37,0,3,14,0,14,Sandy,61,61,89,57,3,complete,161
16,B,2025-01-01 10:13:23,10,Edd,Employee,Machine 1,0,0,10,0,0,0,Sandy,61,61,89,57,3,start,162
16,B,2025-01-01 10:13:25,2,Edd,Employee,Machine 2,0,0,2,0,0,0,Sandy,61,61,89,57,3,complete,158
16,B,2025-01-01 10:13:28,10,Edd,Employee,Machine 1,0,0,10,0,0,0,Sandy,61,61,89,57,3,complete,162
16,A,2025-01-01 10:13:29,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Sandy,61,61,89,57,3,complete,159
16,A,2025-01-01 10:13:35,1,Eddy,Employee,Machine 1,0,0,0,1,1,0,Sandy,61,61,89,57,3,start,166
16,B,2025-01-01 10:13:38,19,Edd,Employee,Machine 2,35,0,1,18,15,3,Sandy,61,61,89,57,3,start,164
16,B,2025-01-01 10:13:41,19,Edd,Employee,Machine 2,35,0,1,18,15,3,Sandy,61,61,89,57,3,complete,164
16,B,2025-01-01 10:13:42,2,Ed,Boss,Machine 1,0,0,2,0,0,0,Sandy,61,61,89,57,3,complete,165
16,B,2025-01-01 10:13:42,2,Ed,Boss,Machine 1,0,0,2,0,0,0,Sandy,61,61,89,57,3,start,165
16,A,2025-01-01 10:13:44,1,Eddy,Employee,Machine 1,0,0,0,1,1,0,Sandy,61,61,89,57,3,complete,166
17,A,2025-01-01 10:13:58,7,Eddy,Employee,Machine 2,5,0,0,7,0,7,Bob,0,63,0,78,1,start,168
17,A,2025-01-01 10:14:04,7,Eddy,Employee,Machine 2,5,0,0,7,0,7,Bob,0,63,0,78,1,complete,168
17,A,2025-01-01 10:14:04,12,Edd,Employee,Machine 1,100,0,11,1,1,0,Bob,0,63,0,78,1,start,169
17,A,2025-01-01 10:14:11,12,Edd,Employee,Machine 1,100,0,11,1,1,0,Bob,0,63,0,78,1,complete,169
17,A,2025-01-01 10:14:12,1,Ed,Boss,Machine 1,9,0,1,0,0,0,Bob,0,63,0,78,1,start,170
17,A,2025-01-01 10:14:13,1,Ed,Boss,Machine 1,9,0,1,0,0,0,Bob,0,63,0,78,1,complete,170
17,A,2025-01-01 10:14:14,19,Eddy,Employee,Machine 2,0,0,0,19,9,10,Bob,0,63,0,78,1,start,171
17,A,2025-01-01 10:14:20,19,Eddy,Employee,Machine 2,0,0,0,19,9,10,Bob,0,63,0,78,1,complete,171
17,C,2025-01-01 10:14:21,0,Eddy,Employee,Machine 2,28,0,0,0,0,0,Bob,0,63,0,78,1,start,173
17,C,2025-01-01 10:14:23,2,Eddy,Employee,Machine 2,0,0,0,2,0,2,Bob,0,63,0,78,1,start,172
17,C,2025-01-01 10:14:23,2,Eddy,Employee,Machine 2,0,0,0,2,0,2,Bob,0,63,0,78,1,complete,172
17,C,2025-01-01 10:14:24,0,Eddy,Employee,Machine 2,28,0,0,0,0,0,Bob,0,63,0,78,1,complete,173
17,A,2025-01-01 10:14:27,11,Eddy,Employee,Machine 2,0,0,4,7,7,0,Bob,0,63,0,78,1,start,174
17,A,2025-01-01 10:14:27,11,Eddy,Employee,Machine 2,0,0,4,7,7,0,Bob,0,63,0,78,1,complete,174
17,D,2025-01-01 10:14:27,16,Edd,Employee,Machine 1,66,0,15,1,1,0,Bob,0,63,0,78,1,start,175
17,B,2025-01-01 10:14:33,2,Eddy,Employee,Machine 1,78,0,0,2,1,1,Bob,0,63,0,78,1,start,176
17,D,2025-01-01 10:14:34,16,Edd,Employee,Machine 1,66,0,15,1,1,0,Bob,0,63,0,78,1,complete,175
17,B,2025-01-01 10:14:41,2,Eddy,Employee,Machine 1,78,0,0,2,1,1,Bob,0,63,0,78,1,complete,176
18,C,2025-01-01 10:14:57,13,Eddy,Employee,Machine 2,63,0,4,9,6,3,Gary,31,0,0,0,4,start,179
18,C,2025-01-01 10:14:57,13,Eddy,Employee,Machine 2,63,0,4,9,6,3,Gary,31,0,0,0,4,complete,179
18,A,2025-01-01 10:15:03,20,Eddy,Employee,Machine 1,0,0,4,16,12,4,Gary,31,0,0,0,4,start,180
18,B,2025-01-01 10:15:07,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Gary,31,0,0,0,4,start,181
18,A,2025-01-01 10:15:09,20,Eddy,Employee,Machine 1,0,0,4,16,12,4,Gary,31,0,0,0,4,complete,180
18,B,2025-01-01 10:15:11,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Gary,31,0,0,0,4,complete,181
18,A,2025-01-01 10:15:13,0,Ed,Boss,Machine 1,93,0,0,0,0,0,Gary,31,0,0,0,4,start,183
18,B,2025-01-01 10:15:15,0,Ed,Boss,Machine 1,85,0,0,0,0,0,Gary,31,0,0,0,4,start,182
18,A,2025-01-01 10:15:18,0,Ed,Boss,Machine 1,93,0,0,0,0,0,Gary,31,0,0,0,4,complete,183
18,B,2025-01-01 10:15:20,0,Ed,Boss,Machine 1,85,0,0,0,0,0,Gary,31,0,0,0,4,complete,182
19,B,2025-01-01 10:15:31,14,Eddy,Employee,Machine 2,0,0,10,4,2,2,Bob,100,0,0,28,5,start,185
19,A,2025-01-01 10:15:33,8,Edd,Employee,Machine 1,0,0,8,0,0,0,Bob,100,0,0,28,5,start,186
19,A,2025-01-01 10:15:35,8,Edd,Employee,Machine 1,0,0,8,0,0,0,Bob,100,0,0,28,5,complete,186
19,B,2025-01-01 10:15:40,14,Eddy,Employee,Machine 2,0,0,10,4,2,2,Bob,100,0,0,28,5,complete,185
19,B,2025-01-01 10:15:42,12,Eddy,Employee,Machine 2,0,0,2,10,3,7,Bob,100,0,0,28,5,start,187
19,A,2025-01-01 10:15:43,11,Eddy,Employee,Machine 1,0,0,5,6,0,6,Bob,100,0,0,28,5,complete,188
19,A,2025-01-01 10:15:43,11,Eddy,Employee,Machine 1,0,0,5,6,0,6,Bob,100,0,0,28,5,start,188
19,B,2025-01-01 10:15:47,12,Eddy,Employee,Machine 2,0,0,2,10,3,7,Bob,100,0,0,28,5,complete,187
19,A,2025-01-01 10:15:52,3,Edd,Employee,Machine 1,0,0,1,2,1,1,Bob,100,0,0,28,5,complete,189
19,A,2025-01-01 10:15:52,3,Edd,Employee,Machine 1,0,0,1,2,1,1,Bob,100,0,0,28,5,start,189
19,A,2025-01-01 10:16:00,15,Edd,Employee,Machine 1,0,0,12,3,0,3,Bob,100,0,0,28,5,start,190
19,A,2025-01-01 10:16:04,15,Edd,Employee,Machine 1,0,0,12,3,0,3,Bob,100,0,0,28,5,complete,190
19,C,2025-01-01 10:16:07,7,Eddy,Employee,Machine 1,0,0,6,1,0,1,Bob,100,0,0,28,5,start,191
19,C,2025-01-01 10:16:13,7,Eddy,Employee,Machine 1,0,0,6,1,0,1,Bob,100,0,0,28,5,complete,191
19,A,2025-01-01 10:16:15,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Bob,100,0,0,28,5,start,193
19,A,2025-01-01 10:16:19,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Bob,100,0,0,28,5,complete,193
2,A,2025-01-01 10:00:56,19,Edd,Employee,Machine 1,39,0,0,19,16,3,Gary,0,40,0,0,5,start,15
2,A,2025-01-01 10:01:05,17,Ed,Boss,Machine 1,0,0,10,7,2,5,Gary,0,40,0,0,5,start,14
2,A,2025-01-01 10:01:06,17,Ed,Boss,Machine 1,0,0,10,7,2,5,Gary,0,40,0,0,5,complete,14
2,A,2025-01-01 10:01:06,19,Edd,Employee,Machine 1,39,0,0,19,16,3,Gary,0,40,0,0,5,complete,15
2,A,2025-01-01 10:01:11,1,Eddy,Employee,Machine 1,0,0,1,0,0,0,Gary,0,40,0,0,5,start,16
2,A,2025-01-01 10:01:15,1,Eddy,Employee,Machine 1,0,0,1,0,0,0,Gary,0,40,0,0,5,complete,16
2,C,2025-01-01 10:01:17,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Gary,0,40,0,0,5,start,17
2,C,2025-01-01 10:01:23,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Gary,0,40,0,0,5,complete,17
2,D,2025-01-01 10:01:29,10,Eddy,Employee,Machine 1,79,35,10,0,0,0,Gary,0,40,0,0,5,complete,18
2,D,2025-01-01 10:01:29,10,Eddy,Employee,Machine 1,79,35,10,0,0,0,Gary,0,40,0,0,5,start,18
2,A,2025-01-01 10:01:37,6,Ed,Boss,Machine 1,6,0,4,2,2,0,Gary,0,40,0,0,5,start,19
2,D,2025-01-01 10:01:38,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Gary,0,40,0,0,5,start,20
2,A,2025-01-01 10:01:39,6,Ed,Boss,Machine 1,6,0,4,2,2,0,Gary,0,40,0,0,5,complete,19
2,D,2025-01-01 10:01:45,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Gary,0,40,0,0,5,complete,20
