dimension,granularity,indicator_name,result,status
flexibility,groups,activity_and_role_count_ratio,1.833,Success
flexibility,groups,activity_instance_and_human_resource_count_ratio,3.222,Success
flexibility,groups,client_count,2,Success
flexibility,groups,directly_follows_relations_and_activity_count_ratio,1.0,Success
flexibility,groups,directly_follows_relations_count,11,Success
flexibility,groups,expected_activity_and_role_count_ratio,1.833,Success
flexibility,groups,expected_activity_instance_and_human_resource_count_ratio,3.222,Success
flexibility,groups,expected_client_count,0.667,Success
flexibility,groups,expected_directly_follows_relations_and_activity_count_ratio,1.818,Success
flexibility,groups,expected_directly_follows_relations_count,6.667,Success
flexibility,groups,expected_human_resource_count,3.0,Success
flexibility,groups,expected_optional_activity_count,3.667,Success
flexibility,groups,expected_optionality,1.0,Success
flexibility,groups,expected_role_count,2.0,Success
flexibility,groups,human_resource_count,9,Success
flexibility,groups,optional_activity_count,4,Success
flexibility,groups,optionality,0.364,Success
flexibility,groups,role_and_variant_count_ratio,1.0,Success
flexibility,groups,role_count,6,Success
flexibility,groups,variant_case_coverage,0.158,Success
flexibility,groups,variant_count,6,Success
general,activities,activity_instance_count,84,Success
general,activities,human_resource_count,3,Success
general,activities,resource_count,2,Success
general,cases,activity_count,4,Success
general,cases,activity_instance_count,9,Success
general,cases,human_resource_count,3,Success
general,cases,resource_count,2,Success
general,cases,role_count,2,Success
general,groups,activity_count,11,Success
general,groups,activity_instance_count,29,Success
general,groups,case_count,3,Success
general,groups,expected_activity_count,3.667,Success
general,groups,expected_activity_instance_count,9.667,Success
general,groups,expected_human_resource_count,3.0,Success
general,groups,expected_resource_count,2.0,Success
general,groups,expected_role_count,2.0,Success
general,groups,human_resource_count,9,Success
general,groups,resource_count,6,Success
general,groups,role_count,6,Success
quality,activities,activity_instance_count_by_human_resource,22,Success
quality,activities,client_count_and_total_cost_ratio,0.008,Success
quality,activities,human_resource_count,3,Success
quality,activities,outcome_unit_count,1715.0,Success
quality,activities,rework_count,66,Success
quality,activities,rework_count_by_value,66,Success
quality,activities,rework_percentage,0.786,Success
quality,activities,rework_percentage_by_value,0.786,Success
quality,activities,rework_time,0 days 00:10:22,Success
quality,activities,successful_outcome_unit_count,1620.0,Success
quality,activities,successful_outcome_unit_percentage,0.945,Success
quality,activities,total_cost_and_client_count_ratio,119.0,Success
quality,cases,activity_instance_count_by_human_resource,4,Success
quality,cases,activity_instance_count_by_role,4,Success
quality,cases,automated_activity_count,2,Success
quality,cases,automated_activity_instance_count,5,Success
quality,cases,desired_activity_count,2,Success
quality,cases,human_resource_count,3,Success
quality,cases,non_automated_activity_count,2,Success
quality,cases,non_automated_activity_instance_count,4,Success
quality,cases,outcome_unit_count,321.0,Success
quality,cases,overall_quality,2.0,Success
quality,cases,repeatability,0.556,Success
quality,cases,rework_count,5,Success
quality,cases,rework_count_by_value,5,Success
quality,cases,rework_of_activities_subset,5,Success
quality,cases,rework_percentage,0.556,Success
quality,cases,rework_percentage_by_value,0.556,Success
quality,cases,rework_time,0 days 00:00:32,Success
quality,cases,successful_outcome_unit_count,301.0,Success
quality,cases,successful_outcome_unit_percentage,0.938,Success
quality,cases,unwanted_activity_count,1,Success
quality,cases,unwanted_activity_instance_count,1,Success
quality,cases,unwanted_activity_instance_percentage,0.111,Success
quality,cases,unwanted_activity_percentage,0.25,Success
quality,groups,activity_instance_count_by_human_resource,7,Success
quality,groups,activity_instance_count_by_role,7,Success
quality,groups,automated_activity_count,2,Success
quality,groups,automated_activity_instance_count,17,Success
quality,groups,case_and_client_count_ratio,1.5,Success
quality,groups,case_count_where_activity_after_time_frame,0,Success
quality,groups,case_count_where_activity_before_time_frame,0,Success
quality,groups,case_count_where_activity_during_time_frame,3,Success
quality,groups,case_count_where_end_activity_is_a,2,Success
quality,groups,case_count_where_start_activity_is_a,1,Success
quality,groups,case_count_with_rework,3,Success
quality,groups,case_percentage_where_activity_after_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_before_time_frame,0.0,Success
quality,groups,case_percentage_where_activity_during_time_frame,1.0,Success
quality,groups,case_percentage_where_end_activity_is_a,0.667,Success
quality,groups,case_percentage_where_start_activity_is_a,0.333,Success
quality,groups,case_percentage_with_missed_deadline,0,Success
quality,groups,case_percentage_with_rework,1.0,Success
quality,groups,client_count_and_total_cost_ratio,0.009,Success
quality,groups,desired_activity_count,2,Success
quality,groups,expected_activity_instance_count_by_human_resource,2.333,Success
quality,groups,expected_activity_instance_count_by_role,2.333,Success
quality,groups,expected_automated_activity_count,1.667,Success
quality,groups,expected_automated_activity_instance_count,5.667,Success
quality,groups,expected_client_count_and_total_cost_ratio,0.009,Success
quality,groups,expected_desired_activity_count,0.207,Success
quality,groups,expected_human_resource_count,0.31,Success
quality,groups,expected_non_automated_activity_count,0.207,Success
quality,groups,expected_non_automated_activity_instance_count,4.0,Success
quality,groups,expected_outcome_unit_count,288.667,Success
quality,groups,expected_overall_quality,4.0,Success
quality,groups,expected_repeatability,0.621,Success
quality,groups,expected_rework_count,6.0,Success
quality,groups,expected_rework_count_by_value,6.0,Success
quality,groups,expected_rework_of_activities_subset,5.667,Success
quality,groups,expected_rework_percentage,0.62,Success
quality,groups,expected_rework_percentage_by_value,0.62,Success
quality,groups,expected_rework_time,0 days 00:00:30.333333333,Success
quality,groups,expected_successful_outcome_unit_count,270.333,Success
quality,groups,expected_successful_outcome_unit_percentage,0.885,Success
quality,groups,expected_total_cost_and_client_count_ratio,0.009,Success
quality,groups,expected_unwanted_activity_count,3,Success
quality,groups,expected_unwanted_activity_instance_count,1.333,Success
quality,groups,expected_unwanted_activity_instance_percentage,0.141,Success
quality,groups,expected_unwanted_activity_percentage,0.278,Success
quality,groups,human_resource_count,3,Success
quality,groups,non_automated_activity_count,2,Success
quality,groups,non_automated_activity_instance_count,12,Success
quality,groups,outcome_unit_count,866.0,Success
quality,groups,repeatability,0.621,Success
quality,groups,rework_count,18,Success
quality,groups,rework_count_by_value,18,Success
quality,groups,rework_of_activities_subset,17,Success
quality,groups,rework_percentage,0.621,Success
quality,groups,rework_percentage_by_value,0.621,Success
quality,groups,rework_time,0 days 00:01:31,Success
quality,groups,successful_outcome_unit_count,811.0,Success
quality,groups,successful_outcome_unit_percentage,0.936,Success
quality,groups,total_cost_and_client_count_ratio,0.009,Success
quality,groups,unwanted_activity_count,1,Success
quality,groups,unwanted_activity_instance_count,4,Success
quality,groups,unwanted_activity_instance_percentage,0.138,Success
quality,groups,unwanted_activity_percentage,0.091,Success
quality,instances,outcome_unit_count_for_single_events_of_activity_instances,18.0,Success
quality,instances,outcome_unit_count_for_sum_of_all_events_of_activity_instances,36.0,Success
quality,instances,successful_outcome_unit_count,18.0,Success
quality,instances,successful_outcome_unit_percentage,1.0,Success
time,activities,lead_time,0 days 00:12:48,Success
time,activities,service_and_lead_time_ratio,0.44140624999869793,Success
time,activities,service_time,0 days 00:05:38.999999999,Success
time,activities,waiting_time,0 days 00:07:09,Success
time,cases,active_time,0 days 00:00:17,Success
time,cases,activity_count,4,Success
time,cases,activity_instance_count,9,Success
time,cases,automated_activity_count,2,Success
time,cases,automated_activity_instance_count,5,Success
time,cases,automated_activity_service_time,0 days 00:00:14,Success
time,cases,handover_count,4.5,Success
time,cases,idle_time,0 days 00:00:35,Success
time,cases,lead_time,0 days 00:00:52,Success
time,cases,lead_time_deviation_from_deadline,-1 days +23:59:38,Success
time,cases,lead_time_deviation_from_expectation,0 days 00:00:08,Success
time,cases,lead_time_from_activity_a,0 days 00:00:24,Success
time,cases,lead_time_from_activity_a_to_b,0 days 00:00:24,Success
time,cases,lead_time_to_activity_a,0 days 00:00:31,Success
time,cases,service_and_lead_time_ratio,0.4807692307692308,Success
time,cases,service_time,0 days 00:00:25,Success
time,cases,service_time_from_activity_a_to_b,0 days 00:00:11,Success
time,cases,waiting_time,0 days 00:00:35,Success
time,cases,waiting_time_from_activity_a_to_b,0 days 00:00:05,Success
time,groups,activity_count,4,Success
time,groups,activity_instance_count,29,Success
time,groups,automated_activity_count,2,Success
time,groups,automated_activity_instance_count,17,Success
time,groups,automated_activity_service_time,0 days 00:01:00,Success
time,groups,case_count_lead_time_ratio,64.671,Success
time,groups,case_count_where_lead_time_over_value,0,Success
time,groups,case_percentage_where_lead_time_over_value,0.0,Success
time,groups,case_percentage_with_missed_deadline,0.0,Success
time,groups,expected_active_time,0 days 00:00:11.333333333,Success
time,groups,expected_activity_count,3.667,Success
time,groups,expected_activity_instance_count,9.667,Success
time,groups,expected_automated_activity_count,1.667,Success
time,groups,expected_automated_activity_instance_count,5.667,Success
time,groups,expected_automated_activity_service_time,0 days 00:00:20,Success
time,groups,expected_handover_count,4.5,Success
time,groups,expected_idle_time,0 days 00:00:42.666666666,Success
time,groups,expected_lead_time,0 days 00:00:54,Success
time,groups,expected_lead_time_deviation_from_deadline,-1 days +23:59:36,Success
time,groups,expected_lead_time_deviation_from_expectation,0 days 00:00:09.360000,Success
time,groups,expected_lead_time_from_activity_a,0 days 00:00:40,Success
time,groups,expected_lead_time_from_activity_a_to_b,0 days 00:00:25.500000,Success
time,groups,expected_lead_time_to_activity_a,0 days 00:00:21.333333333,Success
time,groups,expected_service_and_lead_time_ratio,1.8703703703703705,Success
time,groups,expected_service_time,0 days 00:00:33.660000,Success
time,groups,expected_service_time_from_activity_a_to_b,0 days 00:00:08,Success
time,groups,expected_waiting_time,0 days 00:00:45,Success
time,groups,expected_waiting_time_from_activity_a_to_b,0 days 00:00:05,Success
time,groups,lead_time,0 days 00:02:47,Success
time,groups,lead_time_and_case_count_ratio,0 days 00:00:54,Success
time,groups,service_and_lead_time_ratio,0.6047904191616766,Success
time,groups,service_time,0 days 00:01:41,Success
time,groups,service_time_from_activity_a_to_b,0 days 00:00:16,Success
time,instances,lead_time,0 days 00:00:06,Success
time,instances,service_and_lead_time_ratio,0.5,Success
time,instances,service_time,0 days 00:00:03,Success
time,instances,waiting_time,0 days 00:00:03,Success
